nice: cannot set niceness: Permission denied
Precompiling packages...
   1504.7 ms  ✓ nghttp2_jll
   5796.5 ms  ✓ HypergeometricFunctions
   3804.5 ms  ✓ Accessors → TestExt
   3897.9 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   2706.0 ms  ✓ BitTwiddlingConvenienceFunctions
   5708.0 ms  ✓ CPUSummary
   7885.3 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
  16080.1 ms  ✓ StatsBase
  12012.9 ms  ✓ SymbolicIndexingInterface
   3296.2 ms  ✓ PolyesterWeave
  13810.7 ms  ✓ SciMLOperators
   4017.3 ms  ✓ PDMats → StatsBaseExt
  40996.5 ms  ✓ StaticArrays
   3561.4 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
  12208.7 ms  ✓ OhMyThreads
   4586.1 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   3385.1 ms  ✓ Adapt → AdaptStaticArraysExt
   3493.9 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   3501.9 ms  ✓ FillArrays → FillArraysStaticArraysExt
   3893.1 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
  14291.9 ms  ✓ StatsFuns
   3625.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
  21341.5 ms  ✓ Roots
   3401.6 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   4298.3 ms  ✓ Accessors → StaticArraysExt
   2495.6 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
   3510.8 ms  ✓ OhMyThreads → MarkdownExt
   3700.5 ms  ✓ BangBang → BangBangStaticArraysExt
  24794.8 ms  ✓ ForwardDiff
   4217.4 ms  ✓ Roots → RootsForwardDiffExt
   4591.6 ms  ✓ FastPower → FastPowerForwardDiffExt
   4709.8 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
  52406.6 ms  ✓ Moshi
  61316.5 ms  ✓ Parsers
   8354.8 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
  45236.4 ms  ✓ FFTW
  10722.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
  36285.4 ms  ✓ StaticArrayInterface
   2001.5 ms  ✓ CloseOpenIntervals
  23404.3 ms  ✓ Distributions
   6801.8 ms  ✓ JSON
  31806.0 ms  ✓ RecursiveArrayTools
  24617.0 ms  ✓ NearestNeighbors
   3298.5 ms  ✓ LayoutPointers
   3419.6 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
   3702.0 ms  ✓ NLSolversBase
   1595.0 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
   1734.1 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   1918.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
   2073.8 ms  ✓ Neighborhood
   2029.4 ms  ✓ StrideArraysCore
   3004.0 ms  ✓ Distributions → DistributionsTestExt
   3270.1 ms  ✓ Clustering
   1121.9 ms  ✓ Polyester
   3423.3 ms  ✓ LineSearches
    983.5 ms  ✓ FastBroadcast
   2890.7 ms  ✓ StateSpaceSets
    919.2 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   2883.5 ms  ✓ Optim
   7780.8 ms  ✓ BlackBoxOptim
   2837.8 ms  ✓ DelayEmbeddings
  62439.9 ms  ✓ Polynomials
    776.3 ms  ✓ Polynomials → PolynomialsFFTWExt
  13894.3 ms  ✓ SciMLBase
   2335.0 ms  ✓ DSP
    874.5 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   1210.7 ms  ✓ SciMLBase → SciMLBaseDistributionsExt
   1826.3 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   2705.7 ms  ✓ Wavelets
   3147.8 ms  ✓ SciMLJacobianOperators
   3060.2 ms  ✓ ComplexityMeasures
   6079.5 ms  ✓ NonlinearSolveBase
   1082.0 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   1186.5 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   3028.9 ms  ✓ BracketingNonlinearSolve
   1000.8 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   2237.2 ms  ✓ DiffEqBase
   1118.2 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   1121.6 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   3463.3 ms  ✓ OrdinaryDiffEqCore
   1238.9 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreSparseArraysExt
   4561.5 ms  ✓ OrdinaryDiffEqTsit5
   2629.1 ms  ✓ DynamicalSystemsBase
   3493.0 ms  ✓ Attractors
  210 dependencies successfully precompiled in 140 seconds. 26 already precompiled.
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +1.12.5 --project=A/Attractors/Multistability-Of-Discrete-Time-Systems -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 617.37
	System time (seconds): 49.93
	Percent of CPU this job got: 330%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 3:22.10
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2196860
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 1000
	Minor (reclaiming a frame) page faults: 12531795
	Voluntary context switches: 34589
	Involuntary context switches: 67718
	Swaps: 0
	File system inputs: 0
	File system outputs: 1075456
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
