nice: cannot set niceness: Permission denied
Precompiling packages...
    402.2 ms  ✓ DataValueInterfaces
   1284.8 ms  ✓ InteractiveUtils
   3591.7 ms  ✓ FunctionWrappers
    495.8 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   1071.3 ms  ✓ LazyArtifacts
   2167.3 ms  ✓ Crayons
    517.7 ms  ✓ DiffResults
    545.7 ms  ✓ AliasTables
    836.6 ms  ✓ Distances
    598.9 ms  ✓ ArrayInterface
    413.0 ms  ✓ EnzymeCore → AdaptExt
    604.3 ms  ✓ GPUArraysCore
   2286.5 ms  ✓ Preferences
    539.5 ms  ✓ Missings
    546.2 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    466.5 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    545.1 ms  ✓ NaNMath
    592.9 ms  ✓ CommonSubexpressions
    548.3 ms  ✓ FillArrays → FillArraysStatisticsExt
    481.9 ms  ✓ ScopedValues
    415.5 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    397.1 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
    457.2 ms  ✓ RuntimeGeneratedFunctions
   1002.6 ms  ✓ DifferentiationInterface
   1786.4 ms  ✓ DataStructures
    406.7 ms  ✓ TableTraits
    652.1 ms  ✓ LogExpFunctions
    408.3 ms  ✓ Compat → CompatLinearAlgebraExt
   1082.1 ms  ✓ HypergeometricFunctions
   2516.2 ms  ✓ Distributed
    744.0 ms  ✓ SimpleTraits
   1883.1 ms  ✓ KrylovKit
    555.3 ms  ✓ FastBroadcast
    485.2 ms  ✓ ArrayInterface → ArrayInterfaceFillArraysExt
   4271.2 ms  ✓ SparseArrays
   1443.2 ms  ✓ Setfield
    493.0 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
    458.0 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
    764.5 ms  ✓ MaybeInplace
    706.9 ms  ✓ PrecompileTools
    811.4 ms  ✓ JLLWrappers
    861.4 ms  ✓ SciMLLogging
    798.1 ms  ✓ TruncatedStacktraces
    414.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
    571.8 ms  ✓ SortingAlgorithms
    907.4 ms  ✓ QuadGK
    874.7 ms  ✓ Tables
    414.5 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    658.4 ms  ✓ Statistics → SparseArraysExt
    858.2 ms  ✓ ProgressMeter
   2655.3 ms  ✓ Accessors
    649.8 ms  ✓ Adapt → AdaptSparseArraysExt
    655.7 ms  ✓ SuiteSparse
    798.3 ms  ✓ FillArrays → FillArraysSparseArraysExt
    727.6 ms  ✓ Distances → DistancesSparseArraysExt
    717.4 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    760.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    855.7 ms  ✓ FiniteDiff
    716.5 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   9458.7 ms  ✓ Test
   2610.4 ms  ✓ FindFirstFunctions
   4931.9 ms  ✓ StringManipulation
   4047.0 ms  ✓ MuladdMacro
   2451.1 ms  ✓ RecipesBase
    931.2 ms  ✓ SciMLStructures
   1602.4 ms  ✓ PreallocationTools
   1229.3 ms  ✓ PoissonRandom
   4502.7 ms  ✓ FunctionWrappersWrappers
   1116.8 ms  ✓ Rmath_jll
   1051.7 ms  ✓ OpenSpecFun_jll
   1582.3 ms  ✓ IntelOpenMP_jll
   1646.0 ms  ✓ oneTBB_jll
   1090.3 ms  ✓ FFTW_jll
  15071.1 ms  ✓ StaticArrays
    589.5 ms  ✓ Accessors → LinearAlgebraExt
    875.1 ms  ✓ PDMats
    706.3 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
    637.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
    728.4 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   2803.9 ms  ✓ StatsBase
    849.0 ms  ✓ Accessors → TestExt
    709.9 ms  ✓ PreallocationTools → PreallocationToolsEnzymeCoreExt
   1624.6 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
    717.9 ms  ✓ RespecializeParams
   1022.1 ms  ✓ Rmath
   1615.3 ms  ✓ MKL_jll
   1579.9 ms  ✓ ArnoldiMethod
    859.1 ms  ✓ ResettableStacks
   3105.0 ms  ✓ SpecialFunctions
   1024.1 ms  ✓ BijectiveHilbert
    831.5 ms  ✓ StaticArrays → StaticArraysStatisticsExt
    856.5 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
    839.3 ms  ✓ Adapt → AdaptStaticArraysExt
    793.7 ms  ✓ VectorInterface → VectorInterfaceStaticArraysExt
    779.6 ms  ✓ FillArrays → FillArraysStaticArraysExt
    721.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
  24214.1 ms  ✓ Polynomials
    731.6 ms  ✓ Accessors → StaticArraysExt
    682.8 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
    807.3 ms  ✓ BangBang
   1156.5 ms  ✓ SymbolicIndexingInterface
    669.1 ms  ✓ FillArrays → FillArraysPDMatsExt
    727.8 ms  ✓ NLSolversBase
   1920.3 ms  ✓ SciMLOperators
    687.5 ms  ✓ PDMats → StatsBaseExt
    641.9 ms  ✓ DiffRules
    791.5 ms  ✓ LineSearches
   2771.9 ms  ✓ Roots
   1736.9 ms  ✓ StatsFuns
   1009.1 ms  ✓ Polynomials → PolynomialsRecipesBaseExt
    961.0 ms  ✓ OhMyThreads
    599.9 ms  ✓ BangBang → BangBangTablesExt
   4217.9 ms  ✓ Graphs
    835.6 ms  ✓ BangBang → BangBangStaticArraysExt
   5425.2 ms  ✓ NearestNeighbors
    823.6 ms  ✓ StochasticDiffEqLevyArea
    760.5 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   3225.3 ms  ✓ Optim
    851.4 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
   5785.5 ms  ✓ RecursiveArrayTools
   4852.4 ms  ✓ ForwardDiff
    834.0 ms  ✓ OhMyThreads → MarkdownExt
    766.2 ms  ✓ OhMyThreads → ProgressMeterExt
   1252.6 ms  ✓ Neighborhood
  12935.9 ms  ✓ FFTW
    925.5 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
    757.0 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsTablesExt
   2062.1 ms  ✓ Clustering
    729.3 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
    771.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
    909.7 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
    774.9 ms  ✓ FastPower → FastPowerForwardDiffExt
    994.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
    820.0 ms  ✓ Roots → RootsForwardDiffExt
    796.6 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   1812.4 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
   1293.1 ms  ✓ StateSpaceSets
   1205.5 ms  ✓ Polynomials → PolynomialsFFTWExt
   5727.2 ms  ✓ Distributions
   1599.1 ms  ✓ Distributions → DistributionsTestExt
   3195.0 ms  ✓ DSP
   2345.5 ms  ✓ DelayEmbeddings
   5241.9 ms  ✓ BlackBoxOptim
   2319.8 ms  ✓ Wavelets
   9323.0 ms  ✓ SciMLBase
   3422.3 ms  ✓ ComplexityMeasures
   1052.3 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   1202.6 ms  ✓ SciMLBase → SciMLBaseStaticArraysExt
   1393.0 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   1481.8 ms  ✓ SciMLBase → SciMLBaseDistributionsExt
   2385.5 ms  ✓ SciMLJacobianOperators
   3870.4 ms  ✓ LineSearch
    741.6 ms  ✓ LineSearch → LineSearchLineSearchesExt
  67771.7 ms  ✓ REPL
   8136.9 ms  ✓ Pkg → REPLExt
  22922.5 ms  ✓ PrettyTables
    703.5 ms  ✓ SymbolicIndexingInterface → SymbolicIndexingInterfacePrettyTablesExt
   5621.5 ms  ✓ TimerOutputs
   5589.7 ms  ✓ NonlinearSolveBase
    772.6 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   1139.8 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   2543.6 ms  ✓ BracketingNonlinearSolve
    872.6 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   4898.4 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   2634.3 ms  ✓ DiffEqBase
   1115.0 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   3811.4 ms  ✓ OrdinaryDiffEqCore
   2817.8 ms  ✓ DiffEqNoiseProcess
   4464.9 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   4918.4 ms  ✓ DiffEqCallbacks
   1570.4 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreSparseArraysExt
   1684.8 ms  ✓ DiffEqNoiseProcess → DiffEqNoiseProcessOptimExt
   2393.0 ms  ✓ JumpProcesses
   1277.8 ms  ✓ JumpProcesses → JumpProcessesOrdinaryDiffEqCoreExt
  10445.6 ms  ✓ SimpleNonlinearSolve
   2173.8 ms  ✓ StochasticDiffEqCore
   2327.5 ms  ✓ StochasticDiffEqHighOrder
  11951.1 ms  ✓ OrdinaryDiffEqTsit5
   2367.5 ms  ✓ DynamicalSystemsBase
   3503.3 ms  ✓ Attractors
  230 dependencies successfully precompiled in 143 seconds. 27 already precompiled.
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +alpha --project=A/Attractors/Multistability-Of-Discrete-Time-Systems -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 583.62
	System time (seconds): 42.32
	Percent of CPU this job got: 267%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 3:54.05
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2697048
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 998
	Minor (reclaiming a frame) page faults: 15352901
	Voluntary context switches: 40982
	Involuntary context switches: 16027
	Swaps: 0
	File system inputs: 0
	File system outputs: 1398416
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
