nice: cannot set niceness: Permission denied
Precompiling packages...
   1587.2 ms  ✓ nghttp2_jll
   2906.0 ms  ✓ StaticArraysCore
  10392.6 ms  ✓ OrderedCollections
   3293.1 ms  ✓ LoggingExtras
   4000.5 ms  ✓ Preferences
  16579.1 ms  ✓ ExproniconLite
   4497.2 ms  ✓ CpuId
   2414.9 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   5400.3 ms  ✓ LazyArtifacts
   2693.5 ms  ✓ FillArrays → FillArraysStatisticsExt
  10295.3 ms  ✓ ConstructionBase
   2893.8 ms  ✓ Adapt
  14609.4 ms  ✓ IrrationalConstants
   3193.1 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2793.3 ms  ✓ ScopedValues
   2473.1 ms  ✓ FunctionWrappersWrappers
  19367.0 ms  ✓ MacroTools
   3678.9 ms  ✓ AliasTables
  10020.7 ms  ✓ Missings
   2892.5 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   9597.6 ms  ✓ RuntimeGeneratedFunctions
  11601.8 ms  ✓ Compat
  10299.1 ms  ✓ NaNMath
   2795.6 ms  ✓ DiffResults
   3221.3 ms  ✓ CommonSubexpressions
   3337.9 ms  ✓ JLLWrappers
   2599.4 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
  14669.0 ms  ✓ InteractiveUtils
   3305.2 ms  ✓ SciMLLogging
   2495.0 ms  ✓ ADTypes → ADTypesConstructionBaseExt
  11716.4 ms  ✓ Distances
  10301.5 ms  ✓ Jieko
   2697.8 ms  ✓ EnzymeCore → AdaptExt
   2788.2 ms  ✓ PrecompileTools
   4182.2 ms  ✓ GPUArraysCore
   2926.0 ms  ✓ Compat → CompatLinearAlgebraExt
  12813.0 ms  ✓ ThreadingUtilities
   4097.5 ms  ✓ LogExpFunctions
   3903.6 ms  ✓ Rmath_jll
   4201.0 ms  ✓ FFTW_jll
   9140.1 ms  ✓ DataStructures
  18003.1 ms  ✓ Distributed
   3978.7 ms  ✓ OpenSpecFun_jll
   3212.0 ms  ✓ TruncatedStacktraces
   6777.3 ms  ✓ IntelOpenMP_jll
   7402.2 ms  ✓ oneTBB_jll
  21394.7 ms  ✓ TimerOutputs
  13510.1 ms  ✓ DifferentiationInterface
   2714.5 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
  10894.0 ms  ✓ ArrayInterface
   6875.3 ms  ✓ Setfield
   4486.4 ms  ✓ Rmath
   3730.7 ms  ✓ SortingAlgorithms
   2398.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   3442.0 ms  ✓ MaybeInplace
   2197.5 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   2310.8 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   5196.0 ms  ✓ ProgressMeter
   8902.4 ms  ✓ RecipesBase
   6500.9 ms  ✓ MKL_jll
   2909.5 ms  ✓ FiniteDiff
   9479.8 ms  ✓ QuadGK
   2100.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   5408.0 ms  ✓ PreallocationTools
  15547.5 ms  ✓ Accessors
   7620.8 ms  ✓ SciMLStructures
   1551.8 ms  ✓ Accessors → LinearAlgebraExt
  11785.7 ms  ✓ SpecialFunctions
  18589.1 ms  ✓ Test
  25403.3 ms  ✓ SparseArrays
   3607.0 ms  ✓ DiffRules
   4506.8 ms  ✓ BangBang
   3589.4 ms  ✓ Accessors → TestExt
   3693.3 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   3190.1 ms  ✓ SuiteSparse
   5312.8 ms  ✓ HypergeometricFunctions
   3789.3 ms  ✓ FillArrays → FillArraysSparseArraysExt
   3302.7 ms  ✓ Statistics → SparseArraysExt
   3211.2 ms  ✓ Adapt → AdaptSparseArraysExt
   3193.7 ms  ✓ Distances → DistancesSparseArraysExt
   3301.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   3405.1 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   3405.8 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   8287.8 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   3086.6 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
  26788.9 ms  ✓ Static
   4210.8 ms  ✓ PDMats
  12991.3 ms  ✓ SymbolicIndexingInterface
   2505.7 ms  ✓ BitTwiddlingConvenienceFunctions
  15393.1 ms  ✓ SciMLOperators
   3594.3 ms  ✓ FillArrays → FillArraysPDMatsExt
   5621.9 ms  ✓ CPUSummary
   2726.2 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   3502.0 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
  11396.3 ms  ✓ OhMyThreads
   3674.3 ms  ✓ PolyesterWeave
  22300.7 ms  ✓ Roots
  14095.2 ms  ✓ StatsFuns
  39808.6 ms  ✓ StaticArrays
   4713.6 ms  ✓ OhMyThreads → MarkdownExt
  17403.6 ms  ✓ StatsBase
   5277.3 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
   5292.3 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   4701.9 ms  ✓ Accessors → StaticArraysExt
   6599.5 ms  ✓ Adapt → AdaptStaticArraysExt
   6687.9 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   7493.2 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   5095.6 ms  ✓ BangBang → BangBangStaticArraysExt
  25086.8 ms  ✓ ForwardDiff
   8805.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   9098.9 ms  ✓ FillArrays → FillArraysStaticArraysExt
   4721.2 ms  ✓ PDMats → StatsBaseExt
   2892.9 ms  ✓ FastPower → FastPowerForwardDiffExt
  52567.2 ms  ✓ Moshi
   4306.0 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
  42086.9 ms  ✓ FFTW
   4907.3 ms  ✓ Roots → RootsForwardDiffExt
   8499.4 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
  10682.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
  59421.8 ms  ✓ Parsers
  32212.8 ms  ✓ RecursiveArrayTools
   2699.9 ms  ✓ NLSolversBase
  34512.1 ms  ✓ StaticArrayInterface
   1387.3 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
   1580.5 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   1978.7 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
   1596.7 ms  ✓ CloseOpenIntervals
   1891.9 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
   1896.3 ms  ✓ LayoutPointers
   4189.2 ms  ✓ JSON
  20115.8 ms  ✓ NearestNeighbors
   1710.9 ms  ✓ StrideArraysCore
   1375.2 ms  ✓ Neighborhood
   4617.7 ms  ✓ LineSearches
   1118.2 ms  ✓ Polyester
  18146.3 ms  ✓ Distributions
   2582.0 ms  ✓ Clustering
   1250.0 ms  ✓ FastBroadcast
   1876.7 ms  ✓ Distributions → DistributionsTestExt
   1060.4 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   3051.4 ms  ✓ StateSpaceSets
   3577.8 ms  ✓ Optim
   2546.6 ms  ✓ DelayEmbeddings
   5966.7 ms  ✓ BlackBoxOptim
  54519.3 ms  ✓ Polynomials
    766.2 ms  ✓ Polynomials → PolynomialsFFTWExt
    793.9 ms  ✓ Polynomials → PolynomialsRecipesBaseExt
  16108.1 ms  ✓ SciMLBase
   2325.3 ms  ✓ DSP
    915.3 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   1250.9 ms  ✓ SciMLBase → SciMLBaseDistributionsExt
   1874.1 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   2650.7 ms  ✓ Wavelets
   3224.6 ms  ✓ SciMLJacobianOperators
   3013.1 ms  ✓ ComplexityMeasures
   6024.7 ms  ✓ NonlinearSolveBase
   1089.3 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   1187.5 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   3079.0 ms  ✓ BracketingNonlinearSolve
   1001.0 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   2247.5 ms  ✓ DiffEqBase
   1103.9 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   1105.2 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   3513.3 ms  ✓ OrdinaryDiffEqCore
   1199.7 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreSparseArraysExt
   4569.7 ms  ✓ OrdinaryDiffEqTsit5
   2600.9 ms  ✓ DynamicalSystemsBase
   3469.1 ms  ✓ Attractors
  211 dependencies successfully precompiled in 139 seconds. 26 already precompiled.
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +1.12.5 --project=A/Attractors/Multistability-Of-Discrete-Time-Systems -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 613.83
	System time (seconds): 50.36
	Percent of CPU this job got: 330%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 3:20.69
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2179800
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 834
	Minor (reclaiming a frame) page faults: 12595908
	Voluntary context switches: 35411
	Involuntary context switches: 65802
	Swaps: 0
	File system inputs: 248
	File system outputs: 1072504
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
