nice: cannot set niceness: Permission denied
Precompiling packages...
   1522.5 ms  ✓ nghttp2_jll
   2318.3 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
   2412.1 ms  ✓ LayoutPointers
   2197.1 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
  18307.1 ms  ✓ NearestNeighbors
   2335.2 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   2630.5 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
  23745.9 ms  ✓ Distributions
   1574.1 ms  ✓ StrideArraysCore
   1590.4 ms  ✓ Neighborhood
   2099.2 ms  ✓ Distributions → DistributionsTestExt
   1316.1 ms  ✓ Polyester
   2890.8 ms  ✓ Clustering
   4594.7 ms  ✓ LineSearches
    995.3 ms  ✓ FastBroadcast
   2950.8 ms  ✓ StateSpaceSets
    919.7 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   2989.8 ms  ✓ Optim
   6706.7 ms  ✓ BlackBoxOptim
   2746.2 ms  ✓ DelayEmbeddings
  56282.8 ms  ✓ Polynomials
    774.8 ms  ✓ Polynomials → PolynomialsFFTWExt
    777.7 ms  ✓ Polynomials → PolynomialsRecipesBaseExt
   2245.7 ms  ✓ DSP
  14264.3 ms  ✓ SciMLBase
    881.8 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   1222.9 ms  ✓ SciMLBase → SciMLBaseDistributionsExt
   1902.9 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   2750.5 ms  ✓ Wavelets
   3171.5 ms  ✓ SciMLJacobianOperators
   3036.0 ms  ✓ ComplexityMeasures
   6049.7 ms  ✓ NonlinearSolveBase
   1086.4 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   1161.6 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   3054.0 ms  ✓ BracketingNonlinearSolve
    999.9 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   2258.4 ms  ✓ DiffEqBase
   1100.4 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   3361.3 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   3858.5 ms  ✓ OrdinaryDiffEqCore
   1203.6 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreSparseArraysExt
   4707.0 ms  ✓ OrdinaryDiffEqTsit5
   2640.3 ms  ✓ DynamicalSystemsBase
   3474.6 ms  ✓ Attractors
  208 dependencies successfully precompiled in 133 seconds. 26 already precompiled.
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +1.12.5 --project=A/Attractors/Multistability-Of-Discrete-Time-Systems -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 590.47
	System time (seconds): 50.29
	Percent of CPU this job got: 326%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 3:16.02
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2197536
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 753
	Minor (reclaiming a frame) page faults: 12413438
	Voluntary context switches: 33469
	Involuntary context switches: 62242
	Swaps: 0
	File system inputs: 0
	File system outputs: 1058224
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
