nice: cannot set niceness: Permission denied
Precompiling packages...
   1663.9 ms  ✓ nghttp2_jll
   6488.0 ms  ✓ IntelOpenMP_jll
   6999.5 ms  ✓ PreallocationTools
   2797.9 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   8382.0 ms  ✓ RecipesBase
   7195.7 ms  ✓ oneTBB_jll
   2933.3 ms  ✓ SortingAlgorithms
   4480.2 ms  ✓ PoissonRandom
   5272.6 ms  ✓ ProgressMeter
  24897.9 ms  ✓ SparseArrays
  10420.6 ms  ✓ SciMLStructures
   3124.9 ms  ✓ TruncatedStacktraces
   8187.0 ms  ✓ Setfield
   4190.8 ms  ✓ Rmath
  11435.5 ms  ✓ FunctionWrappersWrappers
   4295.9 ms  ✓ SimpleTraits
   2617.0 ms  ✓ PreallocationTools → PreallocationToolsEnzymeCoreExt
   3099.0 ms  ✓ SuiteSparse
   3380.4 ms  ✓ FillArrays → FillArraysSparseArraysExt
   3174.4 ms  ✓ Adapt → AdaptSparseArraysExt
   3492.7 ms  ✓ Statistics → SparseArraysExt
   3292.3 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   3203.4 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   6697.6 ms  ✓ MKL_jll
   4795.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   4700.2 ms  ✓ Distances → DistancesSparseArraysExt
   4419.5 ms  ✓ FiniteDiff
  12216.6 ms  ✓ QuadGK
  19395.8 ms  ✓ StringManipulation
  19663.8 ms  ✓ FindFirstFunctions
   5793.8 ms  ✓ PDMats
  17129.9 ms  ✓ Accessors
   2110.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   2288.9 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
  12719.1 ms  ✓ SpecialFunctions
   1805.7 ms  ✓ Accessors → LinearAlgebraExt
   2205.6 ms  ✓ FillArrays → FillArraysPDMatsExt
   9516.8 ms  ✓ RespecializeParams
   3082.4 ms  ✓ DiffRules
   3403.1 ms  ✓ StochasticDiffEqLevyArea
   3536.6 ms  ✓ BangBang
   2683.8 ms  ✓ BangBang → BangBangTablesExt
  21823.3 ms  ✓ Test
   8894.5 ms  ✓ NLSolversBase
  15294.2 ms  ✓ StatsBase
   3204.0 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   3378.2 ms  ✓ Accessors → TestExt
  10715.4 ms  ✓ SymbolicIndexingInterface
   2902.8 ms  ✓ PDMats → StatsBaseExt
   6707.4 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
  14799.7 ms  ✓ StatsFuns
  10394.6 ms  ✓ OhMyThreads
  14423.6 ms  ✓ SciMLOperators
  39221.6 ms  ✓ StaticArrays
   2097.7 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
   2300.8 ms  ✓ OhMyThreads → ProgressMeterExt
   3398.3 ms  ✓ OhMyThreads → MarkdownExt
  10872.2 ms  ✓ LineSearches
   3696.9 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   3198.0 ms  ✓ ResettableStacks
   3195.6 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   3896.7 ms  ✓ FillArrays → FillArraysStaticArraysExt
   3279.0 ms  ✓ VectorInterface → VectorInterfaceStaticArraysExt
  19392.5 ms  ✓ Roots
   3372.9 ms  ✓ Adapt → AdaptStaticArraysExt
   3288.5 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   2813.4 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   3200.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   3394.4 ms  ✓ Accessors → StaticArraysExt
   4290.3 ms  ✓ BangBang → BangBangStaticArraysExt
  10104.3 ms  ✓ BijectiveHilbert
  24715.9 ms  ✓ ForwardDiff
   2107.0 ms  ✓ FastPower → FastPowerForwardDiffExt
   2517.3 ms  ✓ Roots → RootsForwardDiffExt
   3001.9 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
  35596.0 ms  ✓ FFTW
  15003.8 ms  ✓ ArnoldiMethod
   4005.6 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
   5813.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
  22081.0 ms  ✓ RecursiveArrayTools
  14415.9 ms  ✓ Optim
   2327.2 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   2411.2 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
   2404.6 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsTablesExt
   2486.1 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
  16160.0 ms  ✓ NearestNeighbors
   2797.1 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
  17005.9 ms  ✓ Distributions
   1451.7 ms  ✓ Neighborhood
   2870.8 ms  ✓ Clustering
   2373.9 ms  ✓ Distributions → DistributionsTestExt
   3016.9 ms  ✓ StateSpaceSets
  10699.5 ms  ✓ Graphs
   6807.7 ms  ✓ BlackBoxOptim
   3374.4 ms  ✓ DelayEmbeddings
  56045.9 ms  ✓ Polynomials
    983.9 ms  ✓ Polynomials → PolynomialsFFTWExt
   1054.6 ms  ✓ Polynomials → PolynomialsRecipesBaseExt
  13368.1 ms  ✓ SciMLBase
   1053.9 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   1424.6 ms  ✓ SciMLBase → SciMLBaseStaticArraysExt
   1685.7 ms  ✓ SciMLBase → SciMLBaseDistributionsExt
   2400.1 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   2892.1 ms  ✓ DSP
   4993.0 ms  ✓ SciMLJacobianOperators
   5996.2 ms  ✓ Wavelets
  80307.0 ms  ✓ REPL
   7897.5 ms  ✓ ComplexityMeasures
  11217.7 ms  ✓ LineSearch
    847.3 ms  ✓ LineSearch → LineSearchLineSearchesExt
   4415.8 ms  ✓ Pkg → REPLExt
  17388.6 ms  ✓ PrettyTables
    653.6 ms  ✓ SymbolicIndexingInterface → SymbolicIndexingInterfacePrettyTablesExt
   4038.0 ms  ✓ TimerOutputs
   6665.0 ms  ✓ NonlinearSolveBase
    902.4 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   1111.5 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   2500.1 ms  ✓ BracketingNonlinearSolve
   1045.5 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   4616.8 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   4411.2 ms  ✓ DiffEqBase
   1222.4 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   4287.5 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   8202.6 ms  ✓ SimpleNonlinearSolve
   4934.9 ms  ✓ DiffEqNoiseProcess
   6231.9 ms  ✓ OrdinaryDiffEqCore
   6707.4 ms  ✓ DiffEqCallbacks
   1287.9 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreSparseArraysExt
   1581.6 ms  ✓ DiffEqNoiseProcess → DiffEqNoiseProcessOptimExt
   3172.8 ms  ✓ JumpProcesses
   1257.1 ms  ✓ JumpProcesses → JumpProcessesOrdinaryDiffEqCoreExt
   3211.1 ms  ✓ StochasticDiffEqCore
  10783.4 ms  ✓ OrdinaryDiffEqTsit5
   3400.8 ms  ✓ StochasticDiffEqHighOrder
   3081.1 ms  ✓ DynamicalSystemsBase
   4569.6 ms  ✓ Attractors
  230 dependencies successfully precompiled in 177 seconds. 26 already precompiled.
  24 dependencies precompiled but different versions are currently loaded (ArgTools, Base64, Dates, Downloads, JuliaSyntaxHighlighting, LibCURL, LibCURL_jll, LibGit2, LibGit2_jll, LibSSH2_jll, Logging, Markdown, MozillaCACerts_jll, NetworkOptions, OpenSSL_jll, Pkg, Printf, StyledStrings, TOML, Tar, UUIDs, Zlib_jll, nghttp2_jll and p7zip_jll). Restart julia to access the new versions. Otherwise, 131 dependents of these packages may trigger further precompilation to work with the unexpected versions.
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +1.12.7 --project=A/Attractors/Multistability-Of-Discrete-Time-Systems -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 742.52
	System time (seconds): 54.98
	Percent of CPU this job got: 330%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 4:01.12
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2230104
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 990
	Minor (reclaiming a frame) page faults: 14657141
	Voluntary context switches: 38893
	Involuntary context switches: 66621
	Swaps: 0
	File system inputs: 0
	File system outputs: 1376272
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
