nice: cannot set niceness: Permission denied
Precompiling packages...
   1523.6 ms  ✓ nghttp2_jll
   3403.4 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   3577.4 ms  ✓ FillArrays → FillArraysStaticArraysExt
   3575.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   4516.7 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
  11409.8 ms  ✓ LineSearches
   3701.9 ms  ✓ Accessors → StaticArraysExt
   2694.8 ms  ✓ BitTwiddlingConvenienceFunctions
   2701.4 ms  ✓ FastBroadcast → FastBroadcastStaticExt
   2706.7 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
   3509.7 ms  ✓ BangBang → BangBangStaticArraysExt
   2921.0 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
  24795.5 ms  ✓ Roots
   3596.2 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   3687.9 ms  ✓ OhMyThreads → MarkdownExt
   6120.0 ms  ✓ CPUSummary
  23430.3 ms  ✓ ForwardDiff
   4696.6 ms  ✓ Roots → RootsForwardDiffExt
   5290.6 ms  ✓ FastPower → FastPowerForwardDiffExt
   6374.1 ms  ✓ PolyesterWeave
  48211.0 ms  ✓ Moshi
   6496.9 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   7715.4 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
  42808.6 ms  ✓ FFTW
  12718.0 ms  ✓ Optim
  15571.6 ms  ✓ StaticArrayInterface
   9537.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   1026.2 ms  ✓ CloseOpenIntervals
   1260.1 ms  ✓ LayoutPointers
   1555.6 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
  25312.1 ms  ✓ RecursiveArrayTools
  16437.8 ms  ✓ NearestNeighbors
   1886.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   2590.2 ms  ✓ StrideArraysCore
   1989.6 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
   2040.4 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   2200.4 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
  19745.1 ms  ✓ Distributions
   1613.8 ms  ✓ Neighborhood
   1174.6 ms  ✓ Polyester
    926.9 ms  ✓ FastBroadcast → FastBroadcastPolyesterExt
   2677.7 ms  ✓ Clustering
   1880.6 ms  ✓ Distributions → DistributionsTestExt
   1151.6 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastPolyesterExt
   2434.4 ms  ✓ StateSpaceSets
   5545.7 ms  ✓ BlackBoxOptim
   2668.5 ms  ✓ DelayEmbeddings
  55418.0 ms  ✓ Polynomials
    775.9 ms  ✓ Polynomials → PolynomialsFFTWExt
    781.8 ms  ✓ Polynomials → PolynomialsRecipesBaseExt
  13386.0 ms  ✓ SciMLBase
   2339.1 ms  ✓ DSP
    903.3 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   1257.8 ms  ✓ SciMLBase → SciMLBaseDistributionsExt
   2004.4 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   2735.1 ms  ✓ Wavelets
   3307.7 ms  ✓ SciMLJacobianOperators
   3191.8 ms  ✓ ComplexityMeasures
   6260.4 ms  ✓ NonlinearSolveBase
   1085.3 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   3219.8 ms  ✓ BracketingNonlinearSolve
   4736.2 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   1531.4 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   3238.2 ms  ✓ DiffEqBase
   1063.6 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   3349.3 ms  ✓ OrdinaryDiffEqCore
   3391.7 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   1185.6 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreSparseArraysExt
   5607.7 ms  ✓ OrdinaryDiffEqTsit5
   2673.2 ms  ✓ DynamicalSystemsBase
   3580.9 ms  ✓ Attractors
  214 dependencies successfully precompiled in 135 seconds. 26 already precompiled.
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +1.12.6 --project=A/Attractors/Multistability-Of-Discrete-Time-Systems -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 601.54
	System time (seconds): 49.57
	Percent of CPU this job got: 327%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 3:18.93
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2193592
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 734
	Minor (reclaiming a frame) page faults: 12709951
	Voluntary context switches: 35234
	Involuntary context switches: 66906
	Swaps: 0
	File system inputs: 0
	File system outputs: 1102888
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
