nice: cannot set niceness: Permission denied
Precompiling packages...
   1729.1 ms  ✓ nghttp2_jll
   4380.3 ms  ✓ FFTW_jll
   4595.1 ms  ✓ OpenSpecFun_jll
   2311.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   7108.6 ms  ✓ oneTBB_jll
   8808.7 ms  ✓ RecipesBase
  10698.8 ms  ✓ ArrayInterface
   3385.6 ms  ✓ SortingAlgorithms
   8197.3 ms  ✓ IntelOpenMP_jll
   7907.1 ms  ✓ Setfield
   4608.2 ms  ✓ ProgressMeter
   4296.8 ms  ✓ Rmath
   2288.7 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   2898.6 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   3497.2 ms  ✓ MaybeInplace
   3689.1 ms  ✓ FastBroadcast
  24919.1 ms  ✓ SparseArrays
   3502.7 ms  ✓ FiniteDiff
  10515.2 ms  ✓ QuadGK
   3080.0 ms  ✓ SuiteSparse
   3196.6 ms  ✓ Statistics → SparseArraysExt
   3296.2 ms  ✓ Adapt → AdaptSparseArraysExt
   6904.5 ms  ✓ PreallocationTools
   6518.5 ms  ✓ MKL_jll
   4077.8 ms  ✓ FillArrays → FillArraysSparseArraysExt
   3394.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   9194.7 ms  ✓ SciMLStructures
   3104.1 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   3291.6 ms  ✓ Distances → DistancesSparseArraysExt
  17313.5 ms  ✓ Accessors
  12395.5 ms  ✓ FunctionWrappersWrappers
   3288.3 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   2990.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   3708.2 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
  12621.9 ms  ✓ SpecialFunctions
   3910.8 ms  ✓ PDMats
   2005.2 ms  ✓ Accessors → LinearAlgebraExt
   3122.5 ms  ✓ DiffRules
   2897.8 ms  ✓ FillArrays → FillArraysPDMatsExt
   4395.5 ms  ✓ BangBang
  23379.7 ms  ✓ Test
   6147.7 ms  ✓ HypergeometricFunctions
   9697.8 ms  ✓ NLSolversBase
   4103.7 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   5010.0 ms  ✓ Accessors → TestExt
   7515.4 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
  13988.1 ms  ✓ SciMLOperators
  15699.6 ms  ✓ SymbolicIndexingInterface
   3588.9 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
  20808.7 ms  ✓ StatsBase
   4612.7 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
  41009.2 ms  ✓ StaticArrays
  15835.8 ms  ✓ StatsFuns
  17199.5 ms  ✓ OhMyThreads
   4188.9 ms  ✓ PDMats → StatsBaseExt
   3387.6 ms  ✓ StaticArrays → StaticArraysStatisticsExt
  43988.8 ms  ✓ Static
   3462.1 ms  ✓ FillArrays → FillArraysStaticArraysExt
   3905.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
  22791.1 ms  ✓ Roots
   4187.0 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   4294.3 ms  ✓ Adapt → AdaptStaticArraysExt
  16071.4 ms  ✓ LineSearches
   3405.0 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   3590.5 ms  ✓ Accessors → StaticArraysExt
   3205.3 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
   2510.7 ms  ✓ BitTwiddlingConvenienceFunctions
   3711.8 ms  ✓ BangBang → BangBangStaticArraysExt
   4004.4 ms  ✓ OhMyThreads → MarkdownExt
   2728.0 ms  ✓ FastBroadcast → FastBroadcastStaticExt
   6708.0 ms  ✓ CPUSummary
  45303.6 ms  ✓ Moshi
   3394.7 ms  ✓ PolyesterWeave
  30606.9 ms  ✓ ForwardDiff
   3086.4 ms  ✓ FastPower → FastPowerForwardDiffExt
   3001.6 ms  ✓ Roots → RootsForwardDiffExt
   3711.8 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
  39215.7 ms  ✓ FFTW
  12183.7 ms  ✓ Optim
  14326.7 ms  ✓ StaticArrayInterface
   4609.2 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
   1471.2 ms  ✓ CloseOpenIntervals
   2052.6 ms  ✓ LayoutPointers
   2156.9 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
  17111.6 ms  ✓ NearestNeighbors
   7083.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
  24730.5 ms  ✓ RecursiveArrayTools
   2126.8 ms  ✓ StrideArraysCore
   1245.9 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   1282.6 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
  19602.3 ms  ✓ Distributions
   1358.6 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   2300.9 ms  ✓ Neighborhood
   1749.3 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
   1289.4 ms  ✓ Polyester
   3319.9 ms  ✓ Clustering
   1861.2 ms  ✓ Distributions → DistributionsTestExt
    876.9 ms  ✓ FastBroadcast → FastBroadcastPolyesterExt
   2607.3 ms  ✓ StateSpaceSets
   1121.2 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastPolyesterExt
   2549.6 ms  ✓ DelayEmbeddings
   5717.3 ms  ✓ BlackBoxOptim
  56960.1 ms  ✓ Polynomials
    811.7 ms  ✓ Polynomials → PolynomialsFFTWExt
    814.2 ms  ✓ Polynomials → PolynomialsRecipesBaseExt
  12841.1 ms  ✓ SciMLBase
   2386.6 ms  ✓ DSP
    917.7 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   1284.7 ms  ✓ SciMLBase → SciMLBaseDistributionsExt
   1943.7 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   2725.7 ms  ✓ Wavelets
   3332.5 ms  ✓ SciMLJacobianOperators
   3227.2 ms  ✓ ComplexityMeasures
   6131.8 ms  ✓ NonlinearSolveBase
   1120.3 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   3355.2 ms  ✓ BracketingNonlinearSolve
   4974.0 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   1693.1 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   3338.4 ms  ✓ DiffEqBase
   1122.2 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   3433.9 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   3493.4 ms  ✓ OrdinaryDiffEqCore
   1246.5 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreSparseArraysExt
   5745.2 ms  ✓ OrdinaryDiffEqTsit5
   2782.1 ms  ✓ DynamicalSystemsBase
   3627.0 ms  ✓ Attractors
  215 dependencies successfully precompiled in 137 seconds. 26 already precompiled.
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +1.12.6 --project=A/Attractors/Multistability-Of-Discrete-Time-Systems -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 609.77
	System time (seconds): 50.35
	Percent of CPU this job got: 327%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 3:21.38
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2197276
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 675
	Minor (reclaiming a frame) page faults: 12733210
	Voluntary context switches: 34784
	Involuntary context switches: 63053
	Swaps: 0
	File system inputs: 0
	File system outputs: 1104472
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
