nice: cannot set niceness: Permission denied
Precompiling packages...
   1664.2 ms  ✓ nghttp2_jll
   3623.8 ms  ✓ FillArrays → FillArraysSparseArraysExt
   3709.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
  10688.8 ms  ✓ QuadGK
   3373.7 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   2897.5 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
  16006.5 ms  ✓ Accessors
  11798.1 ms  ✓ FunctionWrappersWrappers
   2711.7 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
  12497.1 ms  ✓ SpecialFunctions
   4098.1 ms  ✓ PDMats
   2896.3 ms  ✓ Accessors → LinearAlgebraExt
  22013.0 ms  ✓ Test
   3417.0 ms  ✓ DiffRules
   3787.0 ms  ✓ FillArrays → FillArraysPDMatsExt
   5410.3 ms  ✓ HypergeometricFunctions
   9204.4 ms  ✓ NLSolversBase
   3995.4 ms  ✓ BangBang
   3772.6 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   3703.6 ms  ✓ Accessors → TestExt
   7683.7 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
  16493.7 ms  ✓ StatsBase
   9275.0 ms  ✓ LineSearches
  13992.1 ms  ✓ SciMLOperators
  14691.5 ms  ✓ SymbolicIndexingInterface
  11623.3 ms  ✓ OhMyThreads
   5284.4 ms  ✓ PDMats → StatsBaseExt
   2996.1 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
  14217.4 ms  ✓ StatsFuns
   3912.5 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   3772.0 ms  ✓ OhMyThreads → MarkdownExt
   2597.2 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
  20825.8 ms  ✓ Roots
  41513.9 ms  ✓ StaticArrays
  42684.7 ms  ✓ Static
   3330.5 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   3600.0 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   3889.2 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   4180.7 ms  ✓ BangBang → BangBangStaticArraysExt
   4493.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   3090.4 ms  ✓ BitTwiddlingConvenienceFunctions
   4599.3 ms  ✓ Adapt → AdaptStaticArraysExt
   4610.3 ms  ✓ Accessors → StaticArraysExt
   4773.3 ms  ✓ FillArrays → FillArraysStaticArraysExt
  13597.4 ms  ✓ Optim
   3691.1 ms  ✓ FastBroadcast → FastBroadcastStaticExt
   5766.1 ms  ✓ CPUSummary
  27905.8 ms  ✓ ForwardDiff
   2808.4 ms  ✓ FastPower → FastPowerForwardDiffExt
  47419.0 ms  ✓ Moshi
   3908.6 ms  ✓ PolyesterWeave
   3185.9 ms  ✓ Roots → RootsForwardDiffExt
  39099.5 ms  ✓ FFTW
   3433.6 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   3919.6 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
  21226.6 ms  ✓ RecursiveArrayTools
  18716.5 ms  ✓ Distributions
   5602.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   1587.4 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
   1588.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   1986.3 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   2199.5 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
  14331.3 ms  ✓ StaticArrayInterface
  14653.4 ms  ✓ NearestNeighbors
   3986.9 ms  ✓ Distributions → DistributionsTestExt
   1433.0 ms  ✓ CloseOpenIntervals
   1606.0 ms  ✓ LayoutPointers
   1682.9 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
   1406.1 ms  ✓ Neighborhood
   1047.8 ms  ✓ StrideArraysCore
   2291.4 ms  ✓ Clustering
    841.8 ms  ✓ Polyester
    610.2 ms  ✓ FastBroadcast → FastBroadcastPolyesterExt
   2282.5 ms  ✓ StateSpaceSets
   1074.7 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastPolyesterExt
   8565.0 ms  ✓ BlackBoxOptim
   2757.1 ms  ✓ DelayEmbeddings
  56118.9 ms  ✓ Polynomials
    752.7 ms  ✓ Polynomials → PolynomialsFFTWExt
    784.8 ms  ✓ Polynomials → PolynomialsRecipesBaseExt
  15041.4 ms  ✓ SciMLBase
    924.6 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   2443.5 ms  ✓ DSP
   1266.9 ms  ✓ SciMLBase → SciMLBaseDistributionsExt
   1959.0 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   2672.2 ms  ✓ Wavelets
   3299.9 ms  ✓ SciMLJacobianOperators
   3101.4 ms  ✓ ComplexityMeasures
   6092.3 ms  ✓ NonlinearSolveBase
   1094.4 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   3200.7 ms  ✓ BracketingNonlinearSolve
   4629.4 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   1576.8 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   3191.5 ms  ✓ DiffEqBase
   1082.8 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   3335.0 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   3380.3 ms  ✓ OrdinaryDiffEqCore
   1189.9 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreSparseArraysExt
   5624.3 ms  ✓ OrdinaryDiffEqTsit5
   2680.1 ms  ✓ DynamicalSystemsBase
   3579.4 ms  ✓ Attractors
  211 dependencies successfully precompiled in 134 seconds. 26 already precompiled.
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +1.12.6 --project=A/Attractors/Multistability-Of-Discrete-Time-Systems -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 598.22
	System time (seconds): 49.39
	Percent of CPU this job got: 327%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 3:17.85
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2190496
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 842
	Minor (reclaiming a frame) page faults: 12605745
	Voluntary context switches: 35705
	Involuntary context switches: 68542
	Swaps: 0
	File system inputs: 0
	File system outputs: 1092792
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
