nice: cannot set niceness: Permission denied
Precompiling packages...
   1950.6 ms  ✓ IndirectArrays
   2622.3 ms  ✓ JLLWrappers
   2003.6 ms  ✓ PrecompileTools
   7269.2 ms  ✓ AdaptivePredicates
   2007.0 ms  ✓ Ratios
   2026.0 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   1989.4 ms  ✓ IntervalSets → IntervalSetsRandomExt
   1614.5 ms  ✓ RelocatableFolders
   1903.9 ms  ✓ Missings
   1992.0 ms  ✓ AliasTables
   2805.3 ms  ✓ ComputePipeline
   1917.4 ms  ✓ Compat → CompatLinearAlgebraExt
   1809.3 ms  ✓ StackViews
   2274.8 ms  ✓ OffsetArrays → OffsetArraysAdaptExt
   2685.5 ms  ✓ SharedArrays
   2092.3 ms  ✓ StructUtils → StructUtilsStaticArraysCoreExt
   2094.7 ms  ✓ OpenSSL_jll
   3199.1 ms  ✓ ProgressMeter
   2974.9 ms  ✓ LogExpFunctions
   2218.7 ms  ✓ Graphite2_jll
   2192.6 ms  ✓ LLVMOpenMP_jll
   2417.3 ms  ✓ CoreMath_jll
   2307.7 ms  ✓ Libmount_jll
   2409.5 ms  ✓ Bzip2_jll
   3519.9 ms  ✓ SimpleTraits
   7208.4 ms  ✓ DataStructures
   2693.9 ms  ✓ Xorg_libpciaccess_jll
   2228.2 ms  ✓ Xorg_libXau_jll
   2387.7 ms  ✓ Rmath_jll
   2303.5 ms  ✓ libpng_jll
   2371.1 ms  ✓ Imath_jll
   5079.8 ms  ✓ Tables
   2416.8 ms  ✓ libfdk_aac_jll
   2230.1 ms  ✓ CoreMath
   2494.3 ms  ✓ LAME_jll
   2592.5 ms  ✓ Giflib_jll
   2389.0 ms  ✓ EarCut_jll
   2683.2 ms  ✓ CRlibm_jll
   2699.0 ms  ✓ XZ_jll
   2277.2 ms  ✓ Ogg_jll
   2791.9 ms  ✓ JpegTurbo_jll
   2491.3 ms  ✓ Xorg_libXdmcp_jll
   2793.4 ms  ✓ x265_jll
   2689.5 ms  ✓ Zstd_jll
   2797.0 ms  ✓ x264_jll
   2800.5 ms  ✓ Expat_jll
   2598.6 ms  ✓ Xorg_xtrans_jll
   2687.5 ms  ✓ Opus_jll
   2319.8 ms  ✓ Libiconv_jll
   3300.7 ms  ✓ libaom_jll
   2617.8 ms  ✓ Libffi_jll
   2586.9 ms  ✓ Libuuid_jll
   2405.5 ms  ✓ OpenBLASConsistentFPCSR_jll
  14205.6 ms  ✓ SparseArrays
  12021.5 ms  ✓ FileIO
   2991.8 ms  ✓ isoband_jll
   2988.0 ms  ✓ FriBidi_jll
   2408.1 ms  ✓ CommonSolve
   2719.0 ms  ✓ OpenSpecFun_jll
   4009.6 ms  ✓ MuladdMacro
   1998.9 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2212.1 ms  ✓ MosaicViews
   2119.2 ms  ✓ LERC_jll
   3490.7 ms  ✓ AxisArrays
   3119.4 ms  ✓ FilePathsBase
   2901.8 ms  ✓ Pixman_jll
   2607.4 ms  ✓ FreeType2_jll
   4112.7 ms  ✓ Gamma
   2488.0 ms  ✓ SortingAlgorithms
   2399.2 ms  ✓ libdrm_jll
   1890.2 ms  ✓ StructUtils → StructUtilsTablesExt
   2507.3 ms  ✓ OpenEXR_jll
   5510.7 ms  ✓ ChainRulesCore
   3169.1 ms  ✓ Rmath
   2772.9 ms  ✓ CRlibm
   4122.3 ms  ✓ QuadGK
   3802.6 ms  ✓ StructArrays
   2690.2 ms  ✓ libsixel_jll
   3304.0 ms  ✓ libvorbis_jll
   2493.0 ms  ✓ SuiteSparse
   9588.1 ms  ✓ Accessors
   3098.0 ms  ✓ GettextRuntime_jll
   3696.5 ms  ✓ CodecZstd
   2709.8 ms  ✓ WoodburyMatrices
   1823.4 ms  ✓ Isoband
   3203.0 ms  ✓ Statistics
   3293.1 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2987.5 ms  ✓ Adapt → AdaptSparseArraysExt
   2005.5 ms  ✓ FilePathsBase → FilePathsBaseMmapExt
   2305.8 ms  ✓ Libtiff_jll
   6781.8 ms  ✓ Xorg_libxcb_jll
   2721.5 ms  ✓ Fontconfig_jll
   2201.3 ms  ✓ AbstractFFTs → AbstractFFTsChainRulesCoreExt
   2627.6 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   3423.1 ms  ✓ FreeType
   4416.0 ms  ✓ FFTA
   2098.4 ms  ✓ StructArrays → StructArraysAdaptExt
   4602.7 ms  ✓ HypergeometricFunctions
   2271.5 ms  ✓ StructArrays → StructArraysLinearAlgebraExt
   2521.0 ms  ✓ StructArrays → StructArraysSparseArraysExt
   2585.8 ms  ✓ Accessors → StructArraysExt
   2989.8 ms  ✓ Accessors → LinearAlgebraExt
   3405.6 ms  ✓ PDMats
   2520.1 ms  ✓ Glib_jll
   5517.7 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   3197.3 ms  ✓ Accessors → IntervalSetsExt
   2990.8 ms  ✓ AxisAlgorithms
   2685.0 ms  ✓ FillArrays → FillArraysStatisticsExt
   2487.9 ms  ✓ IntervalSets → IntervalSetsStatisticsExt
   2485.9 ms  ✓ FilePaths
  10078.7 ms  ✓ SpecialFunctions
   2491.2 ms  ✓ Xorg_libX11_jll
   8673.5 ms  ✓ IntervalArithmetic
   2708.0 ms  ✓ FillArrays → FillArraysPDMatsExt
   2480.0 ms  ✓ Xorg_libXrender_jll
   2580.6 ms  ✓ Xorg_libXfixes_jll
   6516.4 ms  ✓ SignedDistanceFields
   3005.2 ms  ✓ Xorg_libXext_jll
   3027.3 ms  ✓ IntervalArithmetic → IntervalArithmeticSparseArraysExt
   3393.9 ms  ✓ IntervalArithmetic → IntervalArithmeticIntervalSetsExt
   3123.1 ms  ✓ IntervalArithmetic → IntervalArithmeticIrrationalConstantsExt
   5624.7 ms  ✓ StatsFuns
   9391.2 ms  ✓ StatsBase
   7005.4 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   3298.2 ms  ✓ libva_jll
   4894.0 ms  ✓ Libglvnd_jll
  11804.6 ms  ✓ FixedPointNumbers
   5589.9 ms  ✓ IntervalArithmetic → IntervalArithmeticLinearAlgebraExt
   2774.8 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
   5597.9 ms  ✓ Cairo_jll
  28516.0 ms  ✓ Parsers
   2721.0 ms  ✓ PDMats → StatsBaseExt
  29224.8 ms  ✓ StaticArrays
   2822.2 ms  ✓ libwebp_jll
   2807.4 ms  ✓ Ratios → RatiosFixedPointNumbersExt
   2978.8 ms  ✓ HarfBuzz_jll
   6020.4 ms  ✓ StatsFuns → StatsFunsChainRulesCoreExt
  14499.4 ms  ✓ Roots
   3600.7 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   3869.2 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   3896.9 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   4324.2 ms  ✓ Adapt → AdaptStaticArraysExt
   3971.2 ms  ✓ Accessors → StaticArraysExt
   5284.1 ms  ✓ FillArrays → FillArraysStaticArraysExt
   3879.1 ms  ✓ libass_jll
  34990.2 ms  ✓ SIMD
   8087.8 ms  ✓ ColorTypes
   4096.5 ms  ✓ Pango_jll
   3713.1 ms  ✓ Roots → RootsChainRulesCoreExt
   6195.5 ms  ✓ StructArrays → StructArraysStaticArraysExt
   3722.8 ms  ✓ FFMPEG_jll
   3591.7 ms  ✓ QOI
  39928.1 ms  ✓ Automa
   6898.9 ms  ✓ Interpolations
  10601.7 ms  ✓ ExactPredicates
   6824.8 ms  ✓ ColorVectorSpace
   1106.5 ms  ✓ ColorVectorSpace → SpecialFunctionsExt
   9799.9 ms  ✓ Colors
  13623.4 ms  ✓ Distributions
   3304.2 ms  ✓ Graphics
   3789.6 ms  ✓ Animations
   4269.7 ms  ✓ OpenEXR
   4681.3 ms  ✓ Distributions → DistributionsChainRulesCoreExt
   9723.6 ms  ✓ DelaunayTriangulation
  66118.2 ms  ✓ Unitful
   4294.6 ms  ✓ Cairo
   2289.7 ms  ✓ Unitful → NaNMathExt
   2393.1 ms  ✓ Unitful → InverseFunctionsUnitfulExt
   2466.0 ms  ✓ Unitful → PrintfExt
   2513.0 ms  ✓ Unitful → ConstructionBaseUnitfulExt
   2659.9 ms  ✓ Accessors → UnitfulExt
   2678.5 ms  ✓ Roots → RootsUnitfulExt
   4190.7 ms  ✓ Interpolations → InterpolationsUnitfulExt
   5157.6 ms  ✓ KernelDensity
  27461.4 ms  ✓ GeometryBasics
  12418.2 ms  ✓ ColorSchemes
   1527.5 ms  ✓ GeometryBasics → IntervalSetsExt
   1646.0 ms  ✓ Packing
   2369.1 ms  ✓ ShaderAbstractions
   3145.4 ms  ✓ FreeTypeAbstraction
   7035.0 ms  ✓ GridLayoutBase
  38439.5 ms  ✓ JSON
   7356.7 ms  ✓ MathTeXEngine
   1476.4 ms  ✓ ColorBrewer
  12008.1 ms  ✓ PlotUtils
  31682.9 ms  ✓ ImageCore
  41627.7 ms  ✓ TiffImages
   1453.5 ms  ✓ WebP
   1522.8 ms  ✓ Sixel
   1543.6 ms  ✓ JpegTurbo
   1785.8 ms  ✓ ImageBase
   2873.0 ms  ✓ PNGFiles
   1589.7 ms  ✓ ImageAxes
    932.9 ms  ✓ ImageMetadata
    960.7 ms  ✓ Netpbm
    377.8 ms  ✓ ImageIO
 101195.5 ms  ✓ Makie
  34156.0 ms  ✓ CairoMakie
  257 dependencies successfully precompiled in 241 seconds
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +lts --project=C/CairoMakie/Plot-A-Sine-Wave -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 633.25
	System time (seconds): 54.52
	Percent of CPU this job got: 283%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 4:02.32
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 4000532
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 717
	Minor (reclaiming a frame) page faults: 13379237
	Voluntary context switches: 307881
	Involuntary context switches: 195564
	Swaps: 0
	File system inputs: 1544
	File system outputs: 2691992
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
