nice: cannot set niceness: Permission denied
Precompiling packages...
   2050.8 ms  ✓ IndirectArrays
   3088.3 ms  ✓ MappedArrays
   9586.7 ms  ✓ MacroTools
   2589.7 ms  ✓ TableTraits
   2601.9 ms  ✓ NaNMath
   2985.2 ms  ✓ Primes
   5904.1 ms  ✓ AdaptivePredicates
   1989.1 ms  ✓ RelocatableFolders
   2708.2 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   3199.1 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2289.2 ms  ✓ Compat → CompatLinearAlgebraExt
   3024.9 ms  ✓ ConstructionBase → ConstructionBaseIntervalSetsExt
  13344.9 ms  ✓ BaseDirs
   2200.9 ms  ✓ PrecompileTools
   1818.7 ms  ✓ Ratios
   1993.7 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   1795.7 ms  ✓ IntervalSets → IntervalSetsRandomExt
   2193.5 ms  ✓ AliasTables
   3314.7 ms  ✓ ComputePipeline
   2016.0 ms  ✓ OffsetArrays → OffsetArraysAdaptExt
   2196.2 ms  ✓ StackViews
   2579.9 ms  ✓ SharedArrays
   1880.1 ms  ✓ Missings
   2374.7 ms  ✓ PaddedViews
   2290.8 ms  ✓ JLLWrappers
   3401.4 ms  ✓ ProgressMeter
   2105.5 ms  ✓ StructUtils → StructUtilsStaticArraysCoreExt
   2708.7 ms  ✓ LogExpFunctions
   2219.0 ms  ✓ CommonSolve
   3297.9 ms  ✓ SimpleTraits
   7503.8 ms  ✓ DataStructures
   3485.7 ms  ✓ FilePathsBase
   3392.9 ms  ✓ MuladdMacro
   4801.3 ms  ✓ Tables
   3188.8 ms  ✓ AxisArrays
   2193.1 ms  ✓ MosaicViews
   2591.9 ms  ✓ OpenSSL_jll
   1807.6 ms  ✓ FilePathsBase → FilePathsBaseMmapExt
   5220.1 ms  ✓ ChainRulesCore
   2193.1 ms  ✓ Graphite2_jll
   2517.3 ms  ✓ CoreMath_jll
   2909.4 ms  ✓ LLVMOpenMP_jll
   2701.6 ms  ✓ Bzip2_jll
   2808.2 ms  ✓ Xorg_libpciaccess_jll
   2482.9 ms  ✓ Xorg_libXau_jll
   2510.8 ms  ✓ Rmath_jll
   2522.3 ms  ✓ FilePaths
   2519.3 ms  ✓ Imath_jll
   2905.3 ms  ✓ libfdk_aac_jll
   2499.7 ms  ✓ Giflib_jll
  14895.3 ms  ✓ SparseArrays
  12996.4 ms  ✓ FileIO
   2595.7 ms  ✓ EarCut_jll
   9098.3 ms  ✓ Accessors
   2690.2 ms  ✓ CRlibm_jll
   3112.8 ms  ✓ LAME_jll
   2979.0 ms  ✓ LERC_jll
   2790.4 ms  ✓ XZ_jll
   3105.2 ms  ✓ Ogg_jll
   3896.0 ms  ✓ JpegTurbo_jll
   2584.5 ms  ✓ Xorg_libXdmcp_jll
   2501.5 ms  ✓ x265_jll
   2512.7 ms  ✓ x264_jll
   2303.5 ms  ✓ libaom_jll
   2219.5 ms  ✓ Xorg_xtrans_jll
   2501.3 ms  ✓ Zstd_jll
   2474.6 ms  ✓ Expat_jll
   2586.5 ms  ✓ Opus_jll
   2768.7 ms  ✓ Libiconv_jll
   2387.1 ms  ✓ isoband_jll
   2692.1 ms  ✓ Libffi_jll
   1991.1 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2523.4 ms  ✓ Libuuid_jll
   2285.0 ms  ✓ OpenBLASConsistentFPCSR_jll
   2397.3 ms  ✓ FriBidi_jll
   2420.2 ms  ✓ OpenSpecFun_jll
   2328.2 ms  ✓ SortingAlgorithms
   2225.2 ms  ✓ Libmount_jll
   2096.7 ms  ✓ StructUtils → StructUtilsTablesExt
   2211.7 ms  ✓ AbstractFFTs → AbstractFFTsChainRulesCoreExt
   4090.3 ms  ✓ QuadGK
   2377.0 ms  ✓ libpng_jll
   4292.6 ms  ✓ Gamma
   2231.3 ms  ✓ CoreMath
   2602.0 ms  ✓ Pixman_jll
   3497.7 ms  ✓ StructArrays
   4215.1 ms  ✓ FFTA
   2407.9 ms  ✓ FreeType2_jll
   2411.1 ms  ✓ libdrm_jll
   2498.9 ms  ✓ SuiteSparse
   2512.3 ms  ✓ OpenEXR_jll
   3296.2 ms  ✓ Rmath
   3087.5 ms  ✓ WoodburyMatrices
   3303.3 ms  ✓ Statistics
   2807.3 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2501.5 ms  ✓ Adapt → AdaptSparseArraysExt
   2306.2 ms  ✓ Accessors → LinearAlgebraExt
   6086.1 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   2986.0 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   2495.3 ms  ✓ Accessors → IntervalSetsExt
   2714.9 ms  ✓ libvorbis_jll
   2808.4 ms  ✓ CRlibm
   2092.5 ms  ✓ Isoband
   2401.6 ms  ✓ Libtiff_jll
   2295.2 ms  ✓ libsixel_jll
   2680.3 ms  ✓ GettextRuntime_jll
   2410.6 ms  ✓ StructArrays → StructArraysAdaptExt
   3681.5 ms  ✓ CodecZstd
   3153.1 ms  ✓ StructArrays → StructArraysSparseArraysExt
   2794.0 ms  ✓ Accessors → StructArraysExt
   3501.4 ms  ✓ StructArrays → StructArraysLinearAlgebraExt
   3198.8 ms  ✓ Fontconfig_jll
   2893.1 ms  ✓ AxisAlgorithms
   5506.1 ms  ✓ HypergeometricFunctions
   3806.6 ms  ✓ PDMats
   2895.4 ms  ✓ IntervalSets → IntervalSetsStatisticsExt
   3506.0 ms  ✓ FillArrays → FillArraysStatisticsExt
   6399.8 ms  ✓ FreeType
  29544.8 ms  ✓ StaticArrays
  29327.5 ms  ✓ Parsers
   4004.3 ms  ✓ Glib_jll
  10805.2 ms  ✓ Xorg_libxcb_jll
   3200.2 ms  ✓ FillArrays → FillArraysPDMatsExt
   9023.4 ms  ✓ SignedDistanceFields
   3207.5 ms  ✓ FillArrays → FillArraysStaticArraysExt
   3001.9 ms  ✓ Adapt → AdaptStaticArraysExt
  33090.2 ms  ✓ SIMD
   4480.3 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   5006.4 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   5223.7 ms  ✓ StaticArrays → StaticArraysStatisticsExt
  15188.3 ms  ✓ SpecialFunctions
   4098.8 ms  ✓ Accessors → StaticArraysExt
   9995.5 ms  ✓ StatsBase
   3498.8 ms  ✓ StructArrays → StructArraysStaticArraysExt
   2980.7 ms  ✓ Xorg_libX11_jll
  11001.5 ms  ✓ IntervalArithmetic
  13819.0 ms  ✓ FixedPointNumbers
   3694.5 ms  ✓ Xorg_libXfixes_jll
   3285.2 ms  ✓ IntervalArithmetic → IntervalArithmeticIntervalSetsExt
   4201.8 ms  ✓ Xorg_libXext_jll
   3912.6 ms  ✓ IntervalArithmetic → IntervalArithmeticIrrationalConstantsExt
   5110.2 ms  ✓ Xorg_libXrender_jll
  15606.2 ms  ✓ Roots
   4492.1 ms  ✓ IntervalArithmetic → IntervalArithmeticSparseArraysExt
   5996.8 ms  ✓ PDMats → StatsBaseExt
   3322.5 ms  ✓ IntervalArithmetic → IntervalArithmeticLinearAlgebraExt
   7190.6 ms  ✓ StatsFuns
   7388.4 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
  42615.1 ms  ✓ Automa
   2690.4 ms  ✓ Ratios → RatiosFixedPointNumbersExt
   2619.6 ms  ✓ Libglvnd_jll
   2115.7 ms  ✓ libva_jll
   2004.7 ms  ✓ Cairo_jll
   1998.5 ms  ✓ Roots → RootsChainRulesCoreExt
  10034.9 ms  ✓ Interpolations
   1419.4 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
   1126.3 ms  ✓ HarfBuzz_jll
   1500.3 ms  ✓ libwebp_jll
   4820.2 ms  ✓ ColorTypes
   3310.7 ms  ✓ StatsFuns → StatsFunsChainRulesCoreExt
   1562.3 ms  ✓ libass_jll
   1632.2 ms  ✓ Pango_jll
   2115.4 ms  ✓ QOI
   1608.7 ms  ✓ FFMPEG_jll
   6986.0 ms  ✓ ExactPredicates
   4894.3 ms  ✓ ColorVectorSpace
   1182.6 ms  ✓ ColorVectorSpace → SpecialFunctionsExt
  10653.3 ms  ✓ Colors
  12602.9 ms  ✓ Distributions
  64207.4 ms  ✓ Unitful
   3020.9 ms  ✓ Graphics
   3405.9 ms  ✓ Animations
   3001.0 ms  ✓ Unitful → NaNMathExt
   3183.5 ms  ✓ Unitful → PrintfExt
   4314.4 ms  ✓ OpenEXR
   3382.0 ms  ✓ Roots → RootsUnitfulExt
   3756.9 ms  ✓ Unitful → InverseFunctionsUnitfulExt
   3895.1 ms  ✓ Accessors → UnitfulExt
  11989.7 ms  ✓ DelaunayTriangulation
   4193.2 ms  ✓ Unitful → ConstructionBaseUnitfulExt
   5374.6 ms  ✓ Distributions → DistributionsChainRulesCoreExt
  31892.4 ms  ✓ GeometryBasics
   4600.5 ms  ✓ Interpolations → InterpolationsUnitfulExt
   5016.4 ms  ✓ Cairo
   2117.2 ms  ✓ GeometryBasics → IntervalSetsExt
   2482.6 ms  ✓ Packing
   3199.9 ms  ✓ ShaderAbstractions
   3630.3 ms  ✓ KernelDensity
  10168.1 ms  ✓ ColorSchemes
   4124.8 ms  ✓ FreeTypeAbstraction
   7917.1 ms  ✓ GridLayoutBase
  40109.0 ms  ✓ JSON
   1331.8 ms  ✓ ColorBrewer
   7623.9 ms  ✓ MathTeXEngine
  11469.5 ms  ✓ PlotUtils
  28894.6 ms  ✓ ImageCore
  39771.0 ms  ✓ TiffImages
   1447.9 ms  ✓ Sixel
   1487.1 ms  ✓ WebP
   1565.2 ms  ✓ JpegTurbo
   1826.6 ms  ✓ ImageBase
   2807.9 ms  ✓ PNGFiles
   1604.0 ms  ✓ ImageAxes
    935.6 ms  ✓ ImageMetadata
    940.4 ms  ✓ Netpbm
    380.8 ms  ✓ ImageIO
  98972.7 ms  ✓ Makie
  34383.1 ms  ✓ CairoMakie
  257 dependencies successfully precompiled in 240 seconds
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +lts --project=C/CairoMakie/Plot-A-Sine-Wave -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 634.13
	System time (seconds): 54.75
	Percent of CPU this job got: 285%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 4:01.07
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 4023632
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 818
	Minor (reclaiming a frame) page faults: 13478320
	Voluntary context switches: 313008
	Involuntary context switches: 197084
	Swaps: 0
	File system inputs: 72
	File system outputs: 2693728
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
