nice: cannot set niceness: Permission denied
Precompiling packages...
   2065.8 ms  ✓ IndirectArrays
   1717.7 ms  ✓ RelocatableFolders
   3371.6 ms  ✓ FilePathsBase
   2394.4 ms  ✓ OpenSSL_jll
   2177.0 ms  ✓ CoreMath_jll
   2315.3 ms  ✓ Libmount_jll
   3317.5 ms  ✓ AxisArrays
   2407.5 ms  ✓ Graphite2_jll
   2390.9 ms  ✓ LLVMOpenMP_jll
   2601.6 ms  ✓ Bzip2_jll
   6098.9 ms  ✓ ChainRulesCore
   2521.4 ms  ✓ Rmath_jll
   2691.3 ms  ✓ Xorg_libpciaccess_jll
   2567.2 ms  ✓ libpng_jll
   2488.4 ms  ✓ Imath_jll
   2778.2 ms  ✓ Xorg_libXau_jll
   2699.0 ms  ✓ libfdk_aac_jll
   2406.2 ms  ✓ LAME_jll
  12722.6 ms  ✓ FileIO
   2498.4 ms  ✓ LERC_jll
   2607.6 ms  ✓ EarCut_jll
   2289.4 ms  ✓ Ogg_jll
   3400.2 ms  ✓ Giflib_jll
  15214.2 ms  ✓ SparseArrays
   2722.5 ms  ✓ CRlibm_jll
   2794.7 ms  ✓ JpegTurbo_jll
   8379.5 ms  ✓ Accessors
   3228.1 ms  ✓ XZ_jll
   2410.0 ms  ✓ Xorg_libXdmcp_jll
   2569.8 ms  ✓ x265_jll
   2389.1 ms  ✓ x264_jll
   2204.0 ms  ✓ Xorg_xtrans_jll
   2499.0 ms  ✓ Zstd_jll
   2595.0 ms  ✓ libaom_jll
   2124.2 ms  ✓ Libffi_jll
   2520.9 ms  ✓ Expat_jll
   2487.7 ms  ✓ Opus_jll
   2512.1 ms  ✓ Libiconv_jll
   2507.7 ms  ✓ isoband_jll
   2379.0 ms  ✓ Libuuid_jll
   2317.0 ms  ✓ FriBidi_jll
   1909.6 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2489.2 ms  ✓ OpenBLASConsistentFPCSR_jll
   2199.1 ms  ✓ SortingAlgorithms
   2305.5 ms  ✓ OpenSpecFun_jll
   2101.9 ms  ✓ StructUtils → StructUtilsTablesExt
   1825.5 ms  ✓ FilePathsBase → FilePathsBaseMmapExt
   2085.6 ms  ✓ CoreMath
   3981.0 ms  ✓ QuadGK
   2202.5 ms  ✓ Pixman_jll
   3712.9 ms  ✓ StructArrays
   2323.1 ms  ✓ FreeType2_jll
   2273.4 ms  ✓ AbstractFFTs → AbstractFFTsChainRulesCoreExt
   4578.1 ms  ✓ Gamma
   3091.7 ms  ✓ Rmath
   4609.4 ms  ✓ FFTA
   2388.3 ms  ✓ libdrm_jll
   2610.5 ms  ✓ OpenEXR_jll
   2395.3 ms  ✓ SuiteSparse
   2814.7 ms  ✓ libvorbis_jll
   3075.3 ms  ✓ Statistics
   2627.3 ms  ✓ Adapt → AdaptSparseArraysExt
   2901.0 ms  ✓ WoodburyMatrices
   3007.1 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2610.0 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   2610.9 ms  ✓ CRlibm
   6008.1 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   2711.8 ms  ✓ libsixel_jll
   2604.6 ms  ✓ Accessors → LinearAlgebraExt
   2621.7 ms  ✓ Accessors → IntervalSetsExt
   1814.9 ms  ✓ Isoband
   2675.2 ms  ✓ Libtiff_jll
   2907.2 ms  ✓ GettextRuntime_jll
   2101.2 ms  ✓ StructArrays → StructArraysAdaptExt
   2503.4 ms  ✓ FilePaths
   3910.3 ms  ✓ CodecZstd
   2777.6 ms  ✓ StructArrays → StructArraysSparseArraysExt
   2496.8 ms  ✓ Accessors → StructArraysExt
   2681.9 ms  ✓ StructArrays → StructArraysLinearAlgebraExt
   3676.9 ms  ✓ FreeType
   3615.5 ms  ✓ Fontconfig_jll
   7382.8 ms  ✓ Xorg_libxcb_jll
   5593.4 ms  ✓ HypergeometricFunctions
   5093.2 ms  ✓ FillArrays → FillArraysStatisticsExt
   5377.7 ms  ✓ IntervalSets → IntervalSetsStatisticsExt
   6428.8 ms  ✓ SignedDistanceFields
   7298.8 ms  ✓ PDMats
  30707.6 ms  ✓ Parsers
   5202.0 ms  ✓ AxisAlgorithms
   2605.3 ms  ✓ Xorg_libX11_jll
   3409.4 ms  ✓ Glib_jll
  32120.3 ms  ✓ StaticArrays
   3519.5 ms  ✓ FillArrays → FillArraysPDMatsExt
   2806.7 ms  ✓ Xorg_libXext_jll
  14020.7 ms  ✓ SpecialFunctions
  34397.0 ms  ✓ SIMD
   3117.9 ms  ✓ FillArrays → FillArraysStaticArraysExt
   3692.7 ms  ✓ Xorg_libXrender_jll
   3795.1 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   4294.1 ms  ✓ Xorg_libXfixes_jll
  11619.6 ms  ✓ StatsBase
   4301.9 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   3987.7 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
  12102.9 ms  ✓ IntervalArithmetic
   3225.6 ms  ✓ Libglvnd_jll
   3779.1 ms  ✓ StructArrays → StructArraysStaticArraysExt
   3499.0 ms  ✓ Cairo_jll
  16191.3 ms  ✓ FixedPointNumbers
   5670.1 ms  ✓ Adapt → AdaptStaticArraysExt
   4573.7 ms  ✓ libva_jll
   5993.4 ms  ✓ Accessors → StaticArraysExt
   3202.1 ms  ✓ PDMats → StatsBaseExt
  41526.4 ms  ✓ Automa
   3192.4 ms  ✓ IntervalArithmetic → IntervalArithmeticIntervalSetsExt
   2918.3 ms  ✓ IntervalArithmetic → IntervalArithmeticIrrationalConstantsExt
  14924.9 ms  ✓ Roots
   3605.3 ms  ✓ IntervalArithmetic → IntervalArithmeticSparseArraysExt
   6288.1 ms  ✓ StatsFuns
   2300.8 ms  ✓ HarfBuzz_jll
   3008.2 ms  ✓ IntervalArithmetic → IntervalArithmeticLinearAlgebraExt
   2927.0 ms  ✓ libwebp_jll
   2300.8 ms  ✓ Ratios → RatiosFixedPointNumbersExt
   7797.1 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   1703.4 ms  ✓ Roots → RootsChainRulesCoreExt
   1595.2 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
   1605.7 ms  ✓ Pango_jll
   1621.8 ms  ✓ libass_jll
   2910.9 ms  ✓ StatsFuns → StatsFunsChainRulesCoreExt
   4626.6 ms  ✓ ColorTypes
   1487.0 ms  ✓ FFMPEG_jll
   5117.2 ms  ✓ Interpolations
   2291.0 ms  ✓ QOI
   6118.2 ms  ✓ ExactPredicates
   4584.3 ms  ✓ ColorVectorSpace
   2401.8 ms  ✓ ColorVectorSpace → SpecialFunctionsExt
  11594.9 ms  ✓ Distributions
  62587.3 ms  ✓ Unitful
  10568.0 ms  ✓ Colors
   3010.7 ms  ✓ Unitful → InverseFunctionsUnitfulExt
   3017.3 ms  ✓ Unitful → ConstructionBaseUnitfulExt
   3013.9 ms  ✓ Unitful → PrintfExt
   3311.4 ms  ✓ Accessors → UnitfulExt
   3219.9 ms  ✓ Graphics
   3297.1 ms  ✓ Animations
   3604.7 ms  ✓ Unitful → NaNMathExt
   3603.6 ms  ✓ Roots → RootsUnitfulExt
   3632.8 ms  ✓ OpenEXR
   4139.9 ms  ✓ Distributions → DistributionsChainRulesCoreExt
   4317.4 ms  ✓ Interpolations → InterpolationsUnitfulExt
  11589.8 ms  ✓ DelaunayTriangulation
   2700.3 ms  ✓ Cairo
   3469.3 ms  ✓ KernelDensity
  28418.2 ms  ✓ GeometryBasics
   1471.9 ms  ✓ GeometryBasics → IntervalSetsExt
   1904.1 ms  ✓ Packing
   2452.3 ms  ✓ ShaderAbstractions
   7201.9 ms  ✓ ColorSchemes
   3064.9 ms  ✓ FreeTypeAbstraction
   7196.8 ms  ✓ GridLayoutBase
  42464.7 ms  ✓ JSON
   7287.4 ms  ✓ MathTeXEngine
    913.6 ms  ✓ ColorBrewer
  11229.6 ms  ✓ PlotUtils
  37308.5 ms  ✓ TiffImages
  27494.3 ms  ✓ ImageCore
   1403.8 ms  ✓ Sixel
   1455.0 ms  ✓ WebP
   1524.5 ms  ✓ JpegTurbo
   1738.1 ms  ✓ ImageBase
   2903.3 ms  ✓ PNGFiles
   1653.4 ms  ✓ ImageAxes
    945.8 ms  ✓ ImageMetadata
    966.0 ms  ✓ Netpbm
    405.5 ms  ✓ ImageIO
  98150.2 ms  ✓ Makie
  34046.2 ms  ✓ CairoMakie
  257 dependencies successfully precompiled in 237 seconds
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +lts --project=C/CairoMakie/Plot-A-Sine-Wave -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 624.91
	System time (seconds): 54.83
	Percent of CPU this job got: 285%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 3:58.34
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 4050724
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 774
	Minor (reclaiming a frame) page faults: 13463578
	Voluntary context switches: 308031
	Involuntary context switches: 189858
	Swaps: 0
	File system inputs: 0
	File system outputs: 2691704
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
