nice: cannot set niceness: Permission denied
Precompiling packages...
   2023.1 ms  ✓ IndirectArrays
   1932.3 ms  ✓ CommonSolve
   2910.4 ms  ✓ FilePathsBase
   3491.5 ms  ✓ SimpleTraits
   3293.8 ms  ✓ MuladdMacro
   7298.3 ms  ✓ DataStructures
   4697.1 ms  ✓ Tables
   2497.4 ms  ✓ OpenSSL_jll
   2244.3 ms  ✓ CoreMath_jll
   5088.7 ms  ✓ ChainRulesCore
   3201.5 ms  ✓ AxisArrays
   2162.5 ms  ✓ Graphite2_jll
   2311.0 ms  ✓ Libmount_jll
   2498.6 ms  ✓ LLVMOpenMP_jll
   3202.3 ms  ✓ Bzip2_jll
   2316.0 ms  ✓ libfdk_aac_jll
   2897.0 ms  ✓ Rmath_jll
   2809.9 ms  ✓ Xorg_libXau_jll
  11401.4 ms  ✓ FileIO
   3211.9 ms  ✓ Xorg_libpciaccess_jll
   2487.1 ms  ✓ Imath_jll
  14096.1 ms  ✓ SparseArrays
   3402.0 ms  ✓ libpng_jll
   2899.1 ms  ✓ Giflib_jll
   2761.4 ms  ✓ LAME_jll
   2794.1 ms  ✓ LERC_jll
   2299.3 ms  ✓ Ogg_jll
   2692.2 ms  ✓ EarCut_jll
   2412.9 ms  ✓ JpegTurbo_jll
   2783.4 ms  ✓ CRlibm_jll
   8516.1 ms  ✓ Accessors
   2492.1 ms  ✓ Xorg_libXdmcp_jll
   2577.3 ms  ✓ x265_jll
   2206.7 ms  ✓ x264_jll
   3192.8 ms  ✓ XZ_jll
   2597.3 ms  ✓ libaom_jll
   2410.8 ms  ✓ Zstd_jll
   2400.0 ms  ✓ Expat_jll
   2475.2 ms  ✓ Xorg_xtrans_jll
   2495.6 ms  ✓ Opus_jll
   2375.8 ms  ✓ Libffi_jll
   2512.8 ms  ✓ Libiconv_jll
   2414.0 ms  ✓ isoband_jll
   2218.9 ms  ✓ Libuuid_jll
   2256.1 ms  ✓ FriBidi_jll
   2390.5 ms  ✓ OpenBLASConsistentFPCSR_jll
   2334.9 ms  ✓ OpenSpecFun_jll
   2144.2 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2111.0 ms  ✓ FilePathsBase → FilePathsBaseMmapExt
   2103.6 ms  ✓ StructUtils → StructUtilsTablesExt
   2122.3 ms  ✓ Isoband
   2404.1 ms  ✓ SortingAlgorithms
   2137.6 ms  ✓ CoreMath
   2409.3 ms  ✓ AbstractFFTs → AbstractFFTsChainRulesCoreExt
   2242.8 ms  ✓ Pixman_jll
   2212.8 ms  ✓ FreeType2_jll
   4186.5 ms  ✓ QuadGK
   4506.6 ms  ✓ Gamma
   4707.7 ms  ✓ FFTA
   2409.1 ms  ✓ OpenEXR_jll
   2517.4 ms  ✓ libdrm_jll
   2483.2 ms  ✓ SuiteSparse
   3274.5 ms  ✓ Rmath
   2999.1 ms  ✓ Statistics
   2614.1 ms  ✓ Adapt → AdaptSparseArraysExt
   2857.5 ms  ✓ WoodburyMatrices
   2711.8 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   2497.2 ms  ✓ libvorbis_jll
   5404.6 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   2979.5 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2495.5 ms  ✓ libsixel_jll
   2422.2 ms  ✓ Accessors → LinearAlgebraExt
   2594.2 ms  ✓ CRlibm
   2625.4 ms  ✓ Accessors → IntervalSetsExt
   2433.7 ms  ✓ Libtiff_jll
   2317.1 ms  ✓ FilePaths
   2784.4 ms  ✓ GettextRuntime_jll
   3128.2 ms  ✓ Fontconfig_jll
   3693.8 ms  ✓ CodecZstd
   3590.5 ms  ✓ StructArrays
   3704.6 ms  ✓ FreeType
   3883.4 ms  ✓ PDMats
   2604.5 ms  ✓ FillArrays → FillArraysStatisticsExt
   5565.2 ms  ✓ HypergeometricFunctions
   2709.8 ms  ✓ IntervalSets → IntervalSetsStatisticsExt
   7585.1 ms  ✓ Xorg_libxcb_jll
   5397.5 ms  ✓ AxisAlgorithms
   3330.1 ms  ✓ StructArrays → StructArraysAdaptExt
  29673.2 ms  ✓ Parsers
   3698.5 ms  ✓ StructArrays → StructArraysLinearAlgebraExt
   5366.7 ms  ✓ Glib_jll
   4478.9 ms  ✓ StructArrays → StructArraysSparseArraysExt
  30592.7 ms  ✓ StaticArrays
   8904.5 ms  ✓ SignedDistanceFields
   3001.3 ms  ✓ Accessors → StructArraysExt
  12022.1 ms  ✓ SpecialFunctions
   3269.5 ms  ✓ FillArrays → FillArraysPDMatsExt
   2498.7 ms  ✓ Xorg_libX11_jll
   9101.1 ms  ✓ StatsBase
   2807.7 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   3591.3 ms  ✓ FillArrays → FillArraysStaticArraysExt
   3260.9 ms  ✓ Adapt → AdaptStaticArraysExt
   4804.4 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   4127.5 ms  ✓ Accessors → StaticArraysExt
   5405.4 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
  12612.7 ms  ✓ IntervalArithmetic
   5498.5 ms  ✓ StructArrays → StructArraysStaticArraysExt
   4339.8 ms  ✓ Xorg_libXext_jll
  16693.4 ms  ✓ FixedPointNumbers
   3606.9 ms  ✓ Xorg_libXfixes_jll
   4908.0 ms  ✓ Xorg_libXrender_jll
  39691.7 ms  ✓ SIMD
  16666.5 ms  ✓ Roots
   4198.5 ms  ✓ PDMats → StatsBaseExt
   2819.6 ms  ✓ IntervalArithmetic → IntervalArithmeticIntervalSetsExt
   3496.3 ms  ✓ IntervalArithmetic → IntervalArithmeticSparseArraysExt
   8599.7 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   3159.5 ms  ✓ IntervalArithmetic → IntervalArithmeticIrrationalConstantsExt
   2788.1 ms  ✓ Libglvnd_jll
   8592.3 ms  ✓ StatsFuns
   3095.1 ms  ✓ IntervalArithmetic → IntervalArithmeticLinearAlgebraExt
  42137.4 ms  ✓ Automa
   2225.8 ms  ✓ libva_jll
   2319.0 ms  ✓ Ratios → RatiosFixedPointNumbersExt
   2162.2 ms  ✓ Roots → RootsChainRulesCoreExt
   2206.8 ms  ✓ Cairo_jll
   1397.4 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
   1822.7 ms  ✓ libwebp_jll
   6798.5 ms  ✓ Interpolations
   1200.4 ms  ✓ HarfBuzz_jll
   5228.8 ms  ✓ ColorTypes
   2906.6 ms  ✓ StatsFuns → StatsFunsChainRulesCoreExt
   1590.0 ms  ✓ libass_jll
   1598.7 ms  ✓ Pango_jll
   2075.7 ms  ✓ QOI
   1520.5 ms  ✓ FFMPEG_jll
   6508.4 ms  ✓ ExactPredicates
   5094.8 ms  ✓ ColorVectorSpace
   1082.8 ms  ✓ ColorVectorSpace → SpecialFunctionsExt
  10996.9 ms  ✓ Distributions
  11043.7 ms  ✓ Colors
  63476.8 ms  ✓ Unitful
   2789.3 ms  ✓ Graphics
   2873.5 ms  ✓ Animations
   4307.9 ms  ✓ Distributions → DistributionsChainRulesCoreExt
   3586.8 ms  ✓ OpenEXR
   2717.5 ms  ✓ Unitful → NaNMathExt
   2938.3 ms  ✓ Unitful → ConstructionBaseUnitfulExt
   3121.7 ms  ✓ Accessors → UnitfulExt
   3219.3 ms  ✓ Roots → RootsUnitfulExt
   3318.0 ms  ✓ Unitful → PrintfExt
   3404.2 ms  ✓ Unitful → InverseFunctionsUnitfulExt
  11686.1 ms  ✓ DelaunayTriangulation
   4385.8 ms  ✓ Interpolations → InterpolationsUnitfulExt
  30746.3 ms  ✓ GeometryBasics
   4422.1 ms  ✓ Cairo
   4912.1 ms  ✓ KernelDensity
   1656.5 ms  ✓ Packing
   1855.6 ms  ✓ GeometryBasics → IntervalSetsExt
   9470.3 ms  ✓ ColorSchemes
   2529.9 ms  ✓ ShaderAbstractions
   3441.6 ms  ✓ FreeTypeAbstraction
   7376.2 ms  ✓ GridLayoutBase
  42507.8 ms  ✓ JSON
   7615.3 ms  ✓ MathTeXEngine
   1331.7 ms  ✓ ColorBrewer
  11823.8 ms  ✓ PlotUtils
  39063.7 ms  ✓ TiffImages
  28181.9 ms  ✓ ImageCore
   1423.2 ms  ✓ WebP
   1424.1 ms  ✓ JpegTurbo
   1477.0 ms  ✓ Sixel
   1731.9 ms  ✓ ImageBase
   2870.4 ms  ✓ PNGFiles
   1588.7 ms  ✓ ImageAxes
    954.0 ms  ✓ ImageMetadata
    952.8 ms  ✓ Netpbm
    388.4 ms  ✓ ImageIO
 103680.0 ms  ✓ Makie
  35330.2 ms  ✓ CairoMakie
  257 dependencies successfully precompiled in 244 seconds
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +lts --project=C/CairoMakie/Plot-A-Sine-Wave -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 642.69
	System time (seconds): 54.44
	Percent of CPU this job got: 283%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 4:05.49
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 4048284
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 750
	Minor (reclaiming a frame) page faults: 13462758
	Voluntary context switches: 303327
	Involuntary context switches: 183395
	Swaps: 0
	File system inputs: 0
	File system outputs: 2694816
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
