nice: cannot set niceness: Permission denied
Precompiling packages...
   2126.7 ms  ✓ MozillaCACerts_jll
   8369.4 ms  ✓ libva_jll
   3656.0 ms  ✓ IntervalArithmetic → IntervalArithmeticIntervalSetsExt
  25826.7 ms  ✓ ColorVectorSpace
  27202.1 ms  ✓ StatsBase
  12999.2 ms  ✓ Libglvnd_jll
   7203.0 ms  ✓ IntervalArithmetic → IntervalArithmeticLinearAlgebraExt
   7813.4 ms  ✓ IntervalArithmetic → IntervalArithmeticSparseArraysExt
   3936.8 ms  ✓ ColorVectorSpace → SpecialFunctionsExt
  70207.8 ms  ✓ Parsers
  20193.2 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   6799.8 ms  ✓ HarfBuzz_jll
   4976.8 ms  ✓ PDMats → StatsBaseExt
  73859.1 ms  ✓ SIMD
   3734.8 ms  ✓ libass_jll
  20272.5 ms  ✓ StructArrays → StructArraysStaticArraysExt
   6939.7 ms  ✓ libwebp_jll
   5070.1 ms  ✓ Pango_jll
  36777.7 ms  ✓ Colors
   3329.3 ms  ✓ Animations
  24956.7 ms  ✓ StatsFuns
   1332.1 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
  10616.9 ms  ✓ FFMPEG_jll
  15402.0 ms  ✓ Interpolations
   8797.1 ms  ✓ OpenEXR
   8904.9 ms  ✓ Graphics
   7584.4 ms  ✓ StatsFuns → StatsFunsChainRulesCoreExt
  21504.5 ms  ✓ ExactPredicates
  10470.9 ms  ✓ Cairo
  26904.4 ms  ✓ JSON
  21494.3 ms  ✓ ColorSchemes
   5212.5 ms  ✓ ColorBrewer
  26314.7 ms  ✓ Distributions
 128998.5 ms  ✓ Unitful
   2495.2 ms  ✓ Unitful → ConstructionBaseUnitfulExt
   2683.7 ms  ✓ Unitful → InverseFunctionsUnitfulExt
   3226.4 ms  ✓ Unitful → NaNMathExt
   3413.0 ms  ✓ Unitful → PrintfExt
   4164.8 ms  ✓ Interpolations → InterpolationsUnitfulExt
  23743.8 ms  ✓ DelaunayTriangulation
   7892.9 ms  ✓ Distributions → DistributionsChainRulesCoreExt
   5419.4 ms  ✓ KernelDensity
  72165.4 ms  ✓ GeometryBasics
  53520.6 ms  ✓ Automa
   2514.8 ms  ✓ Packing
   7697.3 ms  ✓ ShaderAbstractions
   7719.7 ms  ✓ FreeTypeAbstraction
  35951.5 ms  ✓ PlotUtils
  17168.4 ms  ✓ GridLayoutBase
  67516.2 ms  ✓ ImageCore
   7506.0 ms  ✓ WebP
   7821.6 ms  ✓ ImageBase
  11610.5 ms  ✓ JpegTurbo
   6893.2 ms  ✓ ImageAxes
  15586.8 ms  ✓ PNGFiles
   3980.0 ms  ✓ ImageMetadata
 146547.5 ms  ✓ REPL
   2507.5 ms  ✓ Netpbm
   3630.7 ms  ✓ UnicodeFun
 103482.4 ms  ✓ TiffImages
  13516.3 ms  ✓ Pkg → REPLExt
   3428.3 ms  ✓ Sixel
   1750.8 ms  ✓ ImageIO
  10240.7 ms  ✓ MathTeXEngine
 211651.6 ms  ✓ Makie
  52060.1 ms  ✓ CairoMakie
  248 dependencies successfully precompiled in 487 seconds. 26 already precompiled.
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +release --project=C/CairoMakie/Plot-A-Sine-Wave -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 1557.81
	System time (seconds): 75.01
	Percent of CPU this job got: 250%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 10:50.61
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 4302324
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 954
	Minor (reclaiming a frame) page faults: 16841095
	Voluntary context switches: 38515
	Involuntary context switches: 306472
	Swaps: 0
	File system inputs: 167592
	File system outputs: 3038808
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
