nice: cannot set niceness: Permission denied
Precompiling project...
   1797.6 ms  ✓ DefineSingletons
   2274.9 ms  ✓ Accessors → TestExt
   1990.3 ms  ✓ SparseInverseSubset
   3292.2 ms  ✓ SplittablesBase
   1706.8 ms  ✓ BangBang → BangBangStructArraysExt
   1795.7 ms  ✓ BangBang → BangBangChainRulesCoreExt
   1798.1 ms  ✓ BangBang → BangBangTablesExt
   1889.2 ms  ✓ DiffRules
   2133.3 ms  ✓ MicroCollections
   4314.2 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   4909.7 ms  ✓ StatsBase
   3531.4 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
  20115.1 ms  ✓ StaticArrays
   4262.1 ms  ✓ Transducers
   1847.5 ms  ✓ Adapt → AdaptStaticArraysExt
   1946.0 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   1948.8 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   2084.7 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   2173.8 ms  ✓ BangBang → BangBangStaticArraysExt
   2279.1 ms  ✓ Accessors → StaticArraysExt
   2287.1 ms  ✓ StructArrays → StructArraysStaticArraysExt
   6078.1 ms  ✓ ForwardDiff
   1713.6 ms  ✓ Transducers → TransducersAdaptExt
    675.7 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   8231.7 ms  ✓ ChainRules
   1578.6 ms  ✓ MLDataDevices → MLDataDevicesChainRulesExt
   5378.7 ms  ✓ KernelAbstractions
   2319.7 ms  ✓ KernelAbstractions → LinearAlgebraExt
   2464.5 ms  ✓ StructArrays → StructArraysGPUArraysCoreExt
   2477.1 ms  ✓ KernelAbstractions → EnzymeExt
   2570.2 ms  ✓ KernelAbstractions → SparseArraysExt
  43209.7 ms  ✓ MLStyle
   1941.4 ms  ✓ JuliaVariables
   3757.0 ms  ✓ NNlib
   1065.7 ms  ✓ NNlib → NNlibForwardDiffExt
   1087.4 ms  ✓ NNlib → NNlibSpecialFunctionsExt
   1095.5 ms  ✓ NNlib → NNlibEnzymeCoreExt
   1147.7 ms  ✓ OneHotArrays
   3222.9 ms  ✓ FLoops
    648.2 ms  ✓ MLDataDevices → MLDataDevicesOneHotArraysExt
   4589.5 ms  ✓ MLUtils
   1135.2 ms  ✓ MLDataDevices → MLDataDevicesMLUtilsExt
  28272.7 ms  ✓ Zygote
   1091.0 ms  ✓ MLDataDevices → MLDataDevicesZygoteExt
   4603.7 ms  ✓ Flux
  145 dependencies successfully precompiled in 71 seconds. 7 already precompiled.
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +1.11.6 --project=F/Flux/Basic-Model-Gradient -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 338.51
	System time (seconds): 27.74
	Percent of CPU this job got: 281%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 2:10.12
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2029880
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 526
	Minor (reclaiming a frame) page faults: 6864069
	Voluntary context switches: 195867
	Involuntary context switches: 98213
	Swaps: 0
	File system inputs: 592
	File system outputs: 903016
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
