nice: cannot set niceness: Permission denied
Precompiling project...
   1841.2 ms  ✓ DefineSingletons
   2295.1 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2362.4 ms  ✓ ScopedValues
   2841.7 ms  ✓ AliasTables
   3699.2 ms  ✓ LogExpFunctions
   3259.4 ms  ✓ DiffResults
   2634.2 ms  ✓ Compat → CompatLinearAlgebraExt
   2800.7 ms  ✓ Adapt
   2305.8 ms  ✓ JLLWrappers
   2588.7 ms  ✓ PrecompileTools
   7607.0 ms  ✓ DataStructures
  10547.5 ms  ✓ MacroTools
   3156.9 ms  ✓ Atomix
   4260.2 ms  ✓ Tables
   2061.6 ms  ✓ ContextVariablesX
   2538.3 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   9241.3 ms  ✓ Distributed
   2492.6 ms  ✓ GPUArraysCore
   2742.7 ms  ✓ EnzymeCore → AdaptExt
   2895.7 ms  ✓ Functors
   2550.1 ms  ✓ SortingAlgorithms
   2441.7 ms  ✓ CommonSubexpressions
   3091.0 ms  ✓ OpenSpecFun_jll
   2404.7 ms  ✓ FLoopsBase
   4964.8 ms  ✓ ChainRulesCore
   3266.4 ms  ✓ SimpleTraits
   3262.7 ms  ✓ StructArrays
   2973.3 ms  ✓ MLDataDevices
   5847.6 ms  ✓ Setfield
   2785.3 ms  ✓ AbstractFFTs → AbstractFFTsChainRulesCoreExt
   2331.2 ms  ✓ MLDataDevices → MLDataDevicesFillArraysExt
  15898.8 ms  ✓ SparseArrays
   2729.3 ms  ✓ StructArrays → StructArraysAdaptExt
   3491.0 ms  ✓ ZygoteRules
   2795.9 ms  ✓ StructArrays → StructArraysLinearAlgebraExt
   7405.5 ms  ✓ IRTools
   4037.9 ms  ✓ MLCore
   5234.0 ms  ✓ Optimisers
   2795.1 ms  ✓ MLDataDevices → MLDataDevicesChainRulesCoreExt
   2499.1 ms  ✓ SuiteSparse
   2764.7 ms  ✓ Statistics → SparseArraysExt
  10195.9 ms  ✓ Accessors
   2903.9 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2950.5 ms  ✓ Adapt → AdaptSparseArraysExt
   6421.7 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   3098.4 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   3061.4 ms  ✓ StructArrays → StructArraysSparseArraysExt
   1992.2 ms  ✓ Optimisers → OptimisersEnzymeCoreExt
   2404.5 ms  ✓ Optimisers → OptimisersAdaptExt
   3591.4 ms  ✓ MLDataDevices → MLDataDevicesSparseArraysExt
   2252.9 ms  ✓ SparseInverseSubset
   2033.7 ms  ✓ Accessors → StructArraysExt
  10328.5 ms  ✓ SpecialFunctions
   2358.6 ms  ✓ Accessors → LinearAlgebraExt
  15719.4 ms  ✓ Test
   1590.0 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   1908.6 ms  ✓ DiffRules
   1816.1 ms  ✓ Accessors → TestExt
   1996.8 ms  ✓ BangBang
   2607.1 ms  ✓ SplittablesBase
   1496.1 ms  ✓ BangBang → BangBangChainRulesCoreExt
   6041.7 ms  ✓ StatsBase
   1749.7 ms  ✓ BangBang → BangBangStructArraysExt
   1852.0 ms  ✓ BangBang → BangBangTablesExt
   3796.6 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   1942.7 ms  ✓ MicroCollections
   4190.4 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
  19949.6 ms  ✓ StaticArrays
   6106.9 ms  ✓ ForwardDiff
   4240.3 ms  ✓ Transducers
   2097.0 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   2102.7 ms  ✓ Adapt → AdaptStaticArraysExt
   2109.7 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   2101.3 ms  ✓ StructArrays → StructArraysStaticArraysExt
   2152.1 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   2295.3 ms  ✓ BangBang → BangBangStaticArraysExt
   2361.4 ms  ✓ Accessors → StaticArraysExt
   1104.2 ms  ✓ Transducers → TransducersAdaptExt
   1318.9 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   9851.7 ms  ✓ ChainRules
    615.9 ms  ✓ MLDataDevices → MLDataDevicesChainRulesExt
   5801.8 ms  ✓ KernelAbstractions
  42226.2 ms  ✓ MLStyle
    889.9 ms  ✓ KernelAbstractions → LinearAlgebraExt
    983.8 ms  ✓ StructArrays → StructArraysGPUArraysCoreExt
   1029.7 ms  ✓ KernelAbstractions → EnzymeExt
   1047.3 ms  ✓ KernelAbstractions → SparseArraysExt
   2144.8 ms  ✓ JuliaVariables
   3655.6 ms  ✓ NNlib
   2850.4 ms  ✓ FLoops
    999.7 ms  ✓ NNlib → NNlibSpecialFunctionsExt
   1061.5 ms  ✓ NNlib → NNlibForwardDiffExt
   1062.6 ms  ✓ NNlib → NNlibEnzymeCoreExt
   1093.7 ms  ✓ OneHotArrays
    644.3 ms  ✓ MLDataDevices → MLDataDevicesOneHotArraysExt
   4422.0 ms  ✓ MLUtils
   1093.9 ms  ✓ MLDataDevices → MLDataDevicesMLUtilsExt
  27384.2 ms  ✓ Zygote
   1049.6 ms  ✓ MLDataDevices → MLDataDevicesZygoteExt
   4355.5 ms  ✓ Flux
  146 dependencies successfully precompiled in 69 seconds. 7 already precompiled.
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +1.11.7 --project=F/Flux/Basic-Model-Gradient -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 327.55
	System time (seconds): 31.07
	Percent of CPU this job got: 279%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 2:08.09
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2056612
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 536
	Minor (reclaiming a frame) page faults: 6934175
	Voluntary context switches: 202573
	Involuntary context switches: 92899
	Swaps: 0
	File system inputs: 0
	File system outputs: 903632
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
