nice: cannot set niceness: Permission denied
Precompiling packages...
   2048.0 ms  ✓ DefineSingletons
   2293.8 ms  ✓ ScopedValues
   2211.8 ms  ✓ ContextVariablesX
   2098.2 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   9606.8 ms  ✓ MacroTools
   2789.9 ms  ✓ Functors
   2395.8 ms  ✓ Atomix
   1898.6 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   7584.7 ms  ✓ DataStructures
   3800.4 ms  ✓ Tables
   2089.3 ms  ✓ FLoopsBase
   2706.8 ms  ✓ OpenSpecFun_jll
   2194.2 ms  ✓ CommonSubexpressions
   2028.6 ms  ✓ SortingAlgorithms
   5385.0 ms  ✓ ChainRulesCore
  12317.7 ms  ✓ Test
   3502.2 ms  ✓ SimpleTraits
   4205.8 ms  ✓ MLDataDevices
   2008.4 ms  ✓ AbstractFFTs → AbstractFFTsChainRulesCoreExt
   2207.8 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
   2306.3 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   4918.9 ms  ✓ Setfield
   3902.7 ms  ✓ StructArrays
   2392.7 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   3413.8 ms  ✓ ZygoteRules
   1992.3 ms  ✓ MLDataDevices → ChainRulesCoreExt
   1811.7 ms  ✓ MLDataDevices → FillArraysExt
   1985.7 ms  ✓ StructArrays → StructArraysLinearAlgebraExt
   7339.1 ms  ✓ IRTools
   2954.7 ms  ✓ MLCore
   7400.1 ms  ✓ Accessors
   4897.7 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   2611.0 ms  ✓ SplittablesBase
   4142.0 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
  13453.4 ms  ✓ SparseArrays
   1006.4 ms  ✓ StructArrays → StructArraysAdaptExt
   1093.2 ms  ✓ Accessors → LinearAlgebraExt
   1349.8 ms  ✓ SuiteSparse
   1459.0 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   1470.8 ms  ✓ Adapt → AdaptSparseArraysExt
   1558.2 ms  ✓ FillArrays → FillArraysSparseArraysExt
   1546.7 ms  ✓ StructArrays → StructArraysSparseArraysExt
   1764.3 ms  ✓ Statistics
   8394.6 ms  ✓ SpecialFunctions
   1305.6 ms  ✓ Accessors → StructArraysExt
   1401.2 ms  ✓ Accessors → TestExt
   1225.3 ms  ✓ SparseInverseSubset
   1208.3 ms  ✓ MLDataDevices → SparseArraysExt
   1903.8 ms  ✓ BangBang
   1479.3 ms  ✓ FillArrays → FillArraysStatisticsExt
   1395.8 ms  ✓ DiffRules
   1221.9 ms  ✓ BangBang → BangBangTablesExt
   1305.0 ms  ✓ BangBang → BangBangChainRulesCoreExt
   1408.6 ms  ✓ MicroCollections
   2594.4 ms  ✓ Optimisers
    994.3 ms  ✓ BangBang → BangBangStructArraysExt
    898.9 ms  ✓ Optimisers → OptimisersAdaptExt
   1014.0 ms  ✓ Optimisers → OptimisersEnzymeCoreExt
   3224.1 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   3897.7 ms  ✓ StatsBase
  17259.3 ms  ✓ StaticArrays
   3405.4 ms  ✓ Transducers
   1129.9 ms  ✓ Adapt → AdaptStaticArraysExt
   1135.0 ms  ✓ FillArrays → FillArraysStaticArraysExt
   1156.1 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   1231.9 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   1344.7 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   5207.8 ms  ✓ ForwardDiff
   1201.1 ms  ✓ Transducers → TransducersAdaptExt
    903.9 ms  ✓ StructArrays → StructArraysStaticArraysExt
    902.3 ms  ✓ Accessors → StaticArraysExt
    687.1 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
    531.5 ms  ✓ BangBang → BangBangStaticArraysExt
   7313.2 ms  ✓ ChainRules
    868.4 ms  ✓ MLDataDevices → ChainRulesExt
   3986.3 ms  ✓ KernelAbstractions
   1144.9 ms  ✓ KernelAbstractions → LinearAlgebraExt
  35475.9 ms  ✓ MLStyle
    921.2 ms  ✓ StructArrays → StructArraysGPUArraysCoreExt
   1028.2 ms  ✓ KernelAbstractions → EnzymeExt
   1104.3 ms  ✓ KernelAbstractions → SparseArraysExt
   1501.5 ms  ✓ JuliaVariables
   3108.4 ms  ✓ NNlib
   2045.6 ms  ✓ FLoops
    738.2 ms  ✓ NNlib → NNlibSpecialFunctionsExt
    836.9 ms  ✓ OneHotArrays
    922.6 ms  ✓ NNlib → NNlibEnzymeCoreExt
    694.6 ms  ✓ NNlib → NNlibForwardDiffExt
    665.9 ms  ✓ MLDataDevices → OneHotArraysExt
   3634.8 ms  ✓ MLUtils
    947.9 ms  ✓ MLDataDevices → MLUtilsExt
  21033.8 ms  ✓ Zygote
    798.0 ms  ✓ MLDataDevices → ZygoteExt
   3751.7 ms  ✓ Flux
  146 dependencies successfully precompiled in 57 seconds
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +lts --project=F/Flux/Basic-Model-Gradient -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 181.36
	System time (seconds): 26.45
	Percent of CPU this job got: 357%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 0:58.11
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 1009048
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 431
	Minor (reclaiming a frame) page faults: 6171935
	Voluntary context switches: 172666
	Involuntary context switches: 60716
	Swaps: 0
	File system inputs: 0
	File system outputs: 453976
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
