nice: cannot set niceness: Permission denied
Precompiling packages...
   2101.2 ms  ✓ DefineSingletons
   5316.8 ms  ✓ Setfield
   2129.1 ms  ✓ MLDataDevices → ChainRulesCoreExt
   2182.8 ms  ✓ MLDataDevices → FillArraysExt
   3619.0 ms  ✓ ZygoteRules
   1584.6 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   3012.1 ms  ✓ MLCore
   6678.1 ms  ✓ IRTools
   1826.4 ms  ✓ StructArrays → StructArraysLinearAlgebraExt
   4407.1 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   7217.4 ms  ✓ Accessors
  12998.6 ms  ✓ SparseArrays
   2519.2 ms  ✓ SplittablesBase
   1294.7 ms  ✓ StructArrays → StructArraysAdaptExt
   3392.1 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   1312.7 ms  ✓ Accessors → LinearAlgebraExt
   1570.9 ms  ✓ Adapt → AdaptSparseArraysExt
   1581.0 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   1679.6 ms  ✓ FillArrays → FillArraysSparseArraysExt
   1772.4 ms  ✓ StructArrays → StructArraysSparseArraysExt
   1800.9 ms  ✓ SuiteSparse
   1977.4 ms  ✓ Statistics
   1291.4 ms  ✓ Accessors → TestExt
   1298.0 ms  ✓ Accessors → StructArraysExt
   8298.6 ms  ✓ SpecialFunctions
   1104.2 ms  ✓ SparseInverseSubset
   1329.8 ms  ✓ MLDataDevices → SparseArraysExt
   1789.9 ms  ✓ BangBang
   1415.0 ms  ✓ FillArrays → FillArraysStatisticsExt
   1595.1 ms  ✓ DiffRules
   1310.2 ms  ✓ BangBang → BangBangTablesExt
   1395.0 ms  ✓ BangBang → BangBangChainRulesCoreExt
   1391.6 ms  ✓ MicroCollections
   2721.0 ms  ✓ Optimisers
   2829.4 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   1280.9 ms  ✓ BangBang → BangBangStructArraysExt
    975.2 ms  ✓ Optimisers → OptimisersAdaptExt
   1002.9 ms  ✓ Optimisers → OptimisersEnzymeCoreExt
   3908.4 ms  ✓ StatsBase
   3206.1 ms  ✓ Transducers
  15626.8 ms  ✓ StaticArrays
    929.5 ms  ✓ Transducers → TransducersAdaptExt
    999.2 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   1108.8 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   1200.4 ms  ✓ Adapt → AdaptStaticArraysExt
   1374.9 ms  ✓ FillArrays → FillArraysStaticArraysExt
   4840.6 ms  ✓ ForwardDiff
   1498.2 ms  ✓ StaticArrays → StaticArraysStatisticsExt
    919.2 ms  ✓ StructArrays → StructArraysStaticArraysExt
    927.6 ms  ✓ Accessors → StaticArraysExt
    708.4 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   7034.7 ms  ✓ ChainRules
    577.3 ms  ✓ BangBang → BangBangStaticArraysExt
    527.5 ms  ✓ MLDataDevices → ChainRulesExt
   4298.2 ms  ✓ KernelAbstractions
    837.3 ms  ✓ KernelAbstractions → LinearAlgebraExt
  34820.3 ms  ✓ MLStyle
    551.0 ms  ✓ StructArrays → StructArraysGPUArraysCoreExt
    569.0 ms  ✓ KernelAbstractions → EnzymeExt
    630.3 ms  ✓ KernelAbstractions → SparseArraysExt
   1539.1 ms  ✓ JuliaVariables
   3061.6 ms  ✓ NNlib
   2079.0 ms  ✓ FLoops
    723.6 ms  ✓ NNlib → NNlibSpecialFunctionsExt
    856.0 ms  ✓ OneHotArrays
    904.5 ms  ✓ NNlib → NNlibEnzymeCoreExt
    699.7 ms  ✓ NNlib → NNlibForwardDiffExt
    637.8 ms  ✓ MLDataDevices → OneHotArraysExt
   3521.5 ms  ✓ MLUtils
    936.5 ms  ✓ MLDataDevices → MLUtilsExt
  20689.8 ms  ✓ Zygote
    783.3 ms  ✓ MLDataDevices → ZygoteExt
   3778.3 ms  ✓ Flux
  146 dependencies successfully precompiled in 56 seconds
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +lts --project=F/Flux/Basic-Model-Gradient -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 179.44
	System time (seconds): 25.88
	Percent of CPU this job got: 358%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 0:57.26
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 954272
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 383
	Minor (reclaiming a frame) page faults: 6175773
	Voluntary context switches: 183532
	Involuntary context switches: 69242
	Swaps: 0
	File system inputs: 0
	File system outputs: 453168
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
