nice: cannot set niceness: Permission denied
Precompiling packages...
   1601.9 ms  ✓ MozillaCACerts_jll
  11920.9 ms  ✓ InteractiveUtils
   8120.7 ms  ✓ Missings
   2306.2 ms  ✓ OpenSpecFun_jll
  16119.4 ms  ✓ MacroTools
   8814.0 ms  ✓ Tables
   2296.7 ms  ✓ CommonSubexpressions
   5218.9 ms  ✓ LLVMExtra_jll
  14005.9 ms  ✓ Distributed
   3130.8 ms  ✓ SimpleTraits
   4054.6 ms  ✓ Setfield
   6025.6 ms  ✓ Functors
   1975.2 ms  ✓ MLDataDevices
   8239.0 ms  ✓ ChainRulesCore
   4087.5 ms  ✓ MLCore
   2433.2 ms  ✓ MLDataDevices → FillArraysExt
   2231.9 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   2290.7 ms  ✓ AbstractFFTs → AbstractFFTsChainRulesCoreExt
   2490.4 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
   7102.7 ms  ✓ StructArrays
   2814.2 ms  ✓ MLDataDevices → ChainRulesCoreExt
   9321.1 ms  ✓ IRTools
   3201.1 ms  ✓ ZygoteRules
  10168.9 ms  ✓ SpecialFunctions
  18844.9 ms  ✓ SparseArrays
   1641.4 ms  ✓ StructArrays → StructArraysAdaptExt
   2202.9 ms  ✓ StructArrays → StructArraysLinearAlgebraExt
   2807.4 ms  ✓ SuiteSparse
   3176.9 ms  ✓ Adapt → AdaptSparseArraysExt
   3251.8 ms  ✓ Statistics → SparseArraysExt
   3231.1 ms  ✓ FillArrays → FillArraysSparseArraysExt
   7013.2 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   3842.4 ms  ✓ DiffRules
   3503.0 ms  ✓ StructArrays → StructArraysSparseArraysExt
   3714.2 ms  ✓ MLDataDevices → SparseArraysExt
  15721.5 ms  ✓ Test
   1895.4 ms  ✓ SparseInverseSubset
   8891.9 ms  ✓ Optimisers
   5854.5 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   5802.3 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
    868.0 ms  ✓ Optimisers → OptimisersEnzymeCoreExt
    969.7 ms  ✓ Optimisers → OptimisersAdaptExt
   2473.4 ms  ✓ DataStructures
   2808.0 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
    680.8 ms  ✓ SortingAlgorithms
  22339.4 ms  ✓ StaticArrays
   1364.0 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   1437.4 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   1628.7 ms  ✓ Adapt → AdaptStaticArraysExt
   1675.2 ms  ✓ FillArrays → FillArraysStaticArraysExt
   3270.0 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   3486.8 ms  ✓ StructArrays → StructArraysStaticArraysExt
   8684.5 ms  ✓ ForwardDiff
  20773.8 ms  ✓ LLVM
   1171.7 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   6076.5 ms  ✓ StatsBase
   1423.4 ms  ✓ UnsafeAtomics → UnsafeAtomicsLLVM
   9212.7 ms  ✓ ChainRules
   5103.5 ms  ✓ KernelAbstractions
    999.9 ms  ✓ MLDataDevices → ChainRulesExt
    850.9 ms  ✓ KernelAbstractions → LinearAlgebraExt
    908.3 ms  ✓ StructArrays → StructArraysGPUArraysCoreExt
    933.9 ms  ✓ KernelAbstractions → EnzymeExt
   1015.0 ms  ✓ KernelAbstractions → SparseArraysExt
   3958.3 ms  ✓ NNlib
   1219.4 ms  ✓ NNlib → NNlibForwardDiffExt
   1217.4 ms  ✓ NNlib → NNlibSpecialFunctionsExt
   5098.6 ms  ✓ GPUArrays
   1316.4 ms  ✓ NNlib → NNlibEnzymeCoreExt
   1372.8 ms  ✓ OneHotArrays
    677.7 ms  ✓ MLDataDevices → OneHotArraysExt
   1471.0 ms  ✓ MLDataDevices → GPUArraysSparseArraysExt
   3111.7 ms  ✓ MLUtils
    989.6 ms  ✓ MLDataDevices → MLUtilsExt
  25119.1 ms  ✓ Zygote
   1050.3 ms  ✓ MLDataDevices → ZygoteExt
   7039.9 ms  ✓ Flux
  126 dependencies successfully precompiled in 78 seconds. 26 already precompiled.
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +release --project=F/Flux/Basic-Model-Gradient -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 371.17
	System time (seconds): 30.69
	Percent of CPU this job got: 284%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 2:21.10
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2168536
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 414
	Minor (reclaiming a frame) page faults: 8169808
	Voluntary context switches: 24640
	Involuntary context switches: 26363
	Swaps: 0
	File system inputs: 0
	File system outputs: 789264
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
