nice: cannot set niceness: Permission denied
Precompiling packages...
   2081.9 ms  ✓ DefineSingletons
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +lts --project=F/Flux/Basic-Model-Gradient -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 176.57
	System time (seconds): 25.12
	Percent of CPU this job got: 358%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 0:56.32
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 953300
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 401
	Minor (reclaiming a frame) page faults: 5974769
	Voluntary context switches: 171725
	Involuntary context switches: 47524
	Swaps: 0
	File system inputs: 0
	File system outputs: 452520
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
