Precompiling project...
   1718.0 ms  ✓ DefineSingletons
   1915.0 ms  ✓ EnzymeCore → AdaptExt
   7580.8 ms  ✓ DataStructures
   2324.2 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
  10578.8 ms  ✓ MacroTools
   3816.4 ms  ✓ Tables
   2184.8 ms  ✓ ContextVariablesX
   2811.8 ms  ✓ GPUArraysCore
   8687.3 ms  ✓ Distributed
   3306.4 ms  ✓ Functors
   2893.2 ms  ✓ OpenSpecFun_jll
   2221.6 ms  ✓ SortingAlgorithms
   2200.9 ms  ✓ CommonSubexpressions
   2377.9 ms  ✓ FLoopsBase
   3194.5 ms  ✓ SimpleTraits
   5289.6 ms  ✓ ChainRulesCore
   3195.6 ms  ✓ StructArrays
   3875.7 ms  ✓ MLDataDevices
   2000.7 ms  ✓ StructArrays → StructArraysAdaptExt
   5315.1 ms  ✓ Setfield
   2112.1 ms  ✓ StructArrays → StructArraysLinearAlgebraExt
   2213.6 ms  ✓ AbstractFFTs → AbstractFFTsChainRulesCoreExt
   3217.6 ms  ✓ ZygoteRules
   1826.2 ms  ✓ MLDataDevices → MLDataDevicesFillArraysExt
   3896.3 ms  ✓ MLCore
   7102.7 ms  ✓ IRTools
   2009.0 ms  ✓ MLDataDevices → MLDataDevicesChainRulesCoreExt
   7611.0 ms  ✓ Accessors
   4999.8 ms  ✓ Optimisers
   5497.3 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
  14707.1 ms  ✓ SparseArrays
  12599.4 ms  ✓ Test
   2700.6 ms  ✓ Accessors → LinearAlgebraExt
   2010.3 ms  ✓ Optimisers → OptimisersAdaptExt
   2800.7 ms  ✓ Accessors → StructArraysExt
   2224.4 ms  ✓ Optimisers → OptimisersEnzymeCoreExt
   2321.8 ms  ✓ SuiteSparse
   2692.3 ms  ✓ Statistics → SparseArraysExt
   2705.9 ms  ✓ Adapt → AdaptSparseArraysExt
   2802.1 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   2809.9 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2900.7 ms  ✓ MLDataDevices → MLDataDevicesSparseArraysExt
   2903.5 ms  ✓ StructArrays → StructArraysSparseArraysExt
   2618.1 ms  ✓ InverseFunctions → InverseFunctionsTestExt
  10196.8 ms  ✓ SpecialFunctions
   2000.0 ms  ✓ Accessors → TestExt
   1381.4 ms  ✓ SparseInverseSubset
   2409.2 ms  ✓ BangBang
   2592.0 ms  ✓ SplittablesBase
   1406.9 ms  ✓ DiffRules
   4487.7 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   1289.4 ms  ✓ BangBang → BangBangStructArraysExt
   1291.4 ms  ✓ BangBang → BangBangChainRulesCoreExt
   1370.1 ms  ✓ BangBang → BangBangTablesExt
   1658.4 ms  ✓ MicroCollections
   3099.1 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   3810.2 ms  ✓ StatsBase
  18789.6 ms  ✓ StaticArrays
   3916.7 ms  ✓ Transducers
   5482.4 ms  ✓ ForwardDiff
   1613.8 ms  ✓ Adapt → AdaptStaticArraysExt
   1899.0 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   1919.9 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   1980.5 ms  ✓ Accessors → StaticArraysExt
   2013.0 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   2010.9 ms  ✓ BangBang → BangBangStaticArraysExt
   2028.9 ms  ✓ StructArrays → StructArraysStaticArraysExt
   1180.7 ms  ✓ Transducers → TransducersAdaptExt
    977.0 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   7723.3 ms  ✓ ChainRules
   1396.7 ms  ✓ MLDataDevices → MLDataDevicesChainRulesExt
   5397.4 ms  ✓ KernelAbstractions
   1086.1 ms  ✓ KernelAbstractions → LinearAlgebraExt
   1084.8 ms  ✓ KernelAbstractions → EnzymeExt
  39152.3 ms  ✓ MLStyle
   1119.4 ms  ✓ StructArrays → StructArraysGPUArraysCoreExt
   1177.3 ms  ✓ KernelAbstractions → SparseArraysExt
   1754.6 ms  ✓ JuliaVariables
   3406.8 ms  ✓ NNlib
    886.7 ms  ✓ NNlib → NNlibSpecialFunctionsExt
    922.6 ms  ✓ NNlib → NNlibEnzymeCoreExt
    932.0 ms  ✓ NNlib → NNlibForwardDiffExt
    968.7 ms  ✓ OneHotArrays
   2607.3 ms  ✓ FLoops
    561.0 ms  ✓ MLDataDevices → MLDataDevicesOneHotArraysExt
   3979.6 ms  ✓ MLUtils
   1019.3 ms  ✓ MLDataDevices → MLDataDevicesMLUtilsExt
  24807.8 ms  ✓ Zygote
    978.3 ms  ✓ MLDataDevices → MLDataDevicesZygoteExt
   4107.6 ms  ✓ Flux
  145 dependencies successfully precompiled in 64 seconds. 7 already precompiled.
	Command being timed: "julia +1.11.7 --project=F/Flux/Basic-Model-Gradient -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 298.46
	System time (seconds): 27.98
	Percent of CPU this job got: 277%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 1:57.58
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2026680
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 590
	Minor (reclaiming a frame) page faults: 6906448
	Voluntary context switches: 202905
	Involuntary context switches: 81577
	Swaps: 0
	File system inputs: 6424
	File system outputs: 900848
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
