Precompiling project...
   1814.6 ms  ✓ DefineSingletons
   1871.0 ms  ✓ JuliaVariables
   3402.6 ms  ✓ NNlib
   2488.5 ms  ✓ FLoops
    887.5 ms  ✓ NNlib → NNlibSpecialFunctionsExt
    904.1 ms  ✓ NNlib → NNlibForwardDiffExt
    939.7 ms  ✓ NNlib → NNlibEnzymeCoreExt
    954.7 ms  ✓ OneHotArrays
    544.1 ms  ✓ MLDataDevices → MLDataDevicesOneHotArraysExt
   4255.8 ms  ✓ MLUtils
    998.5 ms  ✓ MLDataDevices → MLDataDevicesMLUtilsExt
  24958.8 ms  ✓ Zygote
    953.3 ms  ✓ MLDataDevices → MLDataDevicesZygoteExt
   4018.6 ms  ✓ Flux
  145 dependencies successfully precompiled in 63 seconds. 7 already precompiled.
	Command being timed: "julia +1.11.7 --project=F/Flux/Basic-Model-Gradient -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 297.49
	System time (seconds): 27.56
	Percent of CPU this job got: 278%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 1:56.72
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2042672
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 640
	Minor (reclaiming a frame) page faults: 6914429
	Voluntary context switches: 193691
	Involuntary context switches: 65540
	Swaps: 0
	File system inputs: 0
	File system outputs: 901968
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
