nice: cannot set niceness: Permission denied
Precompiling packages...
   1446.5 ms  ✓ MozillaCACerts_jll
  18405.8 ms  ✓ SparseArrays
   2499.2 ms  ✓ MLDataDevices → ChainRulesCoreExt
   2096.5 ms  ✓ StructArrays → StructArraysLinearAlgebraExt
   2185.5 ms  ✓ StructArrays → StructArraysAdaptExt
   2500.8 ms  ✓ SuiteSparse
   2907.4 ms  ✓ DiffRules
   2585.1 ms  ✓ MLDataDevices → SparseArraysExt
   2665.4 ms  ✓ Adapt → AdaptSparseArraysExt
   2687.4 ms  ✓ Statistics → SparseArraysExt
   6200.4 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   2825.3 ms  ✓ StructArrays → StructArraysSparseArraysExt
   2997.1 ms  ✓ FillArrays → FillArraysSparseArraysExt
   1210.4 ms  ✓ SparseInverseSubset
   7619.9 ms  ✓ Optimisers
   4726.8 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   4520.2 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
    697.8 ms  ✓ Optimisers → OptimisersAdaptExt
    699.6 ms  ✓ Optimisers → OptimisersEnzymeCoreExt
  21554.1 ms  ✓ StaticArrays
   4694.3 ms  ✓ StatsBase
   1238.6 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   1243.5 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   1259.6 ms  ✓ Adapt → AdaptStaticArraysExt
   1449.1 ms  ✓ FillArrays → FillArraysStaticArraysExt
   7092.2 ms  ✓ ForwardDiff
   3037.9 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
    906.9 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   3150.5 ms  ✓ StructArrays → StructArraysStaticArraysExt
  18279.5 ms  ✓ LLVM
   1405.6 ms  ✓ UnsafeAtomics → UnsafeAtomicsLLVM
   8340.4 ms  ✓ ChainRules
   4827.7 ms  ✓ KernelAbstractions
    999.8 ms  ✓ MLDataDevices → ChainRulesExt
    782.3 ms  ✓ KernelAbstractions → LinearAlgebraExt
    839.1 ms  ✓ StructArrays → StructArraysGPUArraysCoreExt
    842.3 ms  ✓ KernelAbstractions → EnzymeExt
    962.2 ms  ✓ KernelAbstractions → SparseArraysExt
   3918.8 ms  ✓ NNlib
   1239.4 ms  ✓ NNlib → NNlibSpecialFunctionsExt
   1261.5 ms  ✓ NNlib → NNlibForwardDiffExt
   1348.0 ms  ✓ NNlib → NNlibEnzymeCoreExt
   1391.5 ms  ✓ OneHotArrays
   5139.3 ms  ✓ GPUArrays
    703.3 ms  ✓ MLDataDevices → OneHotArraysExt
   1476.1 ms  ✓ MLDataDevices → GPUArraysSparseArraysExt
   3119.6 ms  ✓ MLUtils
    995.7 ms  ✓ MLDataDevices → MLUtilsExt
  25232.1 ms  ✓ Zygote
   1047.4 ms  ✓ MLDataDevices → ZygoteExt
   6993.2 ms  ✓ Flux
  124 dependencies successfully precompiled in 75 seconds. 26 already precompiled.
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +release --project=F/Flux/Basic-Model-Gradient -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 360.72
	System time (seconds): 30.16
	Percent of CPU this job got: 281%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 2:19.04
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2169728
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 409
	Minor (reclaiming a frame) page faults: 8034943
	Voluntary context switches: 23421
	Involuntary context switches: 21341
	Swaps: 0
	File system inputs: 0
	File system outputs: 779176
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
