nice: cannot set niceness: Permission denied
Precompiling packages...
   2084.3 ms  ✓ DefineSingletons
   4819.9 ms  ✓ ChainRulesCore
   3510.3 ms  ✓ SimpleTraits
   3327.6 ms  ✓ MLDataDevices
   2189.2 ms  ✓ AbstractFFTs → AbstractFFTsChainRulesCoreExt
   3510.8 ms  ✓ StructArrays
   2686.7 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
   2695.8 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   5203.9 ms  ✓ Setfield
  11690.1 ms  ✓ Test
   4393.3 ms  ✓ ZygoteRules
   2313.2 ms  ✓ MLDataDevices → ChainRulesCoreExt
   2391.3 ms  ✓ MLDataDevices → FillArraysExt
   7094.0 ms  ✓ IRTools
   2281.6 ms  ✓ StructArrays → StructArraysLinearAlgebraExt
   3421.0 ms  ✓ MLCore
   1912.0 ms  ✓ InverseFunctions → InverseFunctionsTestExt
  13103.5 ms  ✓ SparseArrays
   8164.3 ms  ✓ Accessors
   5585.9 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   2894.6 ms  ✓ SplittablesBase
   4304.6 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   2138.5 ms  ✓ SuiteSparse
   2301.6 ms  ✓ Adapt → AdaptSparseArraysExt
   2474.8 ms  ✓ StructArrays → StructArraysSparseArraysExt
   2501.3 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   2542.1 ms  ✓ Statistics
   2603.9 ms  ✓ FillArrays → FillArraysSparseArraysExt
   1827.1 ms  ✓ Accessors → LinearAlgebraExt
   1079.3 ms  ✓ SparseInverseSubset
   9327.0 ms  ✓ SpecialFunctions
   1060.6 ms  ✓ FillArrays → FillArraysStatisticsExt
   1422.3 ms  ✓ BangBang
   1171.6 ms  ✓ DiffRules
   2401.9 ms  ✓ Optimisers
   1273.7 ms  ✓ BangBang → BangBangChainRulesCoreExt
   1299.1 ms  ✓ BangBang → BangBangTablesExt
   1577.6 ms  ✓ MicroCollections
    838.5 ms  ✓ Optimisers → OptimisersAdaptExt
    902.6 ms  ✓ Optimisers → OptimisersEnzymeCoreExt
   2712.2 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   3674.8 ms  ✓ StatsBase
  16140.8 ms  ✓ StaticArrays
StructArraysAdaptExt Waiting for background task / IO / timer.
[pid 2245502] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x3433ad00->0x7958b3ce9ab0
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
   2058.5 ms  ✓ Adapt → AdaptStaticArraysExt
  15704.4 ms  ✓ LLVM
   2165.9 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   2350.6 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   5535.4 ms  ✓ ForwardDiff
   2455.4 ms  ✓ FillArrays → FillArraysStaticArraysExt
   2481.8 ms  ✓ StaticArrays → StaticArraysStatisticsExt
    543.4 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   1093.2 ms  ✓ UnsafeAtomics → UnsafeAtomicsLLVM
SparseArraysExt Waiting for background task / IO / timer.
[pid 2245714] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x17f61a70->0x7f639a76efb0
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
TestExt Waiting for background task / IO / timer.
[pid 2245763] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x1f0cd590->0x705d0f7a7250
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
StructArraysExt Waiting for background task / IO / timer.
[pid 2245784] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x7a391e0->0x73819a3aab30
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
   4126.6 ms  ✓ KernelAbstractions
    689.5 ms  ✓ KernelAbstractions → LinearAlgebraExt
  35897.8 ms  ✓ MLStyle
   1426.6 ms  ✓ JuliaVariables
  21615.2 ms  ✓ StructArrays → StructArraysAdaptExt
StaticArraysExt Waiting for background task / IO / timer.
[pid 2246245] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x37faa160->0x73831f2a7340
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
StructArraysStaticArraysExt Waiting for background task / IO / timer.
[pid 2246242] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x2649bbe0->0x79028c80dcc0
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
   3203.4 ms  ✓ ChainRules
  22075.4 ms  ✓ MLDataDevices → SparseArraysExt
  21300.5 ms  ✓ Accessors → TestExt
  21190.4 ms  ✓ Accessors → StructArraysExt
   1562.8 ms  ✓ Transducers
    437.6 ms  ✓ Transducers → TransducersAdaptExt
EnzymeExt Waiting for background task / IO / timer.
[pid 2246478] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x773bcb0->0x7eba4a10afe0
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
SparseArraysExt Waiting for background task / IO / timer.
[pid 2246474] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x17dd5270->0x71f364dee020
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
BangBangStructArraysExt Waiting for background task / IO / timer.
[pid 2246026] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x3eca45e0->0x7d97122804c0
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
   2117.5 ms  ✓ FLoops
  22020.6 ms  ✓ Accessors → StaticArraysExt
BangBangStaticArraysExt Waiting for background task / IO / timer.
[pid 2246247] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x87e7f70->0x7d5181e8d930
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
  22336.3 ms  ✓ StructArrays → StructArraysStaticArraysExt
ChainRulesExt Waiting for background task / IO / timer.
[pid 2246583] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x53ae820->0x7755dd078be0
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
StructArraysGPUArraysCoreExt Waiting for background task / IO / timer.
[pid 2246480] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0xd841db0->0x76e5874cf1c0
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
  20738.0 ms  ✓ KernelAbstractions → SparseArraysExt
  20697.6 ms  ✓ KernelAbstractions → EnzymeExt
  31186.1 ms  ✓ BangBang → BangBangStructArraysExt
   2604.2 ms  ✓ GPUArrays
   2143.9 ms  ✓ MLDataDevices → GPUArraysSparseArraysExt
   5024.2 ms  ✓ NNlib
  32967.8 ms  ✓ BangBang → BangBangStaticArraysExt
   2236.8 ms  ✓ NNlib → NNlibSpecialFunctionsExt
   2436.1 ms  ✓ OneHotArrays
   2601.3 ms  ✓ NNlib → NNlibEnzymeCoreExt
  20659.0 ms  ✓ MLDataDevices → ChainRulesExt
  20796.0 ms  ✓ Zygote
    721.4 ms  ✓ MLDataDevices → OneHotArraysExt
    856.2 ms  ✓ MLDataDevices → ZygoteExt
  30705.2 ms  ✓ StructArrays → StructArraysGPUArraysCoreExt
   4518.8 ms  ✓ MLUtils
    946.7 ms  ✓ MLDataDevices → MLUtilsExt
NNlibForwardDiffExt Waiting for background task / IO / timer.
[pid 2246866] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x1ddbce00->0x7721a2f778e0
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
  22386.8 ms  ✓ NNlib → NNlibForwardDiffExt
   4076.7 ms  ✓ Flux
  153 dependencies successfully precompiled in 88 seconds
  13 dependencies had output during precompilation:
┌ MLDataDevices → ChainRulesExt
│  [pid 2246583] waiting for IO to finish:
│   Handle type        uv_handle_t->data
│   timer              0x53ae820->0x7755dd078be0
│  This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
└  
┌ BangBang → BangBangStaticArraysExt
│  [pid 2246247] waiting for IO to finish:
│   Handle type        uv_handle_t->data
│   timer              0x87e7f70->0x7d5181e8d930
│  This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
└  
┌ Accessors → StaticArraysExt
│  [pid 2246245] waiting for IO to finish:
│   Handle type        uv_handle_t->data
│   timer              0x37faa160->0x73831f2a7340
│  This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
└  
┌ KernelAbstractions → SparseArraysExt
│  [pid 2246474] waiting for IO to finish:
│   Handle type        uv_handle_t->data
│   timer              0x17dd5270->0x71f364dee020
│  This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
└  
┌ Accessors → TestExt
│  [pid 2245763] waiting for IO to finish:
│   Handle type        uv_handle_t->data
│   timer              0x1f0cd590->0x705d0f7a7250
│  This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
└  
┌ Accessors → StructArraysExt
│  [pid 2245784] waiting for IO to finish:
│   Handle type        uv_handle_t->data
│   timer              0x7a391e0->0x73819a3aab30
│  This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
└  
┌ StructArrays → StructArraysGPUArraysCoreExt
│  [pid 2246480] waiting for IO to finish:
│   Handle type        uv_handle_t->data
│   timer              0xd841db0->0x76e5874cf1c0
│  This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
└  
┌ StructArrays → StructArraysStaticArraysExt
│  [pid 2246242] waiting for IO to finish:
│   Handle type        uv_handle_t->data
│   timer              0x2649bbe0->0x79028c80dcc0
│  This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
└  
┌ BangBang → BangBangStructArraysExt
│  [pid 2246026] waiting for IO to finish:
│   Handle type        uv_handle_t->data
│   timer              0x3eca45e0->0x7d97122804c0
│  This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
└  
┌ MLDataDevices → SparseArraysExt
│  [pid 2245714] waiting for IO to finish:
│   Handle type        uv_handle_t->data
│   timer              0x17f61a70->0x7f639a76efb0
│  This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
└  
┌ StructArrays → StructArraysAdaptExt
│  [pid 2245502] waiting for IO to finish:
│   Handle type        uv_handle_t->data
│   timer              0x3433ad00->0x7958b3ce9ab0
│  This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
└  
┌ NNlib → NNlibForwardDiffExt
│  [pid 2246866] waiting for IO to finish:
│   Handle type        uv_handle_t->data
│   timer              0x1ddbce00->0x7721a2f778e0
│  This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
└  
┌ KernelAbstractions → EnzymeExt
│  [pid 2246478] waiting for IO to finish:
│   Handle type        uv_handle_t->data
│   timer              0x773bcb0->0x7eba4a10afe0
│  This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
└  
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +lts --project=F/Flux/Basic-Model-Gradient -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 201.05
	System time (seconds): 27.11
	Percent of CPU this job got: 255%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 1:29.41
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 950272
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 358
	Minor (reclaiming a frame) page faults: 6586542
	Voluntary context switches: 179728
	Involuntary context switches: 66876
	Swaps: 0
	File system inputs: 0
	File system outputs: 522168
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
