nice: cannot set niceness: Permission denied
Precompiling packages...
   2175.9 ms  ✓ DefineSingletons
   1480.5 ms  ✓ Adapt → AdaptSparseArraysExt
   1481.1 ms  ✓ StructArrays → StructArraysSparseArraysExt
   1560.0 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   1574.2 ms  ✓ FillArrays → FillArraysSparseArraysExt
   7896.3 ms  ✓ SpecialFunctions
   1770.7 ms  ✓ Statistics
   1385.3 ms  ✓ Accessors → StructArraysExt
   1503.7 ms  ✓ Accessors → TestExt
   1283.6 ms  ✓ SparseInverseSubset
   2088.5 ms  ✓ BangBang
   1601.3 ms  ✓ MLDataDevices → MLDataDevicesSparseArraysExt
   1602.8 ms  ✓ DiffRules
   1693.0 ms  ✓ FillArrays → FillArraysStatisticsExt
   1197.9 ms  ✓ BangBang → BangBangChainRulesCoreExt
   1295.0 ms  ✓ BangBang → BangBangTablesExt
   1597.4 ms  ✓ MicroCollections
   2523.1 ms  ✓ Optimisers
   3297.3 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   1209.7 ms  ✓ BangBang → BangBangStructArraysExt
    885.7 ms  ✓ Optimisers → OptimisersAdaptExt
    985.2 ms  ✓ Optimisers → OptimisersEnzymeCoreExt
   3790.6 ms  ✓ StatsBase
  16005.1 ms  ✓ StaticArrays
   3123.9 ms  ✓ Transducers
   4818.2 ms  ✓ ForwardDiff
    964.2 ms  ✓ Adapt → AdaptStaticArraysExt
   1002.8 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   1135.9 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   1218.3 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   1102.6 ms  ✓ Transducers → TransducersAdaptExt
    822.3 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
    684.2 ms  ✓ StructArrays → StructArraysStaticArraysExt
    712.2 ms  ✓ Accessors → StaticArraysExt
   6978.3 ms  ✓ ChainRules
    550.3 ms  ✓ BangBang → BangBangStaticArraysExt
    513.5 ms  ✓ MLDataDevices → MLDataDevicesChainRulesExt
   3798.1 ms  ✓ KernelAbstractions
   1429.4 ms  ✓ KernelAbstractions → LinearAlgebraExt
  34269.3 ms  ✓ MLStyle
    649.3 ms  ✓ StructArrays → StructArraysGPUArraysCoreExt
    665.0 ms  ✓ KernelAbstractions → EnzymeExt
    724.5 ms  ✓ KernelAbstractions → SparseArraysExt
   1533.6 ms  ✓ JuliaVariables
   3112.8 ms  ✓ NNlib
   2049.4 ms  ✓ FLoops
    735.5 ms  ✓ NNlib → NNlibSpecialFunctionsExt
    847.2 ms  ✓ OneHotArrays
    895.2 ms  ✓ NNlib → NNlibEnzymeCoreExt
    696.1 ms  ✓ NNlib → NNlibForwardDiffExt
    649.0 ms  ✓ MLDataDevices → MLDataDevicesOneHotArraysExt
   3591.4 ms  ✓ MLUtils
    980.4 ms  ✓ MLDataDevices → MLDataDevicesMLUtilsExt
  20856.8 ms  ✓ Zygote
    784.9 ms  ✓ MLDataDevices → MLDataDevicesZygoteExt
   3775.8 ms  ✓ Flux
  140 dependencies successfully precompiled in 56 seconds
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +lts --project=F/Flux/Basic-Model-Gradient -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 177.04
	System time (seconds): 25.30
	Percent of CPU this job got: 356%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 0:56.73
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 932936
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 299
	Minor (reclaiming a frame) page faults: 5972579
	Voluntary context switches: 172691
	Involuntary context switches: 53134
	Swaps: 0
	File system inputs: 0
	File system outputs: 452544
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
