nice: cannot set niceness: Permission denied
Precompiling packages...
   1976.9 ms  ✓ DefineSingletons
   2218.6 ms  ✓ DiffResults
   7998.5 ms  ✓ Distributed
   2087.0 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   3117.1 ms  ✓ LogExpFunctions
   2195.4 ms  ✓ GPUArraysCore
   9220.9 ms  ✓ UnsafeAtomics
   1919.6 ms  ✓ EnzymeCore → AdaptExt
   2276.5 ms  ✓ ContextVariablesX
   2010.5 ms  ✓ PrecompileTools
   2197.3 ms  ✓ JLLWrappers
   2003.4 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   1996.1 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   1999.4 ms  ✓ Atomix
   9510.5 ms  ✓ MacroTools
   2698.6 ms  ✓ Functors
   7722.7 ms  ✓ DataStructures
   3686.0 ms  ✓ Tables
   2027.4 ms  ✓ FLoopsBase
   2393.3 ms  ✓ CommonSubexpressions
   5502.9 ms  ✓ ChainRulesCore
   3490.7 ms  ✓ OpenSpecFun_jll
   2302.8 ms  ✓ SortingAlgorithms
  12682.3 ms  ✓ Test
   4018.0 ms  ✓ SimpleTraits
   3622.3 ms  ✓ MLDataDevices
   4516.4 ms  ✓ Setfield
   2023.0 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
   2023.6 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   2573.1 ms  ✓ AbstractFFTs → AbstractFFTsChainRulesCoreExt
   4003.2 ms  ✓ StructArrays
   2307.1 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   6570.0 ms  ✓ IRTools
   2010.0 ms  ✓ MLDataDevices → ChainRulesCoreExt
   3975.5 ms  ✓ ZygoteRules
   1901.1 ms  ✓ MLDataDevices → FillArraysExt
   2908.5 ms  ✓ MLCore
   1722.1 ms  ✓ StructArrays → StructArraysLinearAlgebraExt
   2580.4 ms  ✓ SplittablesBase
  13118.8 ms  ✓ SparseArrays
   4588.6 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   7633.6 ms  ✓ Accessors
   4016.5 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   1195.8 ms  ✓ StructArrays → StructArraysAdaptExt
   1257.1 ms  ✓ Adapt → AdaptSparseArraysExt
   1267.2 ms  ✓ Accessors → LinearAlgebraExt
   1320.2 ms  ✓ StructArrays → StructArraysSparseArraysExt
   1472.6 ms  ✓ FillArrays → FillArraysSparseArraysExt
   1560.4 ms  ✓ SuiteSparse
   1678.5 ms  ✓ Statistics
   1641.6 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   1198.5 ms  ✓ MLDataDevices → SparseArraysExt
   1415.5 ms  ✓ Accessors → StructArraysExt
   1417.4 ms  ✓ Accessors → TestExt
   1305.2 ms  ✓ SparseInverseSubset
   1609.2 ms  ✓ BangBang
   7411.5 ms  ✓ SpecialFunctions
   1681.0 ms  ✓ FillArrays → FillArraysStatisticsExt
   1294.0 ms  ✓ BangBang → BangBangTablesExt
   1281.5 ms  ✓ DiffRules
   1391.5 ms  ✓ BangBang → BangBangChainRulesCoreExt
   2865.5 ms  ✓ Optimisers
   1613.2 ms  ✓ MicroCollections
   1096.9 ms  ✓ BangBang → BangBangStructArraysExt
    831.0 ms  ✓ Optimisers → OptimisersAdaptExt
    904.1 ms  ✓ Optimisers → OptimisersEnzymeCoreExt
   3914.2 ms  ✓ StatsBase
   2718.4 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
  15801.7 ms  ✓ StaticArrays
   3004.5 ms  ✓ Transducers
    993.0 ms  ✓ Adapt → AdaptStaticArraysExt
   1001.7 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
    997.0 ms  ✓ Transducers → TransducersAdaptExt
   1101.8 ms  ✓ FillArrays → FillArraysStaticArraysExt
   1215.9 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   1287.1 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   4808.9 ms  ✓ ForwardDiff
    727.9 ms  ✓ StructArrays → StructArraysStaticArraysExt
    751.5 ms  ✓ Accessors → StaticArraysExt
    677.0 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   6995.4 ms  ✓ ChainRules
    553.5 ms  ✓ BangBang → BangBangStaticArraysExt
    720.9 ms  ✓ MLDataDevices → ChainRulesExt
   4308.7 ms  ✓ KernelAbstractions
    992.9 ms  ✓ KernelAbstractions → LinearAlgebraExt
  35009.6 ms  ✓ MLStyle
    559.1 ms  ✓ StructArrays → StructArraysGPUArraysCoreExt
    581.5 ms  ✓ KernelAbstractions → EnzymeExt
    643.6 ms  ✓ KernelAbstractions → SparseArraysExt
   1485.0 ms  ✓ JuliaVariables
   3129.9 ms  ✓ NNlib
   2080.1 ms  ✓ FLoops
    720.6 ms  ✓ NNlib → NNlibSpecialFunctionsExt
    838.5 ms  ✓ OneHotArrays
    923.8 ms  ✓ NNlib → NNlibEnzymeCoreExt
    706.8 ms  ✓ NNlib → NNlibForwardDiffExt
    650.2 ms  ✓ MLDataDevices → OneHotArraysExt
   3605.6 ms  ✓ MLUtils
    942.4 ms  ✓ MLDataDevices → MLUtilsExt
  21010.5 ms  ✓ Zygote
    784.5 ms  ✓ MLDataDevices → ZygoteExt
   3748.0 ms  ✓ Flux
  146 dependencies successfully precompiled in 57 seconds
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +lts --project=F/Flux/Basic-Model-Gradient -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 180.98
	System time (seconds): 25.59
	Percent of CPU this job got: 358%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 0:57.66
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 941592
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 319
	Minor (reclaiming a frame) page faults: 6176808
	Voluntary context switches: 184267
	Involuntary context switches: 62950
	Swaps: 0
	File system inputs: 8
	File system outputs: 454480
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
