nice: cannot set niceness: Permission denied
Precompiling packages...
   1691.2 ms  ✓ nghttp2_jll
   2600.5 ms  ✓ CommonSolve → CommonSolveEnzymeCoreExt
  11608.5 ms  ✓ FunctionWrappers
   2321.9 ms  ✓ EnzymeCore → AdaptExt
   2493.3 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   3213.0 ms  ✓ GPUArraysCore
   2523.2 ms  ✓ DiffResults
   2594.3 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2598.0 ms  ✓ PrecompileTools
  10200.1 ms  ✓ Compat
   9843.5 ms  ✓ NaNMath
   3120.6 ms  ✓ JLLWrappers
  16376.1 ms  ✓ IrrationalConstants
   3295.9 ms  ✓ SciMLLogging
   2488.9 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
  10082.3 ms  ✓ RuntimeGeneratedFunctions
   2795.2 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2399.0 ms  ✓ Compat → CompatLinearAlgebraExt
  13790.7 ms  ✓ InteractiveUtils
   9416.5 ms  ✓ ArrayInterface
   2899.4 ms  ✓ OpenSpecFun_jll
   3502.8 ms  ✓ LogExpFunctions
   2389.3 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   8095.5 ms  ✓ DataStructures
   2574.7 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   3108.6 ms  ✓ FastBroadcast
   6585.3 ms  ✓ oneTBB_jll
  19800.2 ms  ✓ MacroTools
  15199.4 ms  ✓ Distributed
   3000.8 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   6705.6 ms  ✓ IntelOpenMP_jll
   7507.2 ms  ✓ RecipesBase
  12414.7 ms  ✓ DifferentiationInterface
   2500.1 ms  ✓ CommonSubexpressions
   2577.0 ms  ✓ TruncatedStacktraces
   1782.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2800.9 ms  ✓ MaybeInplace
   6426.2 ms  ✓ PreallocationTools
  18413.1 ms  ✓ TimerOutputs
   3735.1 ms  ✓ Setfield
   7397.4 ms  ✓ SciMLStructures
   3604.0 ms  ✓ MKL_jll
    789.0 ms  ✓ FiniteDiff
   7577.7 ms  ✓ SpecialFunctions
    508.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
  17505.4 ms  ✓ SparseArrays
   3380.6 ms  ✓ FunctionWrappersWrappers
   1234.4 ms  ✓ DiffRules
   6960.9 ms  ✓ Accessors
   1794.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   1817.4 ms  ✓ Statistics → SparseArraysExt
   1860.6 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   1869.3 ms  ✓ Adapt → AdaptSparseArraysExt
   1901.3 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   1933.0 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
    584.3 ms  ✓ Accessors → LinearAlgebraExt
   2091.9 ms  ✓ SymbolicIndexingInterface
   2651.9 ms  ✓ SciMLOperators
    668.1 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
    803.8 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   5098.8 ms  ✓ ForwardDiff
   1993.5 ms  ✓ FastPower → FastPowerForwardDiffExt
   8446.8 ms  ✓ SparseMatrixColorings
   2696.3 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
    790.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
   3341.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   9538.9 ms  ✓ Krylov
   6478.2 ms  ✓ RecursiveArrayTools
    477.4 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
    476.3 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
    526.6 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
    638.9 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
   7432.7 ms  ✓ SciMLBase
    701.9 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   1878.6 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   3119.6 ms  ✓ SciMLJacobianOperators
   5557.3 ms  ✓ LineSearch
   9419.3 ms  ✓ LinearSolve
   7628.9 ms  ✓ NonlinearSolveBase
   3343.2 ms  ✓ LinearSolve → LinearSolveForwardDiffExt
   1795.4 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   2131.6 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   2215.7 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
   5160.0 ms  ✓ LinearSolve → LinearSolveSparseArraysExt
   4213.6 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
   2029.7 ms  ✓ LinearSolve → LinearSolveEnzymeExt
   5308.7 ms  ✓ BracketingNonlinearSolve
   1933.3 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   7273.5 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   4413.6 ms  ✓ DiffEqBase
  10642.5 ms  ✓ NonlinearSolveSpectralMethods
   2919.9 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   1510.2 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
   6172.4 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   7168.6 ms  ✓ OrdinaryDiffEqCore
  11441.5 ms  ✓ SimpleNonlinearSolve
   2501.3 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreSparseArraysExt
  19367.8 ms  ✓ NonlinearSolveQuasiNewton
   9157.9 ms  ✓ OrdinaryDiffEqTsit5
   2729.8 ms  ✓ NonlinearSolveQuasiNewton → NonlinearSolveQuasiNewtonForwardDiffExt
   7426.8 ms  ✓ OrdinaryDiffEqDifferentiation
   1810.2 ms  ✓ OrdinaryDiffEqDifferentiation → OrdinaryDiffEqDifferentiationSparseArraysExt
  29828.9 ms  ✓ NonlinearSolveFirstOrder
  28236.0 ms  ✓ OrdinaryDiffEqVerner
  19649.8 ms  ✓ OrdinaryDiffEqRosenbrock
  36901.5 ms  ✓ NonlinearSolve
   4235.9 ms  ✓ OrdinaryDiffEqNonlinearSolve
  27895.8 ms  ✓ OrdinaryDiffEqSDIRK
   7594.1 ms  ✓ OrdinaryDiffEqBDF
  21817.1 ms  ✓ OrdinaryDiffEqDefault
   2778.8 ms  ✓ OrdinaryDiffEq
  140 dependencies successfully precompiled in 196 seconds. 26 already precompiled.
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +1.12.6 --project=O/OrdinaryDiffEq/Solve-The-Lorenz-Equation -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 672.02
	System time (seconds): 40.38
	Percent of CPU this job got: 274%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 4:19.78
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2172728
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 1155
	Minor (reclaiming a frame) page faults: 11729950
	Voluntary context switches: 29979
	Involuntary context switches: 33905
	Swaps: 0
	File system inputs: 0
	File system outputs: 1420576
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
