nice: cannot set niceness: Permission denied
Precompiling packages...
   1870.2 ms  ✓ ConcreteStructs
   2191.9 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2103.2 ms  ✓ DiffResults
   1935.8 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2101.3 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2494.2 ms  ✓ SciMLLogging
   5103.7 ms  ✓ ThreadingUtilities
   5496.9 ms  ✓ DifferentiationInterface
   2190.5 ms  ✓ EnzymeCore → AdaptExt
   2293.8 ms  ✓ GPUArraysCore
   2632.3 ms  ✓ ArrayInterface
  10617.7 ms  ✓ MacroTools
   3465.9 ms  ✓ LogExpFunctions
   2699.6 ms  ✓ IntelOpenMP_jll
   8594.6 ms  ✓ TimerOutputs
   2091.5 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   2513.7 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2596.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2786.2 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   4485.9 ms  ✓ Static
   3785.7 ms  ✓ oneTBB_jll
   3503.5 ms  ✓ OpenSpecFun_jll
   8101.7 ms  ✓ DataStructures
   7100.2 ms  ✓ Jieko
   3005.1 ms  ✓ SciMLStructures
   5616.6 ms  ✓ ChainRulesCore
   2408.6 ms  ✓ TruncatedStacktraces
   2489.4 ms  ✓ CommonSubexpressions
   2103.4 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   1805.9 ms  ✓ BitTwiddlingConvenienceFunctions
   7197.6 ms  ✓ RecipesBase
   3310.8 ms  ✓ MaybeInplace
   2811.8 ms  ✓ MKL_jll
   4985.0 ms  ✓ PreallocationTools
   1804.1 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   1713.3 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   1808.4 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
   3529.3 ms  ✓ CPUSummary
   4700.6 ms  ✓ Setfield
   4094.5 ms  ✓ StaticArrayInterface
   1296.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
  13960.9 ms  ✓ SparseArrays
   1491.8 ms  ✓ PolyesterWeave
   4089.8 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   2192.3 ms  ✓ FiniteDiff
   1992.5 ms  ✓ CloseOpenIntervals
   2082.5 ms  ✓ LayoutPointers
   7084.6 ms  ✓ Accessors
   2122.8 ms  ✓ Adapt → AdaptSparseArraysExt
   2223.0 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   2318.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2423.2 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2652.5 ms  ✓ Statistics
   1497.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   1311.3 ms  ✓ Accessors → LinearAlgebraExt
   1483.5 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   2117.3 ms  ✓ StrideArraysCore
   8110.7 ms  ✓ SpecialFunctions
   1981.8 ms  ✓ FillArrays → FillArraysStatisticsExt
   2297.5 ms  ✓ NLSolversBase
   1899.9 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   2006.2 ms  ✓ Polyester
   2092.5 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   2289.9 ms  ✓ DiffRules
   3594.5 ms  ✓ SymbolicIndexingInterface
   1812.9 ms  ✓ LineSearches
   1489.2 ms  ✓ FastBroadcast
   4507.9 ms  ✓ SciMLOperators
   4020.0 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
    901.5 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   1123.1 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
  20235.6 ms  ✓ StaticArrays
   2355.1 ms  ✓ Adapt → AdaptStaticArraysExt
   2564.1 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   2533.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   2573.6 ms  ✓ FillArrays → FillArraysStaticArraysExt
   2662.4 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   2660.3 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   9104.3 ms  ✓ ForwardDiff
   3785.1 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   4607.4 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
   7438.8 ms  ✓ FastGaussQuadrature
   3118.9 ms  ✓ FastPower → FastPowerForwardDiffExt
   3605.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   5805.2 ms  ✓ Accessors → StaticArraysExt
  18795.8 ms  ✓ SparseMatrixColorings
  12442.5 ms  ✓ RecursiveArrayTools
   4191.4 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
  23701.1 ms  ✓ Moshi
   4195.7 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
    833.5 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
    881.7 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
    939.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
    937.3 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
  19999.8 ms  ✓ Krylov
    496.3 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
   7412.3 ms  ✓ SciMLBase
    866.5 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
    887.6 ms  ✓ SciMLBase → SciMLBaseChainRulesCoreExt
   1097.9 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   2935.4 ms  ✓ SciMLJacobianOperators
  32486.7 ms  ✓ ExponentialUtilities
   5014.5 ms  ✓ LineSearch
   1102.3 ms  ✓ ExponentialUtilities → ExponentialUtilitiesStaticArraysExt
    870.1 ms  ✓ LineSearch → LineSearchLineSearchesExt
   6481.7 ms  ✓ NonlinearSolveBase
  10840.2 ms  ✓ LinearSolve
   1458.6 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   1282.2 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   1290.3 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseChainRulesCoreExt
   1337.3 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
   1512.5 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   2694.8 ms  ✓ LinearSolve → LinearSolveSparseArraysExt
   3439.2 ms  ✓ BracketingNonlinearSolve
   1237.6 ms  ✓ LinearSolve → LinearSolveEnzymeExt
   1157.8 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   2120.7 ms  ✓ LinearSolve → LinearSolveForwardDiffExt
   1242.1 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
   1396.6 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveChainRulesCoreExt
   2705.0 ms  ✓ DiffEqBase
   6434.4 ms  ✓ NonlinearSolveSpectralMethods
   1769.1 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   1728.5 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
   1777.5 ms  ✓ DiffEqBase → DiffEqBaseChainRulesCoreExt
   1857.3 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   3884.6 ms  ✓ OrdinaryDiffEqCore
   9490.0 ms  ✓ SimpleNonlinearSolve
   2394.5 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreSparseArraysExt
   6967.4 ms  ✓ SimpleNonlinearSolve → SimpleNonlinearSolveChainRulesCoreExt
   9467.7 ms  ✓ OrdinaryDiffEqFunctionMap
  11171.0 ms  ✓ OrdinaryDiffEqLinear
  11762.3 ms  ✓ OrdinaryDiffEqPRK
  12270.7 ms  ✓ OrdinaryDiffEqSymplecticRK
  12863.9 ms  ✓ OrdinaryDiffEqHighOrderRK
  13945.5 ms  ✓ OrdinaryDiffEqRKN
  14456.0 ms  ✓ OrdinaryDiffEqStabilizedRK
  14575.3 ms  ✓ OrdinaryDiffEqExplicitRK
  14751.6 ms  ✓ OrdinaryDiffEqFeagin
  15372.4 ms  ✓ OrdinaryDiffEqSSPRK
  16393.7 ms  ✓ OrdinaryDiffEqLowOrderRK
   9710.5 ms  ✓ OrdinaryDiffEqQPRK
  25902.7 ms  ✓ NonlinearSolveQuasiNewton
   9304.7 ms  ✓ OrdinaryDiffEqLowStorageRK
   2136.5 ms  ✓ NonlinearSolveQuasiNewton → NonlinearSolveQuasiNewtonForwardDiffExt
   8706.4 ms  ✓ OrdinaryDiffEqDifferentiation
   3760.4 ms  ✓ OrdinaryDiffEqAdamsBashforthMoulton
  20792.3 ms  ✓ OrdinaryDiffEqTsit5
   2118.5 ms  ✓ OrdinaryDiffEqDifferentiation → OrdinaryDiffEqDifferentiationSparseArraysExt
   1681.6 ms  ✓ OrdinaryDiffEqNordsieck
   4658.3 ms  ✓ OrdinaryDiffEqExponentialRK
   6257.0 ms  ✓ OrdinaryDiffEqExtrapolation
  39624.3 ms  ✓ NonlinearSolveFirstOrder
   8398.7 ms  ✓ NonlinearSolve
  12182.1 ms  ✓ OrdinaryDiffEqNonlinearSolve
  18502.2 ms  ✓ OrdinaryDiffEqStabilizedIRK
  18595.4 ms  ✓ OrdinaryDiffEqPDIRK
  18706.3 ms  ✓ OrdinaryDiffEqIMEXMultistep
  48482.0 ms  ✓ OrdinaryDiffEqRosenbrock
  19921.7 ms  ✓ OrdinaryDiffEqSDIRK
  75329.4 ms  ✓ OrdinaryDiffEqVerner
  11076.8 ms  ✓ OrdinaryDiffEqBDF
  30959.1 ms  ✓ OrdinaryDiffEqFIRK
  18122.2 ms  ✓ OrdinaryDiffEqDefault
   2774.0 ms  ✓ OrdinaryDiffEq
  208 dependencies successfully precompiled in 178 seconds
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +lts --project=O/OrdinaryDiffEq/Solve-The-Lorenz-Equation -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 652.99
	System time (seconds): 48.93
	Percent of CPU this job got: 393%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 2:58.56
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 1521660
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 1053
	Minor (reclaiming a frame) page faults: 11876019
	Voluntary context switches: 256659
	Involuntary context switches: 121976
	Swaps: 0
	File system inputs: 0
	File system outputs: 1445928
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
