nice: cannot set niceness: Permission denied
Precompiling packages...
   1936.0 ms  ✓ nghttp2_jll
   2296.6 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
  13913.2 ms  ✓ IrrationalConstants
  10200.2 ms  ✓ InteractiveUtils
   3307.7 ms  ✓ DiffResults
   9518.7 ms  ✓ NaNMath
   2502.3 ms  ✓ PrecompileTools
   2398.9 ms  ✓ FunctionWrappersWrappers
  11799.0 ms  ✓ Compat
  18817.0 ms  ✓ MacroTools
   3192.1 ms  ✓ SciMLLogging
   4606.4 ms  ✓ JLLWrappers
   2992.9 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   8441.1 ms  ✓ RuntimeGeneratedFunctions
   9926.8 ms  ✓ DifferentiationInterface
   2815.1 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2414.1 ms  ✓ EnzymeCore → AdaptExt
  11501.3 ms  ✓ ThreadingUtilities
   3393.8 ms  ✓ GPUArraysCore
   3280.4 ms  ✓ LogExpFunctions
   3494.5 ms  ✓ Compat → CompatLinearAlgebraExt
   3215.3 ms  ✓ TruncatedStacktraces
   3877.7 ms  ✓ CommonSubexpressions
   8901.0 ms  ✓ DataStructures
   4206.6 ms  ✓ OpenSpecFun_jll
   9135.8 ms  ✓ Jieko
  19040.0 ms  ✓ TimerOutputs
   3412.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2633.8 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   8211.6 ms  ✓ RecipesBase
  17395.3 ms  ✓ Distributed
  10610.7 ms  ✓ ArrayInterface
   7706.0 ms  ✓ oneTBB_jll
   7874.7 ms  ✓ IntelOpenMP_jll
   2046.4 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   2197.6 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2891.8 ms  ✓ MaybeInplace
   8824.4 ms  ✓ Setfield
   3712.2 ms  ✓ PreallocationTools
  22013.8 ms  ✓ SparseArrays
   2978.5 ms  ✓ Statistics → SparseArraysExt
   6290.3 ms  ✓ MKL_jll
   3184.3 ms  ✓ Adapt → AdaptSparseArraysExt
   4358.9 ms  ✓ FiniteDiff
   3892.9 ms  ✓ FillArrays → FillArraysSparseArraysExt
   4013.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
  11407.6 ms  ✓ ChainRulesCore
   9012.4 ms  ✓ SciMLStructures
  10907.4 ms  ✓ SpecialFunctions
   3016.8 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   2910.0 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   3002.6 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   3506.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
  16096.1 ms  ✓ Accessors
   3304.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
   2796.5 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   3412.2 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   3010.0 ms  ✓ DiffRules
  22152.2 ms  ✓ Static
  23797.9 ms  ✓ Test
   3871.9 ms  ✓ Accessors → LinearAlgebraExt
   6981.6 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   3796.1 ms  ✓ BitTwiddlingConvenienceFunctions
   2994.8 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   4793.6 ms  ✓ CPUSummary
   9301.3 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   8191.7 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   4481.4 ms  ✓ Accessors → TestExt
   2394.5 ms  ✓ PolyesterWeave
   7503.4 ms  ✓ SymbolicIndexingInterface
   9210.8 ms  ✓ SciMLOperators
  13499.1 ms  ✓ ReTestItems
   3812.6 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
  16600.6 ms  ✓ ForwardDiff
  25646.3 ms  ✓ SparseMatrixColorings
   5223.9 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
  39439.7 ms  ✓ StaticArrays
   2306.9 ms  ✓ FastPower → FastPowerForwardDiffExt
   2595.6 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
   2980.8 ms  ✓ Adapt → AdaptStaticArraysExt
   3588.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
   3584.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   3709.4 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   3985.2 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   4156.2 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
  30789.1 ms  ✓ Krylov
   3386.9 ms  ✓ Accessors → StaticArraysExt
   3015.8 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   5891.1 ms  ✓ FastGaussQuadrature
   8212.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
  14398.4 ms  ✓ RecursiveArrayTools
   8398.2 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
  39673.1 ms  ✓ Moshi
   1306.9 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   1679.5 ms  ✓ NLSolversBase
   1520.4 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
   2725.7 ms  ✓ LineSearches
  23094.2 ms  ✓ ArrayLayouts
  40669.6 ms  ✓ StaticArrayInterface
   1637.7 ms  ✓ CloseOpenIntervals
   2710.5 ms  ✓ ArrayLayouts → ArrayLayoutsSparseArraysExt
   1788.0 ms  ✓ LayoutPointers
   2295.6 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
   3027.3 ms  ✓ StrideArraysCore
  20713.2 ms  ✓ SciMLBase
   1801.4 ms  ✓ Polyester
   2186.4 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   2198.7 ms  ✓ SciMLBase → SciMLBaseChainRulesCoreExt
   1594.8 ms  ✓ FastBroadcast
  51844.7 ms  ✓ ExponentialUtilities
   7381.9 ms  ✓ LazyArrays
   3875.3 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   1004.7 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   1670.6 ms  ✓ ExponentialUtilities → ExponentialUtilitiesStaticArraysExt
   1352.5 ms  ✓ LazyArrays → LazyArraysStaticArraysExt
   2432.7 ms  ✓ DiffEqBase
   4969.6 ms  ✓ SciMLJacobianOperators
   2164.3 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   2237.9 ms  ✓ DiffEqBase → DiffEqBaseChainRulesCoreExt
   2387.3 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   4683.5 ms  ✓ OrdinaryDiffEqCore
   4609.6 ms  ✓ LineSearch
   1140.4 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreEnzymeCoreExt
   4116.7 ms  ✓ LineSearch → LineSearchLineSearchesExt
   8640.4 ms  ✓ OrdinaryDiffEqFunctionMap
  11144.7 ms  ✓ OrdinaryDiffEqSymplecticRK
  12531.7 ms  ✓ OrdinaryDiffEqExplicitRK
  12940.0 ms  ✓ OrdinaryDiffEqHighOrderRK
  13135.8 ms  ✓ OrdinaryDiffEqLinear
  13682.4 ms  ✓ OrdinaryDiffEqPRK
  14112.9 ms  ✓ OrdinaryDiffEqStabilizedRK
  14024.5 ms  ✓ OrdinaryDiffEqFeagin
  14089.8 ms  ✓ OrdinaryDiffEqRKN
  10667.8 ms  ✓ OrdinaryDiffEqQPRK
  14450.3 ms  ✓ OrdinaryDiffEqSSPRK
  22015.3 ms  ✓ NonlinearSolveBase
  17399.5 ms  ✓ OrdinaryDiffEqLowOrderRK
  24849.5 ms  ✓ LinearSolve
   4179.6 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   5028.5 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseChainRulesCoreExt
  13455.8 ms  ✓ OrdinaryDiffEqLowStorageRK
   5502.0 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
   5553.5 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   5987.0 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
  25117.0 ms  ✓ OrdinaryDiffEqTsit5
   8645.5 ms  ✓ OrdinaryDiffEqAdamsBashforthMoulton
  10313.1 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
   3416.3 ms  ✓ OrdinaryDiffEqNordsieck
  10732.7 ms  ✓ LinearSolve → LinearSolveForwardDiffExt
  11805.6 ms  ✓ BracketingNonlinearSolve
  12158.6 ms  ✓ LinearSolve → LinearSolveSparseArraysExt
   1701.9 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   2222.7 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveChainRulesCoreExt
   4481.5 ms  ✓ LinearSolve → LinearSolveEnzymeExt
  15713.3 ms  ✓ NonlinearSolveSpectralMethods
   8562.6 ms  ✓ OrdinaryDiffEqDifferentiation
   1759.3 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
   3769.0 ms  ✓ OrdinaryDiffEqDifferentiation → OrdinaryDiffEqDifferentiationSparseArraysExt
  13419.6 ms  ✓ SimpleNonlinearSolve
   2162.4 ms  ✓ SimpleNonlinearSolve → SimpleNonlinearSolveChainRulesCoreExt
   7896.5 ms  ✓ OrdinaryDiffEqExponentialRK
  11299.5 ms  ✓ OrdinaryDiffEqExtrapolation
  58634.1 ms  ✓ OrdinaryDiffEqVerner
  29084.6 ms  ✓ NonlinearSolveQuasiNewton
   2720.9 ms  ✓ NonlinearSolveQuasiNewton → NonlinearSolveQuasiNewtonForwardDiffExt
  38032.0 ms  ✓ NonlinearSolveFirstOrder
  31161.2 ms  ✓ OrdinaryDiffEqRosenbrock
  14448.8 ms  ✓ NonlinearSolve
   4037.7 ms  ✓ OrdinaryDiffEqNonlinearSolve
   4480.2 ms  ✓ OrdinaryDiffEqIMEXMultistep
   4587.9 ms  ✓ OrdinaryDiffEqStabilizedIRK
   4997.4 ms  ✓ OrdinaryDiffEqPDIRK
   5837.1 ms  ✓ OrdinaryDiffEqSDIRK
  11476.0 ms  ✓ OrdinaryDiffEqBDF
  23237.6 ms  ✓ OrdinaryDiffEqFIRK
  28158.3 ms  ✓ OrdinaryDiffEqDefault
   4364.5 ms  ✓ OrdinaryDiffEq
  217 dependencies successfully precompiled in 237 seconds. 26 already precompiled.
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +1.12.3 --project=O/OrdinaryDiffEq/Solve-The-Lorenz-Equation -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 1000.61
	System time (seconds): 64.75
	Percent of CPU this job got: 340%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 5:12.57
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2168924
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 675
	Minor (reclaiming a frame) page faults: 16005281
	Voluntary context switches: 34388
	Involuntary context switches: 100782
	Swaps: 0
	File system inputs: 0
	File system outputs: 1578760
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
