Precompiling Pkg...
    953.5 ms  ✓ Unicode
  21909.8 ms  ✓ SparseMatrixColorings
   3979.0 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   4203.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   4622.4 ms  ✓ FastPower → FastPowerForwardDiffExt
   9507.9 ms  ✓ FastGaussQuadrature
   4693.0 ms  ✓ PreallocationTools
  27805.0 ms  ✓ Moshi
  23818.4 ms  ✓ Krylov
   1438.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
  46234.9 ms  ✓ ArrayLayouts
   1226.1 ms  ✓ NLSolversBase
    493.6 ms  ✓ ArrayLayouts → ArrayLayoutsSparseArraysExt
   1287.2 ms  ✓ LineSearches
   1559.2 ms  ✓ LazyArrays
    788.3 ms  ✓ LazyArrays → LazyArraysStaticArraysExt
  28546.0 ms  ✓ PrettyTables
   1009.1 ms  ✓ SymbolicIndexingInterface
   1548.6 ms  ✓ RecursiveArrayTools
    665.5 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
    706.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
    738.3 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
   5580.3 ms  ✓ SciMLBase
    776.7 ms  ✓ SciMLBase → SciMLBaseChainRulesCoreExt
   1763.5 ms  ✓ DiffEqBase
   2264.2 ms  ✓ SciMLJacobianOperators
   1775.6 ms  ✓ DiffEqBase → DiffEqBaseChainRulesCoreExt
   1857.3 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   2147.9 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   3844.1 ms  ✓ OrdinaryDiffEqCore
   3753.5 ms  ✓ LineSearch
   1071.3 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreEnzymeCoreExt
   3199.7 ms  ✓ LineSearch → LineSearchLineSearchesExt
   9015.8 ms  ✓ OrdinaryDiffEqFunctionMap
  14452.9 ms  ✓ NonlinearSolveBase
  11799.0 ms  ✓ OrdinaryDiffEqPRK
  12401.1 ms  ✓ OrdinaryDiffEqFeagin
  12644.5 ms  ✓ OrdinaryDiffEqSymplecticRK
  12744.1 ms  ✓ OrdinaryDiffEqExplicitRK
  14022.6 ms  ✓ OrdinaryDiffEqStabilizedRK
  14543.1 ms  ✓ OrdinaryDiffEqHighOrderRK
  13286.9 ms  ✓ OrdinaryDiffEqQPRK
  15807.8 ms  ✓ OrdinaryDiffEqRKN
  16439.3 ms  ✓ OrdinaryDiffEqSSPRK
   6091.1 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseDiffEqBaseExt
   6501.4 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   7603.5 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
  10509.4 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
  21424.3 ms  ✓ OrdinaryDiffEqLowOrderRK
   9198.2 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
  18701.7 ms  ✓ OrdinaryDiffEqLowStorageRK
  33940.3 ms  ✓ LinearSolve
  28239.0 ms  ✓ OrdinaryDiffEqTsit5
  72011.5 ms  ✓ ExponentialUtilities
  17119.2 ms  ✓ BracketingNonlinearSolve
   9733.3 ms  ✓ OrdinaryDiffEqAdamsBashforthMoulton
   3591.2 ms  ✓ ExponentialUtilities → ExponentialUtilitiesStaticArraysExt
   4563.2 ms  ✓ OrdinaryDiffEqNordsieck
   5231.1 ms  ✓ LinearSolve → LinearSolveEnzymeExt
   2139.3 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   5404.2 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
   4446.2 ms  ✓ OrdinaryDiffEqLinear
   7693.6 ms  ✓ LinearSolve → LinearSolveSparseArraysExt
  17331.5 ms  ✓ NonlinearSolveSpectralMethods
   1502.6 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
   4970.4 ms  ✓ OrdinaryDiffEqDifferentiation
  12073.5 ms  ✓ SimpleNonlinearSolve
   1899.0 ms  ✓ SimpleNonlinearSolve → SimpleNonlinearSolveChainRulesCoreExt
   1917.4 ms  ✓ SimpleNonlinearSolve → SimpleNonlinearSolveDiffEqBaseExt
   7990.5 ms  ✓ OrdinaryDiffEqExtrapolation
  15469.5 ms  ✓ NonlinearSolveQuasiNewton
   6930.3 ms  ✓ NonlinearSolveQuasiNewton → NonlinearSolveQuasiNewtonForwardDiffExt
  64100.3 ms  ✓ OrdinaryDiffEqVerner
  30094.0 ms  ✓ NonlinearSolveFirstOrder
  30370.0 ms  ✓ OrdinaryDiffEqRosenbrock
   9720.3 ms  ✓ NonlinearSolve
   3502.8 ms  ✓ OrdinaryDiffEqNonlinearSolve
   3834.7 ms  ✓ OrdinaryDiffEqStabilizedIRK
   3876.4 ms  ✓ OrdinaryDiffEqIMEXMultistep
   4299.2 ms  ✓ OrdinaryDiffEqPDIRK
   5164.1 ms  ✓ OrdinaryDiffEqSDIRK
   3456.9 ms  ✓ OrdinaryDiffEqExponentialRK
  15572.1 ms  ✓ OrdinaryDiffEqFIRK
  11508.2 ms  ✓ OrdinaryDiffEqBDF
  17380.1 ms  ✓ OrdinaryDiffEqDefault
   3636.7 ms  ✓ OrdinaryDiffEq
  216 dependencies successfully precompiled in 190 seconds. 23 already precompiled.
	Command being timed: "julia +1.11.5 --project=O/OrdinaryDiffEq/Solve-The-Lorenz-Equation -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 758.46
	System time (seconds): 56.19
	Percent of CPU this job got: 346%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 3:54.94
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2048384
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 893
	Minor (reclaiming a frame) page faults: 13565875
	Voluntary context switches: 297341
	Involuntary context switches: 148646
	Swaps: 0
	File system inputs: 560
	File system outputs: 2084856
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
