nice: cannot set niceness: Permission denied
Precompiling packages...
   1989.1 ms  ✓ ConcreteStructs
   1914.7 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   7668.3 ms  ✓ RecipesBase
   2398.5 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
   3297.0 ms  ✓ CPUSummary
   1176.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
   4612.5 ms  ✓ Setfield
   3687.2 ms  ✓ StaticArrayInterface
  13431.0 ms  ✓ SparseArrays
   4084.8 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   1595.3 ms  ✓ PolyesterWeave
   2190.7 ms  ✓ FiniteDiff
   2023.0 ms  ✓ CloseOpenIntervals
   2211.5 ms  ✓ LayoutPointers
   2222.7 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   7195.7 ms  ✓ Accessors
   2375.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2486.6 ms  ✓ Adapt → AdaptSparseArraysExt
   2589.1 ms  ✓ Statistics
   2594.4 ms  ✓ FillArrays → FillArraysSparseArraysExt
   1592.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
    996.3 ms  ✓ Accessors → LinearAlgebraExt
   1196.0 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   8507.3 ms  ✓ SpecialFunctions
   1595.5 ms  ✓ FillArrays → FillArraysStatisticsExt
   2297.9 ms  ✓ StrideArraysCore
   2201.1 ms  ✓ NLSolversBase
   1704.8 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   1714.3 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   2076.1 ms  ✓ DiffRules
   1912.3 ms  ✓ Polyester
   1501.6 ms  ✓ LineSearches
   3701.3 ms  ✓ SymbolicIndexingInterface
   3581.2 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   4402.4 ms  ✓ SciMLOperators
   1570.6 ms  ✓ FastBroadcast
    894.1 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   1278.8 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
  19804.7 ms  ✓ StaticArrays
   1798.8 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   2186.7 ms  ✓ Adapt → AdaptStaticArraysExt
   2476.5 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   2488.2 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   2880.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   2974.1 ms  ✓ FillArrays → FillArraysStaticArraysExt
   3525.0 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
  10318.0 ms  ✓ ForwardDiff
   4000.6 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
   3996.3 ms  ✓ Accessors → StaticArraysExt
  17088.2 ms  ✓ SparseMatrixColorings
   6977.2 ms  ✓ FastGaussQuadrature
  10416.9 ms  ✓ RecursiveArrayTools
   1715.6 ms  ✓ FastPower → FastPowerForwardDiffExt
   2205.7 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   2313.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   2496.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
   2288.2 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   2434.6 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   3501.0 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
   2688.1 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
  20219.1 ms  ✓ Krylov
  22243.8 ms  ✓ Moshi
    568.5 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
   7584.7 ms  ✓ SciMLBase
    877.0 ms  ✓ SciMLBase → SciMLBaseChainRulesCoreExt
    891.2 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   1080.0 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   2649.9 ms  ✓ SciMLJacobianOperators
  33179.5 ms  ✓ ExponentialUtilities
   5196.8 ms  ✓ LineSearch
    897.3 ms  ✓ LineSearch → LineSearchLineSearchesExt
   1043.3 ms  ✓ ExponentialUtilities → ExponentialUtilitiesStaticArraysExt
   6706.2 ms  ✓ NonlinearSolveBase
  10771.2 ms  ✓ LinearSolve
   1405.6 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   1294.3 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   1314.5 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseChainRulesCoreExt
   1354.3 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
   1505.0 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   2810.2 ms  ✓ LinearSolve → LinearSolveSparseArraysExt
   3514.2 ms  ✓ BracketingNonlinearSolve
   1310.3 ms  ✓ LinearSolve → LinearSolveEnzymeExt
   1215.8 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   2202.1 ms  ✓ LinearSolve → LinearSolveForwardDiffExt
   1305.5 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
   1369.3 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveChainRulesCoreExt
   2769.4 ms  ✓ DiffEqBase
   6516.0 ms  ✓ NonlinearSolveSpectralMethods
   1845.4 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   1660.4 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
   1724.9 ms  ✓ DiffEqBase → DiffEqBaseChainRulesCoreExt
   1839.7 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   3796.3 ms  ✓ OrdinaryDiffEqCore
   9534.5 ms  ✓ SimpleNonlinearSolve
   2356.9 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreSparseArraysExt
   7222.8 ms  ✓ SimpleNonlinearSolve → SimpleNonlinearSolveChainRulesCoreExt
  10182.3 ms  ✓ OrdinaryDiffEqFunctionMap
  11384.2 ms  ✓ OrdinaryDiffEqLinear
  13076.6 ms  ✓ OrdinaryDiffEqFeagin
  13475.6 ms  ✓ OrdinaryDiffEqPRK
  13787.0 ms  ✓ OrdinaryDiffEqHighOrderRK
  13849.6 ms  ✓ OrdinaryDiffEqRKN
  13980.5 ms  ✓ OrdinaryDiffEqExplicitRK
  14694.5 ms  ✓ OrdinaryDiffEqStabilizedRK
  14892.1 ms  ✓ OrdinaryDiffEqSymplecticRK
  15293.5 ms  ✓ OrdinaryDiffEqSSPRK
  15981.5 ms  ✓ OrdinaryDiffEqLowOrderRK
  24952.6 ms  ✓ NonlinearSolveQuasiNewton
   9900.7 ms  ✓ OrdinaryDiffEqQPRK
   2611.1 ms  ✓ NonlinearSolveQuasiNewton → NonlinearSolveQuasiNewtonForwardDiffExt
  19693.9 ms  ✓ OrdinaryDiffEqTsit5
   9836.9 ms  ✓ OrdinaryDiffEqLowStorageRK
   8675.7 ms  ✓ OrdinaryDiffEqDifferentiation
   4157.0 ms  ✓ OrdinaryDiffEqAdamsBashforthMoulton
   1716.8 ms  ✓ OrdinaryDiffEqNordsieck
   1542.3 ms  ✓ OrdinaryDiffEqDifferentiation → OrdinaryDiffEqDifferentiationSparseArraysExt
   3158.8 ms  ✓ OrdinaryDiffEqExponentialRK
   3839.2 ms  ✓ OrdinaryDiffEqExtrapolation
  41577.7 ms  ✓ NonlinearSolveFirstOrder
  48480.8 ms  ✓ OrdinaryDiffEqVerner
  17025.5 ms  ✓ NonlinearSolve
  28897.2 ms  ✓ OrdinaryDiffEqRosenbrock
   2676.2 ms  ✓ OrdinaryDiffEqNonlinearSolve
   2825.0 ms  ✓ OrdinaryDiffEqStabilizedIRK
   2823.5 ms  ✓ OrdinaryDiffEqIMEXMultistep
   3144.2 ms  ✓ OrdinaryDiffEqPDIRK
   3961.9 ms  ✓ OrdinaryDiffEqSDIRK
  10292.3 ms  ✓ OrdinaryDiffEqBDF
  14282.8 ms  ✓ OrdinaryDiffEqFIRK
  18641.7 ms  ✓ OrdinaryDiffEqDefault
   2833.8 ms  ✓ OrdinaryDiffEq
  208 dependencies successfully precompiled in 163 seconds
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +lts --project=O/OrdinaryDiffEq/Solve-The-Lorenz-Equation -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 575.42
	System time (seconds): 47.88
	Percent of CPU this job got: 380%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 2:43.77
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 1361088
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 886
	Minor (reclaiming a frame) page faults: 11997747
	Voluntary context switches: 271470
	Involuntary context switches: 117410
	Swaps: 0
	File system inputs: 0
	File system outputs: 1361960
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
