nice: cannot set niceness: Permission denied
Precompiling packages...
   2131.9 ms  ✓ ConcreteStructs
   3302.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   3299.6 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   3373.7 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   6795.1 ms  ✓ SpecialFunctions
    914.6 ms  ✓ DiffRules
   2474.7 ms  ✓ SymbolicIndexingInterface
   3315.6 ms  ✓ SciMLOperators
   1074.8 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   5180.0 ms  ✓ ForwardDiff
   2312.6 ms  ✓ FastPower → FastPowerForwardDiffExt
   8025.2 ms  ✓ RecursiveArrayTools
   4599.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
  14417.4 ms  ✓ SparseMatrixColorings
   5794.0 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
   2910.0 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   3598.7 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsTablesExt
   3693.5 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
   3803.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
  17096.1 ms  ✓ Krylov
   4594.5 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
   3599.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
  20389.3 ms  ✓ SparseColumnPivotedQR
    424.5 ms  ✓ SparseColumnPivotedQR → SparseColumnPivotedQRAMDExt
  11372.6 ms  ✓ SciMLBase
   4183.3 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   5681.8 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
  11539.7 ms  ✓ SciMLJacobianOperators
  43599.1 ms  ✓ PrettyTables
  46712.5 ms  ✓ PureKLU
    566.5 ms  ✓ SymbolicIndexingInterface → SymbolicIndexingInterfacePrettyTablesExt
    581.4 ms  ✓ PureKLU → PureKLUForwardDiffExt
   4702.1 ms  ✓ LineSearch
   2912.1 ms  ✓ TimerOutputs
   4993.3 ms  ✓ NonlinearSolveBase
   9870.7 ms  ✓ LinearSolve
   2090.2 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   2411.7 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   2318.6 ms  ✓ BracketingNonlinearSolve
   3737.0 ms  ✓ LinearSolve → LinearSolveSparseArraysExt
   5823.4 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   1792.7 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   4988.5 ms  ✓ LinearSolve → LinearSolveForwardDiffExt
   1332.6 ms  ✓ LinearSolve → LinearSolveEnzymeExt
   5341.7 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
   3425.5 ms  ✓ DiffEqBase
   1211.4 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   8777.9 ms  ✓ NonlinearSolveSpectralMethods
  12492.6 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
   1529.4 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
   6423.5 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   5585.0 ms  ✓ OrdinaryDiffEqCore
   2181.8 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreSparseArraysExt
  10902.9 ms  ✓ SimpleNonlinearSolve
   3028.5 ms  ✓ OrdinaryDiffEqDifferentiation
   1511.1 ms  ✓ OrdinaryDiffEqDifferentiation → OrdinaryDiffEqDifferentiationSparseArraysExt
  15218.4 ms  ✓ OrdinaryDiffEqTsit5
  25002.7 ms  ✓ NonlinearSolveQuasiNewton
   1344.6 ms  ✓ NonlinearSolveQuasiNewton → NonlinearSolveQuasiNewtonForwardDiffExt
  31484.1 ms  ✓ OrdinaryDiffEqVerner
  63932.7 ms  ✓ NonlinearSolveFirstOrder
  56408.4 ms  ✓ OrdinaryDiffEqRosenbrock
  33055.8 ms  ✓ NonlinearSolve
   2695.4 ms  ✓ OrdinaryDiffEqNonlinearSolve
  35947.5 ms  ✓ OrdinaryDiffEqSDIRK
  10739.2 ms  ✓ OrdinaryDiffEqBDF
  66527.6 ms  ✓ OrdinaryDiffEqDefault
   2937.1 ms  ✓ OrdinaryDiffEq
  152 dependencies successfully precompiled in 295 seconds
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +lts --project=O/OrdinaryDiffEq/Solve-The-Lorenz-Equation -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 949.91
	System time (seconds): 39.73
	Percent of CPU this job got: 334%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 4:56.10
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2690744
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 782
	Minor (reclaiming a frame) page faults: 11159625
	Voluntary context switches: 200551
	Involuntary context switches: 108410
	Swaps: 0
	File system inputs: 0
	File system outputs: 1958808
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
