Precompiling Pkg...
    963.0 ms  ✓ Unicode
   2508.6 ms  ✓ PolyesterWeave
   5816.1 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
  10319.8 ms  ✓ SpecialFunctions
   1690.9 ms  ✓ CloseOpenIntervals
   4301.4 ms  ✓ SparseMatrixColorings
   2002.5 ms  ✓ LayoutPointers
   1481.0 ms  ✓ DiffRules
   3204.5 ms  ✓ SymbolicIndexingInterface
   3825.2 ms  ✓ SciMLOperators
   2094.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
   2278.9 ms  ✓ StrideArraysCore
   1695.7 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   1906.9 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   1722.1 ms  ✓ Polyester
   4881.3 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   1098.4 ms  ✓ FastBroadcast
   4514.1 ms  ✓ RecursiveArrayTools
   1797.2 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   1889.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
  21830.7 ms  ✓ StaticArrays
   8314.7 ms  ✓ ForwardDiff
   3350.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   3361.6 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   3366.1 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   3451.3 ms  ✓ Adapt → AdaptStaticArraysExt
   3455.3 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   3461.9 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   3566.6 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
   3653.6 ms  ✓ Accessors → StaticArraysExt
  16683.0 ms  ✓ Krylov
   2627.2 ms  ✓ FastPower → FastPowerForwardDiffExt
   2904.2 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   4579.9 ms  ✓ ArnoldiMethod
   1594.7 ms  ✓ PreallocationTools
   1733.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   1746.9 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   2088.5 ms  ✓ NLSolversBase
   5453.1 ms  ✓ FastGaussQuadrature
   4091.2 ms  ✓ LineSearches
  39635.3 ms  ✓ ArrayLayouts
  45691.4 ms  ✓ MLStyle
    601.8 ms  ✓ ArrayLayouts → ArrayLayoutsSparseArraysExt
   6428.7 ms  ✓ Graphs
    644.6 ms  ✓ VertexSafeGraphs
   1572.6 ms  ✓ LazyArrays
    879.0 ms  ✓ LazyArrays → LazyArraysStaticArraysExt
   1584.2 ms  ✓ SparseDiffTools
    945.2 ms  ✓ SparseDiffTools → SparseDiffToolsPolyesterExt
   3831.8 ms  ✓ Expronicon
   7266.2 ms  ✓ SciMLBase
    696.4 ms  ✓ SciMLBase → SciMLBaseChainRulesCoreExt
   1986.9 ms  ✓ SciMLJacobianOperators
   3659.4 ms  ✓ DiffEqBase
   1643.0 ms  ✓ DiffEqBase → DiffEqBaseChainRulesCoreExt
   1853.9 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   2091.3 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   3910.3 ms  ✓ LineSearch
   1008.6 ms  ✓ LineSearch → LineSearchLineSearchesExt
   3778.5 ms  ✓ OrdinaryDiffEqCore
   5781.5 ms  ✓ NonlinearSolveBase
   1881.1 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreEnzymeCoreExt
   1833.4 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   2724.0 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseDiffEqBaseExt
   3546.9 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
   4031.4 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   4835.1 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
  11469.6 ms  ✓ OrdinaryDiffEqExplicitRK
  11515.4 ms  ✓ OrdinaryDiffEqPRK
  13170.1 ms  ✓ OrdinaryDiffEqHighOrderRK
  12291.6 ms  ✓ OrdinaryDiffEqFeagin
  14712.7 ms  ✓ OrdinaryDiffEqFunctionMap
  14980.6 ms  ✓ OrdinaryDiffEqStabilizedRK
  16972.4 ms  ✓ OrdinaryDiffEqSSPRK
  20520.6 ms  ✓ BracketingNonlinearSolve
  17673.9 ms  ✓ OrdinaryDiffEqRKN
  20873.2 ms  ✓ OrdinaryDiffEqSymplecticRK
  19606.7 ms  ✓ OrdinaryDiffEqQPRK
   5300.7 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
  33902.2 ms  ✓ LinearSolve
  25382.4 ms  ✓ OrdinaryDiffEqLowOrderRK
  69119.6 ms  ✓ ExponentialUtilities
  28531.0 ms  ✓ OrdinaryDiffEqTsit5
  17233.5 ms  ✓ OrdinaryDiffEqLowStorageRK
   5569.1 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
   2680.6 ms  ✓ ExponentialUtilities → ExponentialUtilitiesStaticArraysExt
   5829.4 ms  ✓ LinearSolve → LinearSolveEnzymeExt
   5794.9 ms  ✓ OrdinaryDiffEqAdamsBashforthMoulton
   3006.6 ms  ✓ OrdinaryDiffEqNordsieck
  20410.2 ms  ✓ NonlinearSolveSpectralMethods
   8553.2 ms  ✓ LinearSolve → LinearSolveSparseArraysExt
   1524.0 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
   3256.3 ms  ✓ OrdinaryDiffEqDifferentiation
  15719.3 ms  ✓ SimpleNonlinearSolve
   1783.1 ms  ✓ SimpleNonlinearSolve → SimpleNonlinearSolveChainRulesCoreExt
   1836.9 ms  ✓ SimpleNonlinearSolve → SimpleNonlinearSolveDiffEqBaseExt
   7396.1 ms  ✓ OrdinaryDiffEqExtrapolation
  13928.1 ms  ✓ NonlinearSolveQuasiNewton
   2810.6 ms  ✓ NonlinearSolveQuasiNewton → NonlinearSolveQuasiNewtonForwardDiffExt
  25560.3 ms  ✓ NonlinearSolveFirstOrder
  26555.2 ms  ✓ OrdinaryDiffEqRosenbrock
  65482.1 ms  ✓ OrdinaryDiffEqVerner
   1455.2 ms  ✓ OrdinaryDiffEqLinear
   9736.3 ms  ✓ NonlinearSolve
   3325.0 ms  ✓ OrdinaryDiffEqNonlinearSolve
   3691.1 ms  ✓ OrdinaryDiffEqIMEXMultistep
   3735.0 ms  ✓ OrdinaryDiffEqStabilizedIRK
   4010.6 ms  ✓ OrdinaryDiffEqPDIRK
   4946.3 ms  ✓ OrdinaryDiffEqSDIRK
   3362.3 ms  ✓ OrdinaryDiffEqExponentialRK
  14734.8 ms  ✓ OrdinaryDiffEqFIRK
  10679.0 ms  ✓ OrdinaryDiffEqBDF
  17250.0 ms  ✓ OrdinaryDiffEqDefault
   3426.8 ms  ✓ OrdinaryDiffEq
  219 dependencies successfully precompiled in 178 seconds. 23 already precompiled.
	Command being timed: "julia +1.11.3 --project=O/OrdinaryDiffEq/Solve-The-Lorenz-Equation -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 714.91
	System time (seconds): 54.97
	Percent of CPU this job got: 345%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 3:42.81
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2003296
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 972
	Minor (reclaiming a frame) page faults: 13329034
	Voluntary context switches: 301964
	Involuntary context switches: 122121
	Swaps: 0
	File system inputs: 0
	File system outputs: 1648416
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
