nice: cannot set niceness: Permission denied
Precompiling packages...
   2023.3 ms  ✓ ConcreteStructs
   8703.4 ms  ✓ SparseArrays
   2907.5 ms  ✓ Accessors
   1790.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   1895.3 ms  ✓ Adapt → AdaptSparseArraysExt
   1990.9 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   1989.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   1910.4 ms  ✓ Accessors → LinearAlgebraExt
   2250.7 ms  ✓ Statistics
   4958.8 ms  ✓ SpecialFunctions
   2355.3 ms  ✓ AMD
   2568.7 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   2570.0 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
    828.2 ms  ✓ DiffRules
   1753.4 ms  ✓ SymbolicIndexingInterface
   2387.9 ms  ✓ SciMLOperators
    806.9 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
    983.3 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   4107.3 ms  ✓ ForwardDiff
   2177.7 ms  ✓ FastPower → FastPowerForwardDiffExt
   3199.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   6930.7 ms  ✓ RecursiveArrayTools
  10774.8 ms  ✓ SparseMatrixColorings
   3701.2 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
   2389.4 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   2500.4 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   2736.7 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
   3218.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
   3515.1 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
  14701.9 ms  ✓ Krylov
  17296.2 ms  ✓ SparseColumnPivotedQR
    429.3 ms  ✓ SparseColumnPivotedQR → SparseColumnPivotedQRAMDExt
  10401.8 ms  ✓ SciMLBase
   2180.1 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   3047.4 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   4403.9 ms  ✓ SciMLJacobianOperators
  32775.5 ms  ✓ PureKLU
   3806.3 ms  ✓ LineSearch
   4850.8 ms  ✓ NonlinearSolveBase
    963.6 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   1194.5 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
   1194.5 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   1954.6 ms  ✓ BracketingNonlinearSolve
   5454.9 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   3294.8 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   9940.4 ms  ✓ LinearSolve
   4965.0 ms  ✓ DiffEqBase
   8377.1 ms  ✓ NonlinearSolveSpectralMethods
   1686.1 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   4237.0 ms  ✓ LinearSolve → LinearSolveSparseArraysExt
   1596.8 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
   5931.5 ms  ✓ LinearSolve → LinearSolveForwardDiffExt
   1915.6 ms  ✓ LinearSolve → LinearSolveEnzymeExt
   5339.0 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   6587.7 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
   3983.0 ms  ✓ OrdinaryDiffEqCore
   2011.7 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreSparseArraysExt
  10353.9 ms  ✓ SimpleNonlinearSolve
   3332.9 ms  ✓ OrdinaryDiffEqDifferentiation
   1440.7 ms  ✓ OrdinaryDiffEqDifferentiation → OrdinaryDiffEqDifferentiationSparseArraysExt
   6273.4 ms  ✓ OrdinaryDiffEqTsit5
  13265.0 ms  ✓ NonlinearSolveQuasiNewton
   1281.1 ms  ✓ NonlinearSolveQuasiNewton → NonlinearSolveQuasiNewtonForwardDiffExt
  37594.2 ms  ✓ NonlinearSolveFirstOrder
  35858.9 ms  ✓ OrdinaryDiffEqVerner
  31510.3 ms  ✓ OrdinaryDiffEqRosenbrock
  27826.8 ms  ✓ NonlinearSolve
   2515.2 ms  ✓ OrdinaryDiffEqNonlinearSolve
  34338.7 ms  ✓ OrdinaryDiffEqSDIRK
   6356.0 ms  ✓ OrdinaryDiffEqBDF
  19988.8 ms  ✓ OrdinaryDiffEqDefault
   2560.4 ms  ✓ OrdinaryDiffEq
  140 dependencies successfully precompiled in 196 seconds
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +lts --project=O/OrdinaryDiffEq/Solve-The-Lorenz-Equation -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 607.41
	System time (seconds): 33.30
	Percent of CPU this job got: 325%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 3:16.77
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2228560
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 713
	Minor (reclaiming a frame) page faults: 9285999
	Voluntary context switches: 183308
	Involuntary context switches: 73392
	Swaps: 0
	File system inputs: 0
	File system outputs: 1443088
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
