Precompiling Pkg...
    974.1 ms  ✓ Unicode
   2908.7 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
  17916.7 ms  ✓ SparseArrays
   3095.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
  10214.3 ms  ✓ Accessors
   7310.5 ms  ✓ StaticArrayInterface
   3000.7 ms  ✓ Statistics → SparseArraysExt
   3293.1 ms  ✓ PolyesterWeave
   4896.7 ms  ✓ HostCPUFeatures
   4319.7 ms  ✓ FillArrays → FillArraysSparseArraysExt
   3225.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   7899.6 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   5912.0 ms  ✓ MKL_jll
   3279.7 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   5193.4 ms  ✓ KLU
  17778.4 ms  ✓ Test
   3097.1 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   4096.0 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   3313.2 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   2418.9 ms  ✓ StaticArrayInterface → StaticArrayInterfaceOffsetArraysExt
   2692.1 ms  ✓ Accessors → LinearAlgebraExt
   2482.0 ms  ✓ CloseOpenIntervals
   2595.5 ms  ✓ LayoutPointers
   2296.5 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   4913.1 ms  ✓ SparseMatrixColorings
  13412.5 ms  ✓ SpecialFunctions
   2321.3 ms  ✓ Accessors → TestExt
   3899.5 ms  ✓ Sparspak
   2678.2 ms  ✓ StrideArraysCore
   2010.3 ms  ✓ DiffRules
   2412.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
   3990.8 ms  ✓ SciMLOperators
   4015.0 ms  ✓ SymbolicIndexingInterface
   1908.6 ms  ✓ Polyester
   1816.7 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   1918.0 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   4824.9 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   1806.7 ms  ✓ FastBroadcast
  25216.6 ms  ✓ StaticArrays
   5975.6 ms  ✓ RecursiveArrayTools
   3086.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   3170.1 ms  ✓ Adapt → AdaptStaticArraysExt
   3179.8 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   3184.4 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   3183.3 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   3263.9 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
   3279.8 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   3462.7 ms  ✓ Accessors → StaticArraysExt
  19528.8 ms  ✓ Krylov
   4166.4 ms  ✓ ArnoldiMethod
  10295.1 ms  ✓ ForwardDiff
   1784.3 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   2295.6 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
   5206.3 ms  ✓ FastGaussQuadrature
   1593.9 ms  ✓ FastPower → FastPowerForwardDiffExt
   2101.7 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   2115.9 ms  ✓ PreallocationTools
   2178.4 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   2182.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   2340.0 ms  ✓ NLSolversBase
  45499.8 ms  ✓ ArrayLayouts
  21786.9 ms  ✓ VectorizationBase
   6637.4 ms  ✓ LineSearches
   1675.9 ms  ✓ ArrayLayouts → ArrayLayoutsSparseArraysExt
  53020.7 ms  ✓ MLStyle
   1042.2 ms  ✓ SLEEFPirates
  10380.8 ms  ✓ Graphs
    744.3 ms  ✓ VertexSafeGraphs
   1785.1 ms  ✓ LazyArrays
    953.7 ms  ✓ LazyArrays → LazyArraysStaticArraysExt
   1702.8 ms  ✓ SparseDiffTools
    986.6 ms  ✓ SparseDiffTools → SparseDiffToolsPolyesterExt
   4133.6 ms  ✓ Expronicon
   7561.2 ms  ✓ SciMLBase
    788.8 ms  ✓ SciMLBase → SciMLBaseChainRulesCoreExt
   2697.5 ms  ✓ SciMLJacobianOperators
   8379.9 ms  ✓ DiffEqBase
  21375.8 ms  ✓ LoopVectorization
   2621.5 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   2725.9 ms  ✓ DiffEqBase → DiffEqBaseChainRulesCoreExt
   1413.6 ms  ✓ LoopVectorization → SpecialFunctionsExt
   9106.2 ms  ✓ LineSearch
   1625.6 ms  ✓ TriangularSolve
   1829.2 ms  ✓ LoopVectorization → ForwardDiffExt
   1012.3 ms  ✓ LineSearch → LineSearchLineSearchesExt
  10873.3 ms  ✓ NonlinearSolveBase
   5282.1 ms  ✓ OrdinaryDiffEqCore
   1637.0 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   2104.8 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   2107.1 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
   2209.5 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseDiffEqBaseExt
   2335.5 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   2338.5 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreEnzymeCoreExt
   8971.2 ms  ✓ OrdinaryDiffEqFunctionMap
  11580.3 ms  ✓ OrdinaryDiffEqSymplecticRK
  12151.0 ms  ✓ OrdinaryDiffEqPRK
  12983.0 ms  ✓ OrdinaryDiffEqExplicitRK
  13267.3 ms  ✓ OrdinaryDiffEqHighOrderRK
  13479.0 ms  ✓ OrdinaryDiffEqStabilizedRK
  13653.2 ms  ✓ OrdinaryDiffEqFeagin
  13662.2 ms  ✓ OrdinaryDiffEqRKN
  16613.4 ms  ✓ BracketingNonlinearSolve
  16857.6 ms  ✓ OrdinaryDiffEqSSPRK
  19278.3 ms  ✓ OrdinaryDiffEqLowOrderRK
  10809.0 ms  ✓ OrdinaryDiffEqQPRK
   7375.5 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
  26778.5 ms  ✓ RecursiveFactorization
   8092.6 ms  ✓ OrdinaryDiffEqAdamsBashforthMoulton
  16281.5 ms  ✓ OrdinaryDiffEqLowStorageRK
  28379.4 ms  ✓ OrdinaryDiffEqTsit5
  81147.8 ms  ✓ ExponentialUtilities
  28770.5 ms  ✓ NonlinearSolveSpectralMethods
   1445.6 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
   1594.1 ms  ✓ ExponentialUtilities → ExponentialUtilitiesStaticArraysExt
   2084.3 ms  ✓ OrdinaryDiffEqNordsieck
  13604.0 ms  ✓ SimpleNonlinearSolve
   1019.4 ms  ✓ SimpleNonlinearSolve → SimpleNonlinearSolveChainRulesCoreExt
   1074.3 ms  ✓ SimpleNonlinearSolve → SimpleNonlinearSolveDiffEqBaseExt
  33038.0 ms  ✓ LinearSolve
  56983.2 ms  ✓ OrdinaryDiffEqVerner
   2522.0 ms  ✓ LinearSolve → LinearSolveEnzymeExt
   2526.2 ms  ✓ LinearSolve → LinearSolveRecursiveArrayToolsExt
   2544.4 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
   1751.4 ms  ✓ OrdinaryDiffEqLinear
   3083.3 ms  ✓ OrdinaryDiffEqDifferentiation
   4882.8 ms  ✓ OrdinaryDiffEqExtrapolation
  10893.7 ms  ✓ NonlinearSolveQuasiNewton
   2576.8 ms  ✓ NonlinearSolveQuasiNewton → NonlinearSolveQuasiNewtonForwardDiffExt
  16672.6 ms  ✓ NonlinearSolveFirstOrder
  17469.0 ms  ✓ OrdinaryDiffEqRosenbrock
   9778.9 ms  ✓ NonlinearSolve
   3772.1 ms  ✓ OrdinaryDiffEqNonlinearSolve
   4337.0 ms  ✓ OrdinaryDiffEqIMEXMultistep
   4369.9 ms  ✓ OrdinaryDiffEqStabilizedIRK
   4698.8 ms  ✓ OrdinaryDiffEqPDIRK
   5591.4 ms  ✓ OrdinaryDiffEqSDIRK
   3904.2 ms  ✓ OrdinaryDiffEqExponentialRK
  14819.2 ms  ✓ OrdinaryDiffEqFIRK
  11092.0 ms  ✓ OrdinaryDiffEqBDF
  17290.1 ms  ✓ OrdinaryDiffEqDefault
   4055.6 ms  ✓ OrdinaryDiffEq
  235 dependencies successfully precompiled in 211 seconds. 23 already precompiled.
	Command being timed: "julia +1.11.2 --project=O/OrdinaryDiffEq/Solve-The-Lorenz-Equation -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 820.14
	System time (seconds): 61.11
	Percent of CPU this job got: 344%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 4:15.87
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2031832
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 1104
	Minor (reclaiming a frame) page faults: 14774779
	Voluntary context switches: 325658
	Involuntary context switches: 141601
	Swaps: 0
	File system inputs: 0
	File system outputs: 2273408
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
