nice: cannot set niceness: Permission denied
Precompiling packages...
   2026.3 ms  ✓ ConcreteStructs
   1813.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   1706.6 ms  ✓ RespecializeParams
   1791.0 ms  ✓ TruncatedStacktraces
   1802.6 ms  ✓ CommonSubexpressions
   4594.6 ms  ✓ PreallocationTools
   2103.4 ms  ✓ MaybeInplace
   5082.8 ms  ✓ RecipesBase
   1892.7 ms  ✓ MKL_jll
   2801.5 ms  ✓ Setfield
    714.9 ms  ✓ PreallocationTools → PreallocationToolsEnzymeCoreExt
   6331.3 ms  ✓ FindFirstFunctions
   9575.7 ms  ✓ SparseArrays
   1991.6 ms  ✓ FiniteDiff
   5406.7 ms  ✓ Accessors
   2643.3 ms  ✓ Adapt → AdaptSparseArraysExt
   2919.9 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   3019.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   3225.6 ms  ✓ AMD
   3450.7 ms  ✓ Statistics
  10002.5 ms  ✓ StringManipulation
   2411.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   3620.5 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   1807.3 ms  ✓ Accessors → LinearAlgebraExt
   2505.4 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   6681.9 ms  ✓ SpecialFunctions
   1113.7 ms  ✓ DiffRules
   1888.8 ms  ✓ SymbolicIndexingInterface
   2612.5 ms  ✓ SciMLOperators
   1000.4 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   5698.5 ms  ✓ ForwardDiff
  14298.5 ms  ✓ SparseMatrixColorings
   3314.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   3396.8 ms  ✓ FastPower → FastPowerForwardDiffExt
   9505.4 ms  ✓ RecursiveArrayTools
  16445.0 ms  ✓ Krylov
   6302.4 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
   2493.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   2507.1 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsTablesExt
   3629.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
   3004.6 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   3504.4 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
   4276.6 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
  20991.9 ms  ✓ SparseColumnPivotedQR
    422.8 ms  ✓ SparseColumnPivotedQR → SparseColumnPivotedQRAMDExt
  10732.7 ms  ✓ SciMLBase
   4465.5 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   4840.1 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
  11113.8 ms  ✓ SciMLJacobianOperators
  46115.7 ms  ✓ PureKLU
    594.6 ms  ✓ PureKLU → PureKLUForwardDiffExt
  43362.5 ms  ✓ PrettyTables
    492.1 ms  ✓ SymbolicIndexingInterface → SymbolicIndexingInterfacePrettyTablesExt
   3511.1 ms  ✓ LineSearch
   2848.4 ms  ✓ TimerOutputs
   9018.9 ms  ✓ LinearSolve
   5447.9 ms  ✓ NonlinearSolveBase
   1398.8 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   1634.6 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   1661.6 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
   3571.6 ms  ✓ LinearSolve → LinearSolveSparseArraysExt
   2373.4 ms  ✓ BracketingNonlinearSolve
   5083.1 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   1739.7 ms  ✓ LinearSolve → LinearSolveEnzymeExt
   5347.0 ms  ✓ LinearSolve → LinearSolveForwardDiffExt
   1690.8 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   5550.8 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
   3241.5 ms  ✓ DiffEqBase
   1203.9 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   8603.3 ms  ✓ NonlinearSolveSpectralMethods
   1511.9 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
   6353.2 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   5549.8 ms  ✓ OrdinaryDiffEqCore
   2169.1 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreSparseArraysExt
  10986.7 ms  ✓ SimpleNonlinearSolve
   3211.0 ms  ✓ OrdinaryDiffEqDifferentiation
   1501.6 ms  ✓ OrdinaryDiffEqDifferentiation → OrdinaryDiffEqDifferentiationSparseArraysExt
  13462.3 ms  ✓ OrdinaryDiffEqTsit5
  24209.0 ms  ✓ NonlinearSolveQuasiNewton
   1385.8 ms  ✓ NonlinearSolveQuasiNewton → NonlinearSolveQuasiNewtonForwardDiffExt
  29692.1 ms  ✓ OrdinaryDiffEqVerner
  63078.4 ms  ✓ NonlinearSolveFirstOrder
  53896.2 ms  ✓ OrdinaryDiffEqRosenbrock
  33135.5 ms  ✓ NonlinearSolve
   2754.9 ms  ✓ OrdinaryDiffEqNonlinearSolve
  34504.4 ms  ✓ OrdinaryDiffEqSDIRK
  10555.1 ms  ✓ OrdinaryDiffEqBDF
  65113.7 ms  ✓ OrdinaryDiffEqDefault
   2878.2 ms  ✓ OrdinaryDiffEq
  152 dependencies successfully precompiled in 289 seconds
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +lts --project=O/OrdinaryDiffEq/Solve-The-Lorenz-Equation -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 929.89
	System time (seconds): 39.20
	Percent of CPU this job got: 333%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 4:50.39
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2615364
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 804
	Minor (reclaiming a frame) page faults: 11101972
	Voluntary context switches: 190601
	Involuntary context switches: 101254
	Swaps: 0
	File system inputs: 0
	File system outputs: 1911760
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
