nice: cannot set niceness: Permission denied
Precompiling packages...
   2178.0 ms  ✓ ConcreteStructs
   5970.6 ms  ✓ BracketingNonlinearSolve
   1802.9 ms  ✓ LinearSolve → LinearSolveEnzymeExt
   1828.5 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   3518.6 ms  ✓ LinearSolve → LinearSolveForwardDiffExt
   2228.1 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
   2359.8 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveChainRulesCoreExt
   4675.5 ms  ✓ DiffEqBase
   2621.6 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
  11692.7 ms  ✓ NonlinearSolveSpectralMethods
   3013.9 ms  ✓ DiffEqBase → DiffEqBaseChainRulesCoreExt
   3107.3 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   2851.3 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
   5839.8 ms  ✓ OrdinaryDiffEqCore
   3269.1 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreSparseArraysExt
  15355.5 ms  ✓ SimpleNonlinearSolve
  10322.9 ms  ✓ OrdinaryDiffEqFunctionMap
  10894.8 ms  ✓ OrdinaryDiffEqLinear
  10991.2 ms  ✓ OrdinaryDiffEqPRK
  11202.9 ms  ✓ OrdinaryDiffEqSymplecticRK
  12296.3 ms  ✓ OrdinaryDiffEqQPRK
  13644.4 ms  ✓ OrdinaryDiffEqFeagin
  13892.1 ms  ✓ OrdinaryDiffEqExplicitRK
  14290.7 ms  ✓ OrdinaryDiffEqRKN
  14317.8 ms  ✓ OrdinaryDiffEqStabilizedRK
  14434.1 ms  ✓ OrdinaryDiffEqHighOrderRK
  15283.9 ms  ✓ OrdinaryDiffEqSSPRK
  30201.2 ms  ✓ NonlinearSolveQuasiNewton
   6417.7 ms  ✓ SimpleNonlinearSolve → SimpleNonlinearSolveChainRulesCoreExt
  17429.1 ms  ✓ OrdinaryDiffEqLowOrderRK
   2592.2 ms  ✓ NonlinearSolveQuasiNewton → NonlinearSolveQuasiNewtonForwardDiffExt
   9840.8 ms  ✓ OrdinaryDiffEqLowStorageRK
  10115.0 ms  ✓ OrdinaryDiffEqDifferentiation
  21687.1 ms  ✓ OrdinaryDiffEqTsit5
   4425.1 ms  ✓ OrdinaryDiffEqAdamsBashforthMoulton
   2197.5 ms  ✓ OrdinaryDiffEqDifferentiation → OrdinaryDiffEqDifferentiationSparseArraysExt
   1857.8 ms  ✓ OrdinaryDiffEqNordsieck
   6897.9 ms  ✓ OrdinaryDiffEqExponentialRK
   8595.8 ms  ✓ OrdinaryDiffEqExtrapolation
  45798.3 ms  ✓ NonlinearSolveFirstOrder
   8936.1 ms  ✓ NonlinearSolve
  10209.9 ms  ✓ OrdinaryDiffEqNonlinearSolve
  19306.7 ms  ✓ OrdinaryDiffEqStabilizedIRK
  19812.9 ms  ✓ OrdinaryDiffEqIMEXMultistep
  25095.0 ms  ✓ OrdinaryDiffEqSDIRK
  25937.4 ms  ✓ OrdinaryDiffEqPDIRK
  59699.3 ms  ✓ OrdinaryDiffEqRosenbrock
  86062.5 ms  ✓ OrdinaryDiffEqVerner
  16952.7 ms  ✓ OrdinaryDiffEqBDF
  42974.2 ms  ✓ OrdinaryDiffEqFIRK
  21834.9 ms  ✓ OrdinaryDiffEqDefault
   3065.3 ms  ✓ OrdinaryDiffEq
  208 dependencies successfully precompiled in 226 seconds
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +lts --project=O/OrdinaryDiffEq/Solve-The-Lorenz-Equation -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 829.33
	System time (seconds): 53.84
	Percent of CPU this job got: 387%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 3:47.72
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 1402796
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 779
	Minor (reclaiming a frame) page faults: 11839265
	Voluntary context switches: 253787
	Involuntary context switches: 296025
	Swaps: 0
	File system inputs: 25048
	File system outputs: 1445368
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
