nice: cannot set niceness: Permission denied
Precompiling packages...
   1639.4 ms  ✓ nghttp2_jll
   1833.3 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   3026.4 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
  33880.1 ms  ✓ StaticArrays
   4083.0 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   4706.3 ms  ✓ StaticArrays → StaticArraysStatisticsExt
  25292.7 ms  ✓ SparseMatrixColorings
   4606.1 ms  ✓ Accessors → StaticArraysExt
   4912.9 ms  ✓ FillArrays → FillArraysStaticArraysExt
   4924.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   5317.7 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   5309.8 ms  ✓ Adapt → AdaptStaticArraysExt
  18792.2 ms  ✓ ForwardDiff
  28418.5 ms  ✓ Krylov
   3696.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
   8499.8 ms  ✓ FastGaussQuadrature
   9926.5 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   3218.6 ms  ✓ FastPower → FastPowerForwardDiffExt
  36172.3 ms  ✓ Moshi
   3691.5 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   5206.4 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
   6827.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
  20038.7 ms  ✓ RecursiveArrayTools
  23810.9 ms  ✓ StaticArrayInterface
    761.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
    846.0 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
    978.0 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
    814.4 ms  ✓ CloseOpenIntervals
    901.8 ms  ✓ LayoutPointers
    926.0 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
    707.9 ms  ✓ StrideArraysCore
    619.1 ms  ✓ Polyester
    644.0 ms  ✓ FastBroadcast
    602.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
  43805.5 ms  ✓ ExponentialUtilities
  11627.2 ms  ✓ SciMLBase
    886.4 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
    919.5 ms  ✓ SciMLBase → SciMLBaseChainRulesCoreExt
   1797.6 ms  ✓ ExponentialUtilities → ExponentialUtilitiesStaticArraysExt
   1815.9 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   3273.4 ms  ✓ SciMLJacobianOperators
   4015.4 ms  ✓ LineSearch
   8454.4 ms  ✓ LinearSolve
   1653.7 ms  ✓ LineSearch → LineSearchLineSearchesExt
   7275.7 ms  ✓ NonlinearSolveBase
   2317.4 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   2562.3 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseChainRulesCoreExt
   4687.3 ms  ✓ LinearSolve → LinearSolveForwardDiffExt
   2736.6 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
   2827.4 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   2987.2 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   5770.0 ms  ✓ LinearSolve → LinearSolveSparseArraysExt
   4403.4 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
   5599.2 ms  ✓ BracketingNonlinearSolve
   2167.6 ms  ✓ LinearSolve → LinearSolveEnzymeExt
   1365.4 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   1434.7 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveChainRulesCoreExt
   3270.8 ms  ✓ DiffEqBase
   2368.3 ms  ✓ DiffEqBase → DiffEqBaseChainRulesCoreExt
   2530.1 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   2548.4 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
  10329.8 ms  ✓ NonlinearSolveSpectralMethods
   1226.6 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
   6109.1 ms  ✓ OrdinaryDiffEqCore
   8941.2 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreSparseArraysExt
  11345.1 ms  ✓ OrdinaryDiffEqFunctionMap
  15040.2 ms  ✓ OrdinaryDiffEqExplicitRK
  15204.7 ms  ✓ OrdinaryDiffEqFeagin
  16045.1 ms  ✓ OrdinaryDiffEqStabilizedRK
  16098.4 ms  ✓ OrdinaryDiffEqRKN
  16152.9 ms  ✓ OrdinaryDiffEqHighOrderRK
  16332.0 ms  ✓ OrdinaryDiffEqSymplecticRK
  24554.4 ms  ✓ SimpleNonlinearSolve
  16850.8 ms  ✓ OrdinaryDiffEqSSPRK
  18014.6 ms  ✓ OrdinaryDiffEqPRK
  19531.7 ms  ✓ OrdinaryDiffEqLowOrderRK
   3132.1 ms  ✓ SimpleNonlinearSolve → SimpleNonlinearSolveChainRulesCoreExt
  11395.3 ms  ✓ OrdinaryDiffEqQPRK
  34943.4 ms  ✓ NonlinearSolveQuasiNewton
   9514.1 ms  ✓ OrdinaryDiffEqLinear
  25350.5 ms  ✓ OrdinaryDiffEqTsit5
  14086.6 ms  ✓ OrdinaryDiffEqLowStorageRK
   7020.6 ms  ✓ OrdinaryDiffEqAdamsBashforthMoulton
  12092.8 ms  ✓ OrdinaryDiffEqDifferentiation
   3191.4 ms  ✓ NonlinearSolveQuasiNewton → NonlinearSolveQuasiNewtonForwardDiffExt
   2365.0 ms  ✓ OrdinaryDiffEqNordsieck
   2184.3 ms  ✓ OrdinaryDiffEqDifferentiation → OrdinaryDiffEqDifferentiationSparseArraysExt
   4516.3 ms  ✓ OrdinaryDiffEqExponentialRK
   5108.6 ms  ✓ OrdinaryDiffEqExtrapolation
  50614.5 ms  ✓ NonlinearSolveFirstOrder
  46680.6 ms  ✓ OrdinaryDiffEqVerner
  23428.2 ms  ✓ OrdinaryDiffEqRosenbrock
  15432.5 ms  ✓ NonlinearSolve
   3548.6 ms  ✓ OrdinaryDiffEqNonlinearSolve
   3870.5 ms  ✓ OrdinaryDiffEqIMEXMultistep
   3895.5 ms  ✓ OrdinaryDiffEqStabilizedIRK
   4299.9 ms  ✓ OrdinaryDiffEqPDIRK
   5060.2 ms  ✓ OrdinaryDiffEqSDIRK
   9317.5 ms  ✓ OrdinaryDiffEqBDF
  17896.9 ms  ✓ OrdinaryDiffEqFIRK
  21904.1 ms  ✓ OrdinaryDiffEqDefault
   3803.8 ms  ✓ OrdinaryDiffEq
  211 dependencies successfully precompiled in 207 seconds. 26 already precompiled.
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +1.12.5 --project=O/OrdinaryDiffEq/Solve-The-Lorenz-Equation -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 852.17
	System time (seconds): 58.93
	Percent of CPU this job got: 338%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 4:29.15
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2174752
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 833
	Minor (reclaiming a frame) page faults: 15604076
	Voluntary context switches: 38647
	Involuntary context switches: 62970
	Swaps: 0
	File system inputs: 0
	File system outputs: 1568936
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
