nice: cannot set niceness: Permission denied
Precompiling packages...
   1544.2 ms  ✓ nghttp2_jll
   2412.0 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   8411.3 ms  ✓ RecipesBase
   5099.8 ms  ✓ PreallocationTools
   1623.9 ms  ✓ FiniteDiff
   3900.1 ms  ✓ MKL_jll
   1120.1 ms  ✓ PreallocationTools → PreallocationToolsEnzymeCoreExt
   6897.4 ms  ✓ SciMLStructures
   1195.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
  21230.1 ms  ✓ SparseArrays
  13288.9 ms  ✓ FindFirstFunctions
  11893.8 ms  ✓ Accessors
   7723.4 ms  ✓ FunctionWrappersWrappers
   2664.7 ms  ✓ Adapt → AdaptSparseArraysExt
   2812.7 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   2908.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2912.7 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   8587.8 ms  ✓ SpecialFunctions
   3092.4 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   3163.1 ms  ✓ Statistics → SparseArraysExt
   3451.8 ms  ✓ AMD
   1254.5 ms  ✓ Accessors → LinearAlgebraExt
    923.2 ms  ✓ DiffRules
   3190.4 ms  ✓ SymbolicIndexingInterface
   4057.5 ms  ✓ SciMLOperators
    932.1 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   1228.2 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
  12378.6 ms  ✓ SparseMatrixColorings
   8993.9 ms  ✓ ForwardDiff
   2577.4 ms  ✓ FastPower → FastPowerForwardDiffExt
   3621.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
  16233.1 ms  ✓ SparseColumnPivotedQR
   3546.0 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
  16932.8 ms  ✓ Krylov
    748.3 ms  ✓ SparseColumnPivotedQR → SparseColumnPivotedQRAMDExt
   4137.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
  11392.7 ms  ✓ RecursiveArrayTools
    541.3 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
    553.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
    586.4 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
    697.9 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
  12910.2 ms  ✓ SciMLBase
    772.0 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
  32396.3 ms  ✓ PureKLU
    628.8 ms  ✓ PureKLU → PureKLUForwardDiffExt
   1931.6 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   3277.8 ms  ✓ SciMLJacobianOperators
   4675.4 ms  ✓ LineSearch
   9242.8 ms  ✓ LinearSolve
   7398.3 ms  ✓ NonlinearSolveBase
   2049.3 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   2465.1 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
   2473.7 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   4293.5 ms  ✓ LinearSolve → LinearSolveForwardDiffExt
   3909.1 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
   4083.2 ms  ✓ BracketingNonlinearSolve
   6178.9 ms  ✓ LinearSolve → LinearSolveSparseArraysExt
   1771.8 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   7450.8 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   3157.6 ms  ✓ LinearSolve → LinearSolveEnzymeExt
   4620.2 ms  ✓ DiffEqBase
   1853.7 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
  10479.5 ms  ✓ NonlinearSolveSpectralMethods
   1473.0 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
   6340.8 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   7103.3 ms  ✓ OrdinaryDiffEqCore
   1741.3 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreSparseArraysExt
  11604.8 ms  ✓ SimpleNonlinearSolve
   8358.7 ms  ✓ OrdinaryDiffEqTsit5
   7127.0 ms  ✓ OrdinaryDiffEqDifferentiation
  23146.3 ms  ✓ NonlinearSolveQuasiNewton
   3474.2 ms  ✓ OrdinaryDiffEqDifferentiation → OrdinaryDiffEqDifferentiationSparseArraysExt
   1942.8 ms  ✓ NonlinearSolveQuasiNewton → NonlinearSolveQuasiNewtonForwardDiffExt
  33590.5 ms  ✓ NonlinearSolveFirstOrder
  30238.7 ms  ✓ OrdinaryDiffEqVerner
  23274.9 ms  ✓ OrdinaryDiffEqRosenbrock
  35368.4 ms  ✓ NonlinearSolve
   4298.5 ms  ✓ OrdinaryDiffEqNonlinearSolve
  28421.9 ms  ✓ OrdinaryDiffEqSDIRK
  11497.2 ms  ✓ OrdinaryDiffEqBDF
  25007.7 ms  ✓ OrdinaryDiffEqDefault
   2893.4 ms  ✓ OrdinaryDiffEq
  144 dependencies successfully precompiled in 219 seconds. 26 already precompiled.
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +1.12.6 --project=O/OrdinaryDiffEq/Solve-The-Lorenz-Equation -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 770.90
	System time (seconds): 43.11
	Percent of CPU this job got: 288%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 4:42.56
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2172088
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 836
	Minor (reclaiming a frame) page faults: 12406354
	Voluntary context switches: 30611
	Involuntary context switches: 41732
	Swaps: 0
	File system inputs: 0
	File system outputs: 1538800
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
