nice: cannot set niceness: Permission denied
Precompiling packages...
   1516.5 ms  ✓ nghttp2_jll
  11125.2 ms  ✓ SpecialFunctions
   3167.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2902.9 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   3117.7 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   3175.8 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   2388.1 ms  ✓ Accessors → LinearAlgebraExt
   6576.1 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   2477.1 ms  ✓ DiffRules
  22504.0 ms  ✓ Static
   8796.8 ms  ✓ NLSolversBase
   1772.7 ms  ✓ BitTwiddlingConvenienceFunctions
   7396.8 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   6682.4 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   3967.4 ms  ✓ CPUSummary
   7894.1 ms  ✓ SymbolicIndexingInterface
   8327.0 ms  ✓ SciMLOperators
   2325.6 ms  ✓ PolyesterWeave
   6123.7 ms  ✓ LineSearches
   1370.3 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   2082.4 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
  32529.7 ms  ✓ StaticArrays
   3481.2 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   3579.9 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   3880.4 ms  ✓ FillArrays → FillArraysStaticArraysExt
   3795.7 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   3867.6 ms  ✓ Accessors → StaticArraysExt
   4094.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   4406.3 ms  ✓ Adapt → AdaptStaticArraysExt
  17125.7 ms  ✓ ForwardDiff
  24632.6 ms  ✓ SparseMatrixColorings
   2300.2 ms  ✓ FastPower → FastPowerForwardDiffExt
   8033.6 ms  ✓ FastGaussQuadrature
   8688.9 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   2589.2 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   1794.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
  26829.0 ms  ✓ Krylov
   3413.7 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
   5403.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
  33926.2 ms  ✓ Moshi
  16300.1 ms  ✓ RecursiveArrayTools
    524.5 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
    604.3 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
    691.7 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
  32142.5 ms  ✓ StaticArrayInterface
    513.8 ms  ✓ CloseOpenIntervals
    593.4 ms  ✓ LayoutPointers
    608.6 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
    963.4 ms  ✓ StrideArraysCore
   1818.9 ms  ✓ Polyester
   1296.1 ms  ✓ FastBroadcast
   1128.2 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
  15510.2 ms  ✓ SciMLBase
  41128.5 ms  ✓ ExponentialUtilities
    921.9 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
    975.4 ms  ✓ SciMLBase → SciMLBaseChainRulesCoreExt
   1879.0 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   1513.0 ms  ✓ ExponentialUtilities → ExponentialUtilitiesStaticArraysExt
   2940.9 ms  ✓ SciMLJacobianOperators
   3641.0 ms  ✓ LineSearch
   1457.6 ms  ✓ LineSearch → LineSearchLineSearchesExt
   8215.3 ms  ✓ LinearSolve
   6657.6 ms  ✓ NonlinearSolveBase
   2263.6 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseChainRulesCoreExt
   2459.2 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   3078.9 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
   3082.4 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   3130.8 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   4643.9 ms  ✓ LinearSolve → LinearSolveForwardDiffExt
   5685.2 ms  ✓ LinearSolve → LinearSolveSparseArraysExt
   4512.9 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
   5730.9 ms  ✓ BracketingNonlinearSolve
   1971.9 ms  ✓ LinearSolve → LinearSolveEnzymeExt
   1072.8 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
    979.5 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveChainRulesCoreExt
   2510.1 ms  ✓ DiffEqBase
   2416.1 ms  ✓ DiffEqBase → DiffEqBaseChainRulesCoreExt
   8219.5 ms  ✓ NonlinearSolveSpectralMethods
   2497.6 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   2496.9 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   1024.2 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
   4949.5 ms  ✓ OrdinaryDiffEqCore
  16339.7 ms  ✓ SimpleNonlinearSolve
  11557.8 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreSparseArraysExt
  11723.9 ms  ✓ OrdinaryDiffEqFunctionMap
  13427.4 ms  ✓ OrdinaryDiffEqExplicitRK
  13559.3 ms  ✓ OrdinaryDiffEqSymplecticRK
  13956.9 ms  ✓ OrdinaryDiffEqStabilizedRK
  14116.0 ms  ✓ OrdinaryDiffEqFeagin
  14157.1 ms  ✓ OrdinaryDiffEqHighOrderRK
  15445.2 ms  ✓ OrdinaryDiffEqRKN
  15567.7 ms  ✓ OrdinaryDiffEqPRK
  16859.2 ms  ✓ OrdinaryDiffEqSSPRK
   5137.4 ms  ✓ SimpleNonlinearSolve → SimpleNonlinearSolveChainRulesCoreExt
  17076.5 ms  ✓ OrdinaryDiffEqLowOrderRK
   8403.4 ms  ✓ OrdinaryDiffEqQPRK
   7539.2 ms  ✓ OrdinaryDiffEqLinear
   9813.5 ms  ✓ OrdinaryDiffEqLowStorageRK
  21856.9 ms  ✓ OrdinaryDiffEqTsit5
   5322.0 ms  ✓ OrdinaryDiffEqAdamsBashforthMoulton
   9793.1 ms  ✓ OrdinaryDiffEqDifferentiation
   2023.5 ms  ✓ OrdinaryDiffEqNordsieck
   2076.6 ms  ✓ OrdinaryDiffEqDifferentiation → OrdinaryDiffEqDifferentiationSparseArraysExt
  39088.2 ms  ✓ NonlinearSolveQuasiNewton
   6946.1 ms  ✓ OrdinaryDiffEqExponentialRK
   2428.9 ms  ✓ NonlinearSolveQuasiNewton → NonlinearSolveQuasiNewtonForwardDiffExt
   7665.9 ms  ✓ OrdinaryDiffEqExtrapolation
  48336.5 ms  ✓ NonlinearSolveFirstOrder
  45046.1 ms  ✓ OrdinaryDiffEqVerner
  25118.3 ms  ✓ OrdinaryDiffEqRosenbrock
  14458.7 ms  ✓ NonlinearSolve
   3251.2 ms  ✓ OrdinaryDiffEqNonlinearSolve
   3502.5 ms  ✓ OrdinaryDiffEqIMEXMultistep
   3509.0 ms  ✓ OrdinaryDiffEqStabilizedIRK
   3936.9 ms  ✓ OrdinaryDiffEqPDIRK
   4725.8 ms  ✓ OrdinaryDiffEqSDIRK
  11272.6 ms  ✓ OrdinaryDiffEqBDF
  17926.7 ms  ✓ OrdinaryDiffEqFIRK
  19119.1 ms  ✓ OrdinaryDiffEqDefault
   3509.8 ms  ✓ OrdinaryDiffEq
  211 dependencies successfully precompiled in 201 seconds. 26 already precompiled.
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +1.12.4 --project=O/OrdinaryDiffEq/Solve-The-Lorenz-Equation -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 833.26
	System time (seconds): 58.68
	Percent of CPU this job got: 340%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 4:22.09
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2157508
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 938
	Minor (reclaiming a frame) page faults: 15461703
	Voluntary context switches: 37527
	Involuntary context switches: 66139
	Swaps: 0
	File system inputs: 0
	File system outputs: 1553088
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
