nice: cannot set niceness: Permission denied
Precompiling packages...
   2001.2 ms  ✓ ConcreteStructs
  10002.2 ms  ✓ MacroTools
   3014.2 ms  ✓ SciMLLogging
   2263.8 ms  ✓ DiffResults
   2303.8 ms  ✓ EnzymeCore → AdaptExt
   3250.5 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2695.1 ms  ✓ GPUArraysCore
   2917.1 ms  ✓ ArrayInterface
  14136.3 ms  ✓ Test
   2499.9 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   8271.1 ms  ✓ TimerOutputs
   3045.9 ms  ✓ IntelOpenMP_jll
   3389.5 ms  ✓ LogExpFunctions
   2500.2 ms  ✓ TruncatedStacktraces
   2482.1 ms  ✓ CommonSubexpressions
   2897.6 ms  ✓ oneTBB_jll
   8492.0 ms  ✓ DataStructures
   2892.9 ms  ✓ OpenSpecFun_jll
   5040.5 ms  ✓ Static
   2229.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   6554.0 ms  ✓ ChainRulesCore
   1907.5 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   7794.2 ms  ✓ Jieko
   2404.4 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   3496.6 ms  ✓ MaybeInplace
   2096.3 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2599.1 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   5303.7 ms  ✓ Setfield
   2185.2 ms  ✓ BitTwiddlingConvenienceFunctions
   3105.5 ms  ✓ SciMLStructures
   2603.7 ms  ✓ MKL_jll
   7802.4 ms  ✓ RecipesBase
   3693.7 ms  ✓ PreallocationTools
   1798.1 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   1507.7 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   1899.7 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
   3513.9 ms  ✓ CPUSummary
   1821.3 ms  ✓ FiniteDiff
   5114.7 ms  ✓ ReTestItems
   7488.3 ms  ✓ Accessors
   1499.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
  14883.2 ms  ✓ SparseArrays
   3904.4 ms  ✓ StaticArrayInterface
   2095.5 ms  ✓ PolyesterWeave
   2174.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   4498.2 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   2110.2 ms  ✓ Accessors → LinearAlgebraExt
   2396.3 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   2517.1 ms  ✓ Adapt → AdaptSparseArraysExt
   2186.0 ms  ✓ CloseOpenIntervals
   2615.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2387.0 ms  ✓ LayoutPointers
   2909.0 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2928.2 ms  ✓ Statistics
   1603.7 ms  ✓ Accessors → TestExt
   2520.5 ms  ✓ NLSolversBase
   9128.7 ms  ✓ SpecialFunctions
   1810.9 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   1977.3 ms  ✓ FillArrays → FillArraysStatisticsExt
   2396.5 ms  ✓ StrideArraysCore
   2199.1 ms  ✓ LineSearches
   2104.1 ms  ✓ DiffRules
   4090.6 ms  ✓ SymbolicIndexingInterface
   1850.3 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   1913.6 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   4699.3 ms  ✓ SciMLOperators
   1800.2 ms  ✓ Polyester
   1105.2 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   1394.6 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   4201.6 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   1295.1 ms  ✓ FastBroadcast
  21636.4 ms  ✓ StaticArrays
   6902.2 ms  ✓ RecursiveArrayTools
   2995.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   3199.5 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   3301.6 ms  ✓ Adapt → AdaptStaticArraysExt
   3410.1 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   3588.8 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   9507.9 ms  ✓ ForwardDiff
   3640.0 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   3192.9 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
   3391.4 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   2691.8 ms  ✓ FastPower → FastPowerForwardDiffExt
   4294.7 ms  ✓ Accessors → StaticArraysExt
   5496.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
   7696.4 ms  ✓ FastGaussQuadrature
   3005.3 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
  18722.6 ms  ✓ SparseMatrixColorings
   3305.0 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
   3745.6 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   3800.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
  22229.9 ms  ✓ Moshi
  19718.8 ms  ✓ Krylov
   1135.0 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
   1039.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
   7343.4 ms  ✓ SciMLBase
    844.5 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
    861.3 ms  ✓ SciMLBase → SciMLBaseChainRulesCoreExt
   1065.6 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   1963.6 ms  ✓ SciMLJacobianOperators
   5511.9 ms  ✓ LineSearch
   1040.5 ms  ✓ LineSearch → LineSearchLineSearchesExt
  32319.5 ms  ✓ ExponentialUtilities
   8017.1 ms  ✓ NonlinearSolveBase
   2056.5 ms  ✓ ExponentialUtilities → ExponentialUtilitiesStaticArraysExt
  11146.6 ms  ✓ LinearSolve
   1335.8 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   1254.8 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   1271.5 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseChainRulesCoreExt
   1328.5 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
   1488.7 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   2723.3 ms  ✓ LinearSolve → LinearSolveSparseArraysExt
   3448.9 ms  ✓ BracketingNonlinearSolve
   1245.4 ms  ✓ LinearSolve → LinearSolveEnzymeExt
   1967.4 ms  ✓ LinearSolve → LinearSolveForwardDiffExt
   1126.6 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   1155.7 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
   1347.8 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveChainRulesCoreExt
   2551.6 ms  ✓ DiffEqBase
   1858.1 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   6673.5 ms  ✓ NonlinearSolveSpectralMethods
   1829.2 ms  ✓ DiffEqBase → DiffEqBaseChainRulesCoreExt
   1822.7 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
   1931.2 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   3452.9 ms  ✓ OrdinaryDiffEqCore
   1855.5 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreEnzymeCoreExt
  12589.1 ms  ✓ SimpleNonlinearSolve
  11301.5 ms  ✓ OrdinaryDiffEqFunctionMap
  11296.9 ms  ✓ OrdinaryDiffEqPRK
  12237.7 ms  ✓ OrdinaryDiffEqSymplecticRK
  12450.4 ms  ✓ OrdinaryDiffEqExplicitRK
  12488.1 ms  ✓ OrdinaryDiffEqHighOrderRK
  12504.0 ms  ✓ OrdinaryDiffEqLinear
  12610.0 ms  ✓ OrdinaryDiffEqFeagin
  13681.6 ms  ✓ OrdinaryDiffEqRKN
  10157.5 ms  ✓ OrdinaryDiffEqQPRK
  14350.7 ms  ✓ OrdinaryDiffEqStabilizedRK
  15638.6 ms  ✓ OrdinaryDiffEqSSPRK
   5065.4 ms  ✓ SimpleNonlinearSolve → SimpleNonlinearSolveChainRulesCoreExt
  17454.6 ms  ✓ OrdinaryDiffEqLowOrderRK
  26113.3 ms  ✓ NonlinearSolveQuasiNewton
   8897.3 ms  ✓ OrdinaryDiffEqLowStorageRK
  20616.2 ms  ✓ OrdinaryDiffEqTsit5
   2945.4 ms  ✓ NonlinearSolveQuasiNewton → NonlinearSolveQuasiNewtonForwardDiffExt
   9395.2 ms  ✓ OrdinaryDiffEqDifferentiation
   3883.4 ms  ✓ OrdinaryDiffEqAdamsBashforthMoulton
   1589.0 ms  ✓ OrdinaryDiffEqNordsieck
   1640.2 ms  ✓ OrdinaryDiffEqDifferentiation → OrdinaryDiffEqDifferentiationSparseArraysExt
   3773.5 ms  ✓ OrdinaryDiffEqExponentialRK
   5567.6 ms  ✓ OrdinaryDiffEqExtrapolation
  39169.3 ms  ✓ NonlinearSolveFirstOrder
  13651.0 ms  ✓ NonlinearSolve
   6995.4 ms  ✓ OrdinaryDiffEqNonlinearSolve
  32669.7 ms  ✓ OrdinaryDiffEqRosenbrock
   4639.2 ms  ✓ OrdinaryDiffEqIMEXMultistep
  56123.9 ms  ✓ OrdinaryDiffEqVerner
   4858.7 ms  ✓ OrdinaryDiffEqStabilizedIRK
   5008.2 ms  ✓ OrdinaryDiffEqPDIRK
   5790.1 ms  ✓ OrdinaryDiffEqSDIRK
  10165.4 ms  ✓ OrdinaryDiffEqBDF
  15997.9 ms  ✓ OrdinaryDiffEqFIRK
  19268.2 ms  ✓ OrdinaryDiffEqDefault
   2764.2 ms  ✓ OrdinaryDiffEq
  212 dependencies successfully precompiled in 165 seconds
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +lts --project=O/OrdinaryDiffEq/Solve-The-Lorenz-Equation -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 590.81
	System time (seconds): 48.81
	Percent of CPU this job got: 385%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 2:45.80
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 1448504
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 733
	Minor (reclaiming a frame) page faults: 12044481
	Voluntary context switches: 263614
	Involuntary context switches: 118835
	Swaps: 0
	File system inputs: 0
	File system outputs: 1369336
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
