nice: cannot set niceness: Permission denied
Precompiling packages...
   1494.1 ms  ✓ nghttp2_jll
   6377.2 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   6315.5 ms  ✓ FastGaussQuadrature
   1777.6 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   2281.1 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
  34023.8 ms  ✓ Moshi
   5451.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
    886.7 ms  ✓ NLSolversBase
   1924.3 ms  ✓ LineSearches
  20115.0 ms  ✓ ArrayLayouts
   2173.5 ms  ✓ ArrayLayouts → ArrayLayoutsSparseArraysExt
  13361.5 ms  ✓ SciMLBase
  35381.5 ms  ✓ StaticArrayInterface
   2784.3 ms  ✓ CloseOpenIntervals
   2815.7 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
   3001.2 ms  ✓ LayoutPointers
   3805.4 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   4116.4 ms  ✓ SciMLBase → SciMLBaseChainRulesCoreExt
   2186.3 ms  ✓ StrideArraysCore
   6233.5 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   1085.6 ms  ✓ Polyester
   6962.9 ms  ✓ LazyArrays
    707.9 ms  ✓ FastBroadcast
  47192.3 ms  ✓ ExponentialUtilities
    624.2 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   1147.0 ms  ✓ LazyArrays → LazyArraysStaticArraysExt
   4454.8 ms  ✓ SciMLJacobianOperators
   1434.2 ms  ✓ ExponentialUtilities → ExponentialUtilitiesStaticArraysExt
   2117.0 ms  ✓ DiffEqBase
   1752.8 ms  ✓ DiffEqBase → DiffEqBaseChainRulesCoreExt
   1847.2 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   1888.8 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   3972.6 ms  ✓ LineSearch
    916.5 ms  ✓ LineSearch → LineSearchLineSearchesExt
   3815.1 ms  ✓ OrdinaryDiffEqCore
    991.9 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreEnzymeCoreExt
   7342.3 ms  ✓ NonlinearSolveBase
  10161.2 ms  ✓ OrdinaryDiffEqFunctionMap
  12660.3 ms  ✓ OrdinaryDiffEqSymplecticRK
  13352.0 ms  ✓ OrdinaryDiffEqExplicitRK
  13350.6 ms  ✓ OrdinaryDiffEqPRK
  13432.4 ms  ✓ OrdinaryDiffEqQPRK
  14350.1 ms  ✓ OrdinaryDiffEqLinear
  15130.8 ms  ✓ OrdinaryDiffEqFeagin
  15364.2 ms  ✓ OrdinaryDiffEqStabilizedRK
  16555.9 ms  ✓ OrdinaryDiffEqSSPRK
  16553.3 ms  ✓ OrdinaryDiffEqRKN
  23623.8 ms  ✓ LinearSolve
  18254.1 ms  ✓ OrdinaryDiffEqHighOrderRK
   4907.3 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
  17509.0 ms  ✓ OrdinaryDiffEqLowStorageRK
   5482.0 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseChainRulesCoreExt
   8985.8 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
  19257.1 ms  ✓ OrdinaryDiffEqLowOrderRK
   6791.3 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   6317.4 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   6200.5 ms  ✓ LinearSolve → LinearSolveEnzymeExt
  24689.5 ms  ✓ OrdinaryDiffEqTsit5
   6595.7 ms  ✓ OrdinaryDiffEqAdamsBashforthMoulton
   9421.9 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
  12213.3 ms  ✓ BracketingNonlinearSolve
   9832.7 ms  ✓ LinearSolve → LinearSolveForwardDiffExt
  11206.7 ms  ✓ LinearSolve → LinearSolveSparseArraysExt
   3310.3 ms  ✓ OrdinaryDiffEqNordsieck
   1591.9 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   1630.5 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveChainRulesCoreExt
  14568.0 ms  ✓ NonlinearSolveSpectralMethods
   1444.4 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
   6770.4 ms  ✓ OrdinaryDiffEqDifferentiation
   3732.1 ms  ✓ OrdinaryDiffEqDifferentiation → OrdinaryDiffEqDifferentiationSparseArraysExt
  10638.8 ms  ✓ SimpleNonlinearSolve
   1735.4 ms  ✓ SimpleNonlinearSolve → SimpleNonlinearSolveChainRulesCoreExt
   6225.2 ms  ✓ OrdinaryDiffEqExponentialRK
   9073.7 ms  ✓ OrdinaryDiffEqExtrapolation
  23575.8 ms  ✓ NonlinearSolveQuasiNewton
  53278.6 ms  ✓ OrdinaryDiffEqVerner
   3341.0 ms  ✓ NonlinearSolveQuasiNewton → NonlinearSolveQuasiNewtonForwardDiffExt
  31780.7 ms  ✓ NonlinearSolveFirstOrder
  27153.3 ms  ✓ OrdinaryDiffEqRosenbrock
  10968.9 ms  ✓ NonlinearSolve
   3529.5 ms  ✓ OrdinaryDiffEqNonlinearSolve
   3871.9 ms  ✓ OrdinaryDiffEqIMEXMultistep
   3873.2 ms  ✓ OrdinaryDiffEqStabilizedIRK
   4263.6 ms  ✓ OrdinaryDiffEqPDIRK
   5090.6 ms  ✓ OrdinaryDiffEqSDIRK
  11683.2 ms  ✓ OrdinaryDiffEqBDF
  18742.2 ms  ✓ OrdinaryDiffEqFIRK
  20634.9 ms  ✓ OrdinaryDiffEqDefault
   3664.2 ms  ✓ OrdinaryDiffEq
  214 dependencies successfully precompiled in 207 seconds. 26 already precompiled.
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +1.12.2 --project=O/OrdinaryDiffEq/Solve-The-Lorenz-Equation -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 868.16
	System time (seconds): 62.62
	Percent of CPU this job got: 346%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 4:28.73
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2156592
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 761
	Minor (reclaiming a frame) page faults: 15717690
	Voluntary context switches: 36094
	Involuntary context switches: 64535
	Swaps: 0
	File system inputs: 0
	File system outputs: 1557936
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
