nice: cannot set niceness: Permission denied
Precompiling packages...
   2290.7 ms  ✓ ConcreteStructs
   8699.4 ms  ✓ TimerOutputs
   3591.8 ms  ✓ OpenSpecFun_jll
   2187.7 ms  ✓ TruncatedStacktraces
   2811.0 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2976.3 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   8391.6 ms  ✓ DataStructures
   4191.6 ms  ✓ Static
   2317.1 ms  ✓ CommonSubexpressions
   3514.6 ms  ✓ SciMLStructures
   6718.4 ms  ✓ ChainRulesCore
   8597.5 ms  ✓ Jieko
   2288.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2614.1 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2598.7 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   5394.2 ms  ✓ PreallocationTools
   3689.3 ms  ✓ MaybeInplace
   2908.0 ms  ✓ MKL_jll
   2246.0 ms  ✓ BitTwiddlingConvenienceFunctions
   7121.8 ms  ✓ RecipesBase
   2110.6 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   1889.0 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   5406.2 ms  ✓ Setfield
   2005.3 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
   3637.9 ms  ✓ CPUSummary
   1697.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
   4323.3 ms  ✓ StaticArrayInterface
  14805.6 ms  ✓ SparseArrays
   2509.1 ms  ✓ FiniteDiff
   2311.5 ms  ✓ PolyesterWeave
   8707.8 ms  ✓ Accessors
   5013.4 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   2280.5 ms  ✓ CloseOpenIntervals
   2601.4 ms  ✓ LayoutPointers
   2805.5 ms  ✓ Adapt → AdaptSparseArraysExt
   2825.0 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   2925.2 ms  ✓ FillArrays → FillArraysSparseArraysExt
   3170.4 ms  ✓ Statistics
   3122.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2308.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   1870.7 ms  ✓ Accessors → LinearAlgebraExt
   1729.0 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   9799.4 ms  ✓ SpecialFunctions
   1905.2 ms  ✓ FillArrays → FillArraysStatisticsExt
   2537.8 ms  ✓ StrideArraysCore
   2477.3 ms  ✓ NLSolversBase
   2293.5 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   2324.9 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   2389.8 ms  ✓ DiffRules
   2389.9 ms  ✓ Polyester
   4206.2 ms  ✓ SymbolicIndexingInterface
   2190.0 ms  ✓ LineSearches
   5124.5 ms  ✓ SciMLOperators
   1711.1 ms  ✓ FastBroadcast
   4924.0 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   1410.9 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   1622.0 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
  23010.2 ms  ✓ StaticArrays
   3192.2 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   3188.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   9602.8 ms  ✓ ForwardDiff
   3598.9 ms  ✓ FillArrays → FillArraysStaticArraysExt
   4290.7 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   4503.0 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   4505.2 ms  ✓ Adapt → AdaptStaticArraysExt
   3398.6 ms  ✓ FastPower → FastPowerForwardDiffExt
  12803.0 ms  ✓ RecursiveArrayTools
   3090.6 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
   3027.5 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   4384.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   4989.8 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   4004.7 ms  ✓ Accessors → StaticArraysExt
  21725.2 ms  ✓ SparseMatrixColorings
   6117.1 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
   9687.2 ms  ✓ FastGaussQuadrature
   2627.4 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   2727.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
  23597.3 ms  ✓ Krylov
  26420.9 ms  ✓ Moshi
   2933.5 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
   2099.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
    801.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
  11559.1 ms  ✓ SciMLBase
   1380.5 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   1428.5 ms  ✓ SciMLBase → SciMLBaseChainRulesCoreExt
   1743.4 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   3118.9 ms  ✓ SciMLJacobianOperators
   9113.3 ms  ✓ LineSearch
  46157.3 ms  ✓ ExponentialUtilities
   1551.9 ms  ✓ LineSearch → LineSearchLineSearchesExt
  11294.8 ms  ✓ NonlinearSolveBase
   2628.6 ms  ✓ ExponentialUtilities → ExponentialUtilitiesStaticArraysExt
   2764.5 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
  17393.0 ms  ✓ LinearSolve
   1993.8 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   2037.9 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseChainRulesCoreExt
   2104.0 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
   2378.2 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   4287.3 ms  ✓ LinearSolve → LinearSolveSparseArraysExt
   5454.4 ms  ✓ BracketingNonlinearSolve
   1919.2 ms  ✓ LinearSolve → LinearSolveEnzymeExt
   1861.4 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   3495.4 ms  ✓ LinearSolve → LinearSolveForwardDiffExt
   2055.2 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
   2174.3 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveChainRulesCoreExt
   4168.3 ms  ✓ DiffEqBase
   9740.6 ms  ✓ NonlinearSolveSpectralMethods
   2491.4 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   2697.8 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
   2798.3 ms  ✓ DiffEqBase → DiffEqBaseChainRulesCoreExt
   2912.4 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   6013.8 ms  ✓ OrdinaryDiffEqCore
   3213.0 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreSparseArraysExt
  16393.9 ms  ✓ SimpleNonlinearSolve
  10024.0 ms  ✓ OrdinaryDiffEqFunctionMap
  12025.7 ms  ✓ OrdinaryDiffEqLinear
  12302.3 ms  ✓ OrdinaryDiffEqPRK
  12562.0 ms  ✓ OrdinaryDiffEqSymplecticRK
  13573.1 ms  ✓ OrdinaryDiffEqHighOrderRK
  13488.8 ms  ✓ OrdinaryDiffEqFeagin
  11324.8 ms  ✓ OrdinaryDiffEqQPRK
  13794.4 ms  ✓ OrdinaryDiffEqRKN
  13884.2 ms  ✓ OrdinaryDiffEqExplicitRK
  15281.1 ms  ✓ OrdinaryDiffEqStabilizedRK
  16517.8 ms  ✓ OrdinaryDiffEqSSPRK
  17915.2 ms  ✓ OrdinaryDiffEqLowOrderRK
   6211.4 ms  ✓ SimpleNonlinearSolve → SimpleNonlinearSolveChainRulesCoreExt
  32110.2 ms  ✓ NonlinearSolveQuasiNewton
  12014.8 ms  ✓ OrdinaryDiffEqLowStorageRK
  22803.7 ms  ✓ OrdinaryDiffEqTsit5
   3921.9 ms  ✓ NonlinearSolveQuasiNewton → NonlinearSolveQuasiNewtonForwardDiffExt
  11302.3 ms  ✓ OrdinaryDiffEqDifferentiation
   5442.3 ms  ✓ OrdinaryDiffEqAdamsBashforthMoulton
   2488.8 ms  ✓ OrdinaryDiffEqNordsieck
   2606.1 ms  ✓ OrdinaryDiffEqDifferentiation → OrdinaryDiffEqDifferentiationSparseArraysExt
   5089.6 ms  ✓ OrdinaryDiffEqExponentialRK
   7081.0 ms  ✓ OrdinaryDiffEqExtrapolation
  51252.1 ms  ✓ NonlinearSolveFirstOrder
  20287.4 ms  ✓ NonlinearSolve
  63893.6 ms  ✓ OrdinaryDiffEqVerner
   6133.8 ms  ✓ OrdinaryDiffEqNonlinearSolve
  40404.7 ms  ✓ OrdinaryDiffEqRosenbrock
   3341.2 ms  ✓ OrdinaryDiffEqStabilizedIRK
   3295.4 ms  ✓ OrdinaryDiffEqIMEXMultistep
   3639.4 ms  ✓ OrdinaryDiffEqPDIRK
   4446.9 ms  ✓ OrdinaryDiffEqSDIRK
   9947.3 ms  ✓ OrdinaryDiffEqBDF
  14668.5 ms  ✓ OrdinaryDiffEqFIRK
  18525.6 ms  ✓ OrdinaryDiffEqDefault
   2755.6 ms  ✓ OrdinaryDiffEq
  208 dependencies successfully precompiled in 200 seconds
  1 dependency had output during precompilation:
┌ DiffEqBase
│  WARNING: could not import SciMLBase.NoiseSizeIncompatibilityError into DiffEqBase
│  WARNING: could not import SciMLBase.DIRECT_AUTODIFF_INCOMPATIBILITY_MESSAGE into DiffEqBase
└  
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +lts --project=O/OrdinaryDiffEq/Solve-The-Lorenz-Equation -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 719.33
	System time (seconds): 54.12
	Percent of CPU this job got: 385%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 3:20.84
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 1359052
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 698
	Minor (reclaiming a frame) page faults: 11699354
	Voluntary context switches: 254825
	Involuntary context switches: 190216
	Swaps: 0
	File system inputs: 0
	File system outputs: 1351936
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
