nice: cannot set niceness: Permission denied
Precompiling packages...
   1876.0 ms  ✓ ConcreteStructs
   2729.5 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   6808.9 ms  ✓ RecipesBase
   2006.7 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
  14702.2 ms  ✓ SparseArrays
   2205.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2788.3 ms  ✓ MKL_jll
   3201.5 ms  ✓ MaybeInplace
   3014.5 ms  ✓ SciMLStructures
   2271.5 ms  ✓ BitTwiddlingConvenienceFunctions
   4911.0 ms  ✓ Setfield
   1892.0 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
   1872.9 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   2130.6 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   4086.4 ms  ✓ CPUSummary
   5087.0 ms  ✓ PreallocationTools
   2984.0 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2605.7 ms  ✓ Adapt → AdaptSparseArraysExt
   3201.7 ms  ✓ Statistics
   1923.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
   2501.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   5340.6 ms  ✓ StaticArrayInterface
   2612.4 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   2395.4 ms  ✓ PolyesterWeave
   2708.1 ms  ✓ FiniteDiff
   8619.3 ms  ✓ Accessors
   5229.7 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   2201.1 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   2297.4 ms  ✓ FillArrays → FillArraysStatisticsExt
   1609.9 ms  ✓ CloseOpenIntervals
   1732.0 ms  ✓ LayoutPointers
   1595.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   9731.0 ms  ✓ SpecialFunctions
   1682.1 ms  ✓ Accessors → LinearAlgebraExt
   1589.0 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   1609.1 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   1401.1 ms  ✓ DiffRules
   2009.2 ms  ✓ NLSolversBase
   2279.1 ms  ✓ StrideArraysCore
   2610.6 ms  ✓ SymbolicIndexingInterface
   1404.5 ms  ✓ Polyester
   1802.7 ms  ✓ LineSearches
   3723.3 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   4022.0 ms  ✓ SciMLOperators
   1317.2 ms  ✓ FastBroadcast
    989.9 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   1180.3 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
  23218.0 ms  ✓ StaticArrays
   8685.6 ms  ✓ ForwardDiff
  17722.7 ms  ✓ SparseMatrixColorings
   2607.4 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   2970.8 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   3067.6 ms  ✓ FillArrays → FillArraysStaticArraysExt
   3080.9 ms  ✓ Adapt → AdaptStaticArraysExt
   3216.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   2410.4 ms  ✓ FastPower → FastPowerForwardDiffExt
   3962.3 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   3494.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   3502.8 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
  10888.7 ms  ✓ RecursiveArrayTools
   3396.2 ms  ✓ Accessors → StaticArraysExt
   3023.4 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
   3888.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
   5397.1 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
   3311.1 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   6690.0 ms  ✓ FastGaussQuadrature
  22318.7 ms  ✓ Krylov
  23022.6 ms  ✓ Moshi
   2110.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   2196.0 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   2143.6 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
    502.3 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
   7538.5 ms  ✓ SciMLBase
    857.4 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
    944.2 ms  ✓ SciMLBase → SciMLBaseChainRulesCoreExt
   1099.5 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   2568.2 ms  ✓ SciMLJacobianOperators
  34005.2 ms  ✓ ExponentialUtilities
   5404.8 ms  ✓ LineSearch
    894.7 ms  ✓ LineSearch → LineSearchLineSearchesExt
   1029.8 ms  ✓ ExponentialUtilities → ExponentialUtilitiesStaticArraysExt
   7603.1 ms  ✓ NonlinearSolveBase
  10596.3 ms  ✓ LinearSolve
    954.7 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   1308.6 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseChainRulesCoreExt
   1329.5 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   1346.3 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
   1524.2 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   2911.3 ms  ✓ LinearSolve → LinearSolveSparseArraysExt
   3504.7 ms  ✓ BracketingNonlinearSolve
   1223.5 ms  ✓ LinearSolve → LinearSolveEnzymeExt
   2057.8 ms  ✓ LinearSolve → LinearSolveForwardDiffExt
   1181.1 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   1198.9 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
   1428.4 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveChainRulesCoreExt
   2674.9 ms  ✓ DiffEqBase
   1732.1 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   6834.3 ms  ✓ NonlinearSolveSpectralMethods
   1751.6 ms  ✓ DiffEqBase → DiffEqBaseChainRulesCoreExt
   1916.4 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   1784.9 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
   3978.3 ms  ✓ OrdinaryDiffEqCore
   2368.8 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreSparseArraysExt
   9848.8 ms  ✓ SimpleNonlinearSolve
   9770.4 ms  ✓ OrdinaryDiffEqFunctionMap
  11371.7 ms  ✓ OrdinaryDiffEqQPRK
  12255.5 ms  ✓ OrdinaryDiffEqPRK
  12679.1 ms  ✓ OrdinaryDiffEqSymplecticRK
  12775.0 ms  ✓ OrdinaryDiffEqLinear
  12984.9 ms  ✓ OrdinaryDiffEqHighOrderRK
  13356.7 ms  ✓ OrdinaryDiffEqFeagin
  13662.2 ms  ✓ OrdinaryDiffEqRKN
  15088.9 ms  ✓ OrdinaryDiffEqExplicitRK
  15466.9 ms  ✓ OrdinaryDiffEqSSPRK
  15649.2 ms  ✓ OrdinaryDiffEqStabilizedRK
  16180.5 ms  ✓ OrdinaryDiffEqLowOrderRK
  25860.8 ms  ✓ NonlinearSolveQuasiNewton
   4443.0 ms  ✓ SimpleNonlinearSolve → SimpleNonlinearSolveChainRulesCoreExt
   2799.2 ms  ✓ NonlinearSolveQuasiNewton → NonlinearSolveQuasiNewtonForwardDiffExt
  19885.1 ms  ✓ OrdinaryDiffEqTsit5
  10324.5 ms  ✓ OrdinaryDiffEqLowStorageRK
   8503.2 ms  ✓ OrdinaryDiffEqDifferentiation
   4232.0 ms  ✓ OrdinaryDiffEqAdamsBashforthMoulton
   1663.4 ms  ✓ OrdinaryDiffEqNordsieck
   1600.6 ms  ✓ OrdinaryDiffEqDifferentiation → OrdinaryDiffEqDifferentiationSparseArraysExt
   3122.2 ms  ✓ OrdinaryDiffEqExponentialRK
   3853.5 ms  ✓ OrdinaryDiffEqExtrapolation
  41812.3 ms  ✓ NonlinearSolveFirstOrder
  17435.9 ms  ✓ NonlinearSolve
  30409.5 ms  ✓ OrdinaryDiffEqRosenbrock
   3069.4 ms  ✓ OrdinaryDiffEqNonlinearSolve
  54178.9 ms  ✓ OrdinaryDiffEqVerner
   3051.4 ms  ✓ OrdinaryDiffEqStabilizedIRK
   3049.5 ms  ✓ OrdinaryDiffEqIMEXMultistep
   3387.1 ms  ✓ OrdinaryDiffEqPDIRK
   4240.0 ms  ✓ OrdinaryDiffEqSDIRK
  14186.8 ms  ✓ OrdinaryDiffEqFIRK
  10302.0 ms  ✓ OrdinaryDiffEqBDF
  18437.4 ms  ✓ OrdinaryDiffEqDefault
   2791.1 ms  ✓ OrdinaryDiffEq
  208 dependencies successfully precompiled in 164 seconds
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +lts --project=O/OrdinaryDiffEq/Solve-The-Lorenz-Equation -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 583.75
	System time (seconds): 46.10
	Percent of CPU this job got: 383%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 2:44.44
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 1383892
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 743
	Minor (reclaiming a frame) page faults: 11930833
	Voluntary context switches: 264288
	Involuntary context switches: 135330
	Swaps: 0
	File system inputs: 360
	File system outputs: 1365736
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
