Precompiling Pkg...
    978.7 ms  ✓ Unicode
   2880.4 ms  ✓ JLLWrappers
   2200.1 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
  11500.7 ms  ✓ MacroTools
   2410.4 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   4282.8 ms  ✓ ThreadingUtilities
   2401.9 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2208.0 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2412.2 ms  ✓ DiffResults
   2309.7 ms  ✓ Compat → CompatLinearAlgebraExt
   2300.2 ms  ✓ PrecompileTools
   2290.9 ms  ✓ Parameters
   3018.9 ms  ✓ LogExpFunctions
   2509.1 ms  ✓ OffsetArrays → OffsetArraysAdaptExt
   2624.1 ms  ✓ GPUArraysCore
   4193.0 ms  ✓ Tables
   2397.5 ms  ✓ EnzymeCore → AdaptExt
   3903.4 ms  ✓ ArrayInterface
   3102.2 ms  ✓ OpenSpecFun_jll
  10981.2 ms  ✓ Distributed
   3798.2 ms  ✓ CommonSubexpressions
   4097.3 ms  ✓ oneTBB_jll
  12514.8 ms  ✓ TimerOutputs
   3601.8 ms  ✓ TruncatedStacktraces
   3582.4 ms  ✓ SimpleTraits
   6006.2 ms  ✓ IntelOpenMP_jll
   2205.8 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2099.0 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   1995.4 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   5997.7 ms  ✓ Setfield
   3000.4 ms  ✓ MaybeInplace
   2094.9 ms  ✓ SciMLStructures
   3809.9 ms  ✓ Static
   7196.8 ms  ✓ ChainRulesCore
   2398.7 ms  ✓ BitTwiddlingConvenienceFunctions
   3177.8 ms  ✓ FiniteDiff
   3999.6 ms  ✓ SharedArrays
   8201.7 ms  ✓ DataStructures
   2587.2 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   8017.8 ms  ✓ RecipesBase
  11009.9 ms  ✓ Accessors
   3392.8 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   3713.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
   7411.4 ms  ✓ MKL_jll
   2425.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   6288.5 ms  ✓ CPUSummary
  19514.9 ms  ✓ SparseArrays
  16502.2 ms  ✓ Test
   3099.7 ms  ✓ Accessors → LinearAlgebraExt
   8107.2 ms  ✓ StaticArrayInterface
   5813.3 ms  ✓ HostCPUFeatures
   3010.5 ms  ✓ PolyesterWeave
   3013.2 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   3116.3 ms  ✓ FillArrays → FillArraysSparseArraysExt
   3125.3 ms  ✓ Statistics → SparseArraysExt
   3199.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2874.6 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   7496.8 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   2815.3 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   2804.2 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   4682.0 ms  ✓ KLU
  12875.1 ms  ✓ SpecialFunctions
   2991.6 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   2422.2 ms  ✓ StaticArrayInterface → StaticArrayInterfaceOffsetArraysExt
   2989.6 ms  ✓ Accessors → TestExt
   2513.2 ms  ✓ CloseOpenIntervals
   4494.4 ms  ✓ SparseMatrixColorings
   2504.2 ms  ✓ LayoutPointers
   4106.8 ms  ✓ Sparspak
   2519.8 ms  ✓ DiffRules
   4810.1 ms  ✓ SymbolicIndexingInterface
   5199.0 ms  ✓ SciMLOperators
   2607.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
   2976.0 ms  ✓ StrideArraysCore
   1886.1 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   1899.7 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   5809.5 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   1312.3 ms  ✓ Polyester
   1200.8 ms  ✓ FastBroadcast
   4793.6 ms  ✓ RecursiveArrayTools
  25730.0 ms  ✓ StaticArrays
   2708.0 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   3111.1 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
   2919.6 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   3065.2 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   3070.0 ms  ✓ Adapt → AdaptStaticArraysExt
   3080.2 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   3180.2 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
  10507.0 ms  ✓ ForwardDiff
   3426.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   3800.6 ms  ✓ Accessors → StaticArraysExt
   3207.5 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
   5194.9 ms  ✓ ArnoldiMethod
  20021.5 ms  ✓ Krylov
   2485.5 ms  ✓ FastPower → FastPowerForwardDiffExt
   2488.7 ms  ✓ PreallocationTools
   2795.9 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   2728.0 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   2871.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   2843.5 ms  ✓ NLSolversBase
   5285.0 ms  ✓ FastGaussQuadrature
   5578.1 ms  ✓ LineSearches
  46292.4 ms  ✓ ArrayLayouts
  20474.5 ms  ✓ VectorizationBase
  53176.3 ms  ✓ MLStyle
   1107.3 ms  ✓ ArrayLayouts → ArrayLayoutsSparseArraysExt
    899.3 ms  ✓ SLEEFPirates
   8808.4 ms  ✓ Graphs
    761.7 ms  ✓ VertexSafeGraphs
   1791.0 ms  ✓ LazyArrays
    936.6 ms  ✓ LazyArrays → LazyArraysStaticArraysExt
   1687.5 ms  ✓ SparseDiffTools
   4124.9 ms  ✓ Expronicon
    994.2 ms  ✓ SparseDiffTools → SparseDiffToolsPolyesterExt
   7594.6 ms  ✓ SciMLBase
    808.5 ms  ✓ SciMLBase → SciMLBaseChainRulesCoreExt
   2934.0 ms  ✓ SciMLJacobianOperators
   8627.9 ms  ✓ DiffEqBase
  21740.7 ms  ✓ LoopVectorization
   2685.3 ms  ✓ DiffEqBase → DiffEqBaseChainRulesCoreExt
   2875.3 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   8991.3 ms  ✓ LineSearch
   1564.6 ms  ✓ TriangularSolve
   1569.3 ms  ✓ LoopVectorization → SpecialFunctionsExt
   1714.2 ms  ✓ LoopVectorization → ForwardDiffExt
   1083.3 ms  ✓ LineSearch → LineSearchLineSearchesExt
  10655.4 ms  ✓ NonlinearSolveBase
   5904.4 ms  ✓ OrdinaryDiffEqCore
   1816.9 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   2253.9 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   2414.0 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
   2469.5 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseDiffEqBaseExt
   2514.4 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   1971.8 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreEnzymeCoreExt
   9304.0 ms  ✓ OrdinaryDiffEqFunctionMap
  10999.1 ms  ✓ OrdinaryDiffEqPRK
  11701.2 ms  ✓ OrdinaryDiffEqSymplecticRK
  16422.7 ms  ✓ BracketingNonlinearSolve
  13877.9 ms  ✓ OrdinaryDiffEqRKN
  14198.4 ms  ✓ OrdinaryDiffEqExplicitRK
  14408.3 ms  ✓ OrdinaryDiffEqStabilizedRK
  14507.3 ms  ✓ OrdinaryDiffEqHighOrderRK
  14675.5 ms  ✓ OrdinaryDiffEqFeagin
  17188.2 ms  ✓ OrdinaryDiffEqSSPRK
   6482.1 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
  21914.9 ms  ✓ OrdinaryDiffEqLowOrderRK
  12989.4 ms  ✓ OrdinaryDiffEqQPRK
  26888.3 ms  ✓ RecursiveFactorization
  15385.8 ms  ✓ OrdinaryDiffEqLowStorageRK
  78099.3 ms  ✓ ExponentialUtilities
  27900.8 ms  ✓ OrdinaryDiffEqTsit5
   6486.0 ms  ✓ OrdinaryDiffEqAdamsBashforthMoulton
  28851.0 ms  ✓ NonlinearSolveSpectralMethods
   2759.4 ms  ✓ ExponentialUtilities → ExponentialUtilitiesStaticArraysExt
   1389.0 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
   2227.8 ms  ✓ OrdinaryDiffEqNordsieck
  14747.3 ms  ✓ SimpleNonlinearSolve
   1025.1 ms  ✓ SimpleNonlinearSolve → SimpleNonlinearSolveChainRulesCoreExt
   1113.3 ms  ✓ SimpleNonlinearSolve → SimpleNonlinearSolveDiffEqBaseExt
  31835.3 ms  ✓ LinearSolve
   2428.7 ms  ✓ LinearSolve → LinearSolveRecursiveArrayToolsExt
   2487.9 ms  ✓ LinearSolve → LinearSolveEnzymeExt
   2498.9 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
  57217.8 ms  ✓ OrdinaryDiffEqVerner
   1725.4 ms  ✓ OrdinaryDiffEqLinear
   3161.7 ms  ✓ OrdinaryDiffEqDifferentiation
   5010.1 ms  ✓ OrdinaryDiffEqExtrapolation
  10678.5 ms  ✓ NonlinearSolveQuasiNewton
   2622.7 ms  ✓ NonlinearSolveQuasiNewton → NonlinearSolveQuasiNewtonForwardDiffExt
  16700.9 ms  ✓ NonlinearSolveFirstOrder
  17824.1 ms  ✓ OrdinaryDiffEqRosenbrock
   9816.4 ms  ✓ NonlinearSolve
   3810.9 ms  ✓ OrdinaryDiffEqNonlinearSolve
   4357.9 ms  ✓ OrdinaryDiffEqIMEXMultistep
   4381.2 ms  ✓ OrdinaryDiffEqStabilizedIRK
   4705.4 ms  ✓ OrdinaryDiffEqPDIRK
   5668.2 ms  ✓ OrdinaryDiffEqSDIRK
   3885.3 ms  ✓ OrdinaryDiffEqExponentialRK
  14835.6 ms  ✓ OrdinaryDiffEqFIRK
  11120.7 ms  ✓ OrdinaryDiffEqBDF
  17359.0 ms  ✓ OrdinaryDiffEqDefault
   4111.1 ms  ✓ OrdinaryDiffEq
  235 dependencies successfully precompiled in 211 seconds. 23 already precompiled.
	Command being timed: "julia +1.11.2 --project=O/OrdinaryDiffEq/Solve-The-Lorenz-Equation -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 818.91
	System time (seconds): 60.99
	Percent of CPU this job got: 344%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 4:15.42
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2024896
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 865
	Minor (reclaiming a frame) page faults: 14804262
	Voluntary context switches: 319825
	Involuntary context switches: 138442
	Swaps: 0
	File system inputs: 0
	File system outputs: 2280088
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
