nice: cannot set niceness: Permission denied
Precompiling packages...
   2017.4 ms  ✓ ConcreteStructs
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
   5102.2 ms  ✓ OrdinaryDiffEqFunctionMap
   5714.6 ms  ✓ OrdinaryDiffEqLinear
   6092.9 ms  ✓ OrdinaryDiffEqStabilizedRK
   6280.0 ms  ✓ OrdinaryDiffEqSymplecticRK
   6705.9 ms  ✓ OrdinaryDiffEqExplicitRK
   6785.8 ms  ✓ OrdinaryDiffEqHighOrderRK
NonlinearSolveBaseForwardDiffExt Waiting for background task / IO / timer.
[pid 1648393] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x293db050->0x7523d60d9000
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
   7691.4 ms  ✓ OrdinaryDiffEqSSPRK
   8684.4 ms  ✓ OrdinaryDiffEqLowOrderRK
   4204.0 ms  ✓ OrdinaryDiffEqPRK
   3917.1 ms  ✓ OrdinaryDiffEqQPRK
   4508.5 ms  ✓ OrdinaryDiffEqFeagin
  21895.0 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
  21892.9 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   4813.3 ms  ✓ OrdinaryDiffEqRKN
  21578.9 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
  21649.9 ms  ✓ LinearSolve → LinearSolveForwardDiffExt
  23800.2 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   6207.3 ms  ✓ OrdinaryDiffEqLowStorageRK
   4941.7 ms  ✓ OrdinaryDiffEqAdamsBashforthMoulton
  13642.5 ms  ✓ OrdinaryDiffEqTsit5
BracketingNonlinearSolveForwardDiffExt Waiting for background task / IO / timer.
[pid 1648501] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x676dda0->0x779784092050
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
   1910.5 ms  ✓ OrdinaryDiffEqNordsieck
   7839.6 ms  ✓ NonlinearSolveSpectralMethods
   1158.8 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
  12085.9 ms  ✓ NonlinearSolveQuasiNewton
  31092.6 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   1256.8 ms  ✓ NonlinearSolveQuasiNewton → NonlinearSolveQuasiNewtonForwardDiffExt
DiffEqBaseForwardDiffExt Waiting for background task / IO / timer.
[pid 1648545] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x3218a780->0x71dd88f11510
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
  30967.1 ms  ✓ OrdinaryDiffEqVerner
  13150.4 ms  ✓ SimpleNonlinearSolve
  44194.7 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
  29343.1 ms  ✓ NonlinearSolveFirstOrder
   3540.3 ms  ✓ OrdinaryDiffEqDifferentiation
   1303.1 ms  ✓ OrdinaryDiffEqDifferentiation → OrdinaryDiffEqDifferentiationSparseArraysExt
   2612.6 ms  ✓ OrdinaryDiffEqExponentialRK
   3314.4 ms  ✓ OrdinaryDiffEqExtrapolation
  15497.3 ms  ✓ OrdinaryDiffEqRosenbrock
  31209.0 ms  ✓ NonlinearSolve
   2710.1 ms  ✓ OrdinaryDiffEqNonlinearSolve
   3004.2 ms  ✓ OrdinaryDiffEqIMEXMultistep
   3024.2 ms  ✓ OrdinaryDiffEqStabilizedIRK
   3326.4 ms  ✓ OrdinaryDiffEqPDIRK
  13305.8 ms  ✓ OrdinaryDiffEqSDIRK
  15460.7 ms  ✓ OrdinaryDiffEqFIRK
   7156.3 ms  ✓ OrdinaryDiffEqBDF
  19854.3 ms  ✓ OrdinaryDiffEqDefault
   3152.3 ms  ✓ OrdinaryDiffEq
  197 dependencies successfully precompiled in 204 seconds
  12 dependencies had output during precompilation:
┌ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
│  [pid 1648391] waiting for IO to finish:
│   Handle type        uv_handle_t->data
│   timer              0x1698bd0->0x723219683670
│  This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
└  
┌ DiffEqBase → DiffEqBaseForwardDiffExt
│  [pid 1648545] waiting for IO to finish:
│   Handle type        uv_handle_t->data
│   timer              0x3218a780->0x71dd88f11510
│  This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
└  
┌ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
│  [pid 1648397] waiting for IO to finish:
│   Handle type        uv_handle_t->data
│   timer              0xa680a40->0x75d1ae56e290
│  This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
└  
┌ ADTypes → ADTypesConstructionBaseExt
│  [pid 1646103] waiting for IO to finish:
│   Handle type        uv_handle_t->data
│   timer              0x93f8300->0x7877977d5720
│  This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
└  
┌ Accessors → StaticArraysExt
│  [pid 1647570] waiting for IO to finish:
│   Handle type        uv_handle_t->data
│   timer              0x2a0abb10->0x79aa10071f60
│  This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
└  
┌ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
│  [pid 1648424] waiting for IO to finish:
│   Handle type        uv_handle_t->data
│   timer              0x26b03f0->0x74a2a804ab00
│  This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
└  
┌ MaybeInplace → MaybeInplaceSparseArraysExt
│  [pid 1647087] waiting for IO to finish:
│   Handle type        uv_handle_t->data
│   timer              0x25b7fd20->0x78d8096285b0
│  This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
└  
┌ LinearSolve → LinearSolveForwardDiffExt
│  [pid 1648421] waiting for IO to finish:
│   Handle type        uv_handle_t->data
│   timer              0x316420d0->0x709aaa2f45e0
│  This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
└  
┌ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
│  [pid 1647885] waiting for IO to finish:
│   Handle type        uv_handle_t->data
│   timer              0x329f8820->0x7505f0171f60
│  This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
└  
┌ FiniteDiff → FiniteDiffSparseArraysExt
│  [pid 1647125] waiting for IO to finish:
│   Handle type        uv_handle_t->data
│   timer              0x1a32ac80->0x75c86e575960
│  This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
└  
┌ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
│  [pid 1648501] waiting for IO to finish:
│   Handle type        uv_handle_t->data
│   timer              0x676dda0->0x779784092050
│  This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
└  
┌ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
│  [pid 1648393] waiting for IO to finish:
│   Handle type        uv_handle_t->data
│   timer              0x293db050->0x7523d60d9000
│  This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
└  
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +lts --project=O/OrdinaryDiffEq/Solve-The-Lorenz-Equation -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 592.43
	System time (seconds): 43.34
	Percent of CPU this job got: 310%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 3:24.94
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 1592560
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 993
	Minor (reclaiming a frame) page faults: 11837104
	Voluntary context switches: 248660
	Involuntary context switches: 90005
	Swaps: 0
	File system inputs: 0
	File system outputs: 1606600
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
