nice: cannot set niceness: Permission denied
Precompiling packages...
   2012.6 ms  ✓ ConcreteStructs
   2597.6 ms  ✓ OpenSpecFun_jll
   1923.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2186.8 ms  ✓ TruncatedStacktraces
   2301.8 ms  ✓ CommonSubexpressions
   5487.2 ms  ✓ RecipesBase
   4606.0 ms  ✓ PreallocationTools
   1735.1 ms  ✓ RespecializeParams
   1907.1 ms  ✓ MKL_jll
   2116.3 ms  ✓ MaybeInplace
   2920.7 ms  ✓ Setfield
    885.5 ms  ✓ PreallocationTools → PreallocationToolsEnzymeCoreExt
   1032.9 ms  ✓ FiniteDiff
  10408.4 ms  ✓ SparseArrays
   6841.9 ms  ✓ FindFirstFunctions
   5298.2 ms  ✓ Accessors
   2545.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   2799.9 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   2726.7 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   3032.4 ms  ✓ Adapt → AdaptSparseArraysExt
   2972.7 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   3086.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   3120.9 ms  ✓ Statistics
   3268.5 ms  ✓ AMD
  10919.9 ms  ✓ StringManipulation
   2395.6 ms  ✓ Accessors → LinearAlgebraExt
   7592.1 ms  ✓ SpecialFunctions
   1387.5 ms  ✓ DiffRules
   2224.4 ms  ✓ SymbolicIndexingInterface
   3100.8 ms  ✓ SciMLOperators
   2107.3 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
  12527.5 ms  ✓ ForwardDiff
  13984.6 ms  ✓ RecursiveArrayTools
   3788.3 ms  ✓ FastPower → FastPowerForwardDiffExt
   4122.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
  23375.7 ms  ✓ SparseMatrixColorings
   3665.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
   4508.1 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   4768.0 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   5014.7 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsTablesExt
   6573.1 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
   5566.6 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
  25655.5 ms  ✓ Krylov
  43863.7 ms  ✓ LHLFactorization
   3427.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
  28764.0 ms  ✓ SparseColumnPivotedQR
    419.2 ms  ✓ SparseColumnPivotedQR → SparseColumnPivotedQRAMDExt
  11331.4 ms  ✓ SciMLBase
   3198.7 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   9165.0 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
  14913.0 ms  ✓ SciMLJacobianOperators
  55016.6 ms  ✓ PureKLU
  51909.4 ms  ✓ PrettyTables
    559.5 ms  ✓ PureKLU → PureKLUForwardDiffExt
    517.2 ms  ✓ SymbolicIndexingInterface → SymbolicIndexingInterfacePrettyTablesExt
   2970.0 ms  ✓ TimerOutputs
   3752.2 ms  ✓ LineSearch
   4897.5 ms  ✓ NonlinearSolveBase
   1022.9 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   1034.6 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
   1079.8 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   1970.1 ms  ✓ BracketingNonlinearSolve
   5295.8 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   4060.2 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
  17067.8 ms  ✓ LinearSolve
   7038.0 ms  ✓ DiffEqBase
   1846.0 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
   1931.1 ms  ✓ LinearSolve → LinearSolveEnzymeExt
   2601.5 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
  11816.5 ms  ✓ NonlinearSolveSpectralMethods
   4303.9 ms  ✓ LinearSolve → LinearSolveForwardDiffExt
   1483.6 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
   6165.5 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   4265.5 ms  ✓ OrdinaryDiffEqCore
   2155.1 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreSparseArraysExt
  12059.8 ms  ✓ SimpleNonlinearSolve
   3239.2 ms  ✓ OrdinaryDiffEqDifferentiation
   1745.8 ms  ✓ OrdinaryDiffEqDifferentiation → OrdinaryDiffEqDifferentiationSparseArraysExt
  13236.0 ms  ✓ OrdinaryDiffEqTsit5
  32256.0 ms  ✓ NonlinearSolveQuasiNewton
   3627.6 ms  ✓ NonlinearSolveQuasiNewton → NonlinearSolveQuasiNewtonForwardDiffExt
  39858.6 ms  ✓ OrdinaryDiffEqVerner
  51985.5 ms  ✓ NonlinearSolveFirstOrder
  61980.8 ms  ✓ OrdinaryDiffEqRosenbrock
  46619.6 ms  ✓ NonlinearSolve
   3045.2 ms  ✓ OrdinaryDiffEqNonlinearSolve
  36301.8 ms  ✓ OrdinaryDiffEqSDIRK
  22048.3 ms  ✓ OrdinaryDiffEqBDF
  70073.6 ms  ✓ OrdinaryDiffEqDefault
   3566.4 ms  ✓ OrdinaryDiffEq
  152 dependencies successfully precompiled in 328 seconds
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +lts --project=O/OrdinaryDiffEq/Solve-The-Lorenz-Equation -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 1071.31
	System time (seconds): 41.67
	Percent of CPU this job got: 338%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 5:29.11
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2937996
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 773
	Minor (reclaiming a frame) page faults: 11828633
	Voluntary context switches: 194961
	Involuntary context switches: 119702
	Swaps: 0
	File system inputs: 968
	File system outputs: 2245312
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
