nice: cannot set niceness: Permission denied
Precompiling packages...
   1981.8 ms  ✓ ConcreteStructs
   2421.8 ms  ✓ SciMLLogging
   3195.5 ms  ✓ FastBroadcast
   5093.1 ms  ✓ DifferentiationInterface
   1685.7 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2086.7 ms  ✓ IntelOpenMP_jll
   2502.3 ms  ✓ SciMLStructures
   9282.2 ms  ✓ MacroTools
   2303.0 ms  ✓ oneTBB_jll
   2199.0 ms  ✓ OpenSpecFun_jll
   7079.4 ms  ✓ TimerOutputs
   7711.8 ms  ✓ DataStructures
   1309.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   1299.9 ms  ✓ CommonSubexpressions
   1416.1 ms  ✓ TruncatedStacktraces
   1593.3 ms  ✓ MKL_jll
   4319.0 ms  ✓ PreallocationTools
   1885.4 ms  ✓ MaybeInplace
   4490.7 ms  ✓ RecipesBase
   2156.9 ms  ✓ Setfield
    916.9 ms  ✓ FunctionWrappersWrappers
    569.8 ms  ✓ FiniteDiff
   3032.3 ms  ✓ Accessors
   8865.1 ms  ✓ SparseArrays
   1584.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   1880.6 ms  ✓ Accessors → LinearAlgebraExt
   2163.6 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   2165.1 ms  ✓ Adapt → AdaptSparseArraysExt
   2357.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   5431.3 ms  ✓ SpecialFunctions
   2669.6 ms  ✓ AMD
   2673.1 ms  ✓ Statistics
   2842.5 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   2931.9 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
    904.6 ms  ✓ DiffRules
   2220.7 ms  ✓ SymbolicIndexingInterface
   2723.1 ms  ✓ SciMLOperators
    782.6 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
    985.9 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   4261.7 ms  ✓ ForwardDiff
   1829.9 ms  ✓ FastPower → FastPowerForwardDiffExt
   2333.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   7787.7 ms  ✓ RecursiveArrayTools
   4228.1 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
  13255.4 ms  ✓ SparseMatrixColorings
   2809.1 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   2876.4 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   3303.0 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
  15878.6 ms  ✓ Krylov
   3004.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
   4490.6 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
  18842.7 ms  ✓ SparseColumnPivotedQR
    434.1 ms  ✓ SparseColumnPivotedQR → SparseColumnPivotedQRAMDExt
  11403.4 ms  ✓ SciMLBase
   2510.1 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   3397.6 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   4762.8 ms  ✓ SciMLJacobianOperators
  35462.0 ms  ✓ PureKLU
   3318.7 ms  ✓ LineSearch
   4456.4 ms  ✓ NonlinearSolveBase
   1101.3 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   1360.4 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   1375.9 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
   6666.3 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   5776.8 ms  ✓ BracketingNonlinearSolve
  10984.8 ms  ✓ LinearSolve
   1424.6 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   8949.0 ms  ✓ NonlinearSolveSpectralMethods
   4093.3 ms  ✓ DiffEqBase
   4212.2 ms  ✓ LinearSolve → LinearSolveSparseArraysExt
   1753.6 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
   1332.2 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   5748.6 ms  ✓ LinearSolve → LinearSolveForwardDiffExt
   1567.0 ms  ✓ LinearSolve → LinearSolveEnzymeExt
   6085.8 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
   4971.0 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   4255.2 ms  ✓ OrdinaryDiffEqCore
  10278.7 ms  ✓ SimpleNonlinearSolve
   2147.8 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreSparseArraysExt
   2922.2 ms  ✓ OrdinaryDiffEqDifferentiation
   1681.7 ms  ✓ OrdinaryDiffEqDifferentiation → OrdinaryDiffEqDifferentiationSparseArraysExt
   6105.6 ms  ✓ OrdinaryDiffEqTsit5
  14750.0 ms  ✓ NonlinearSolveQuasiNewton
   1469.6 ms  ✓ NonlinearSolveQuasiNewton → NonlinearSolveQuasiNewtonForwardDiffExt
  43678.4 ms  ✓ NonlinearSolveFirstOrder
  38308.6 ms  ✓ OrdinaryDiffEqVerner
  34021.3 ms  ✓ OrdinaryDiffEqRosenbrock
  30560.7 ms  ✓ NonlinearSolve
   2857.2 ms  ✓ OrdinaryDiffEqNonlinearSolve
  37879.2 ms  ✓ OrdinaryDiffEqSDIRK
   7379.8 ms  ✓ OrdinaryDiffEqBDF
  21827.6 ms  ✓ OrdinaryDiffEqDefault
   2693.3 ms  ✓ OrdinaryDiffEq
  140 dependencies successfully precompiled in 215 seconds
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +lts --project=O/OrdinaryDiffEq/Solve-The-Lorenz-Equation -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 665.42
	System time (seconds): 34.70
	Percent of CPU this job got: 324%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 3:36.05
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2461000
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 562
	Minor (reclaiming a frame) page faults: 9337228
	Voluntary context switches: 186038
	Involuntary context switches: 90631
	Swaps: 0
	File system inputs: 0
	File system outputs: 1446800
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
