Precompiling Pkg...
    999.6 ms  ✓ Unicode
   3905.0 ms  ✓ oneTBB_jll
   5918.9 ms  ✓ ChainRulesCore
   2904.1 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   9497.3 ms  ✓ Jieko
   3690.2 ms  ✓ MaybeInplace
   5292.7 ms  ✓ Static
   2883.4 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   2595.2 ms  ✓ SciMLStructures
   6303.2 ms  ✓ IntelOpenMP_jll
   2473.2 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   2023.9 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   8386.1 ms  ✓ DataStructures
   2492.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
   8004.8 ms  ✓ RecipesBase
   3413.8 ms  ✓ SharedArrays
   9614.9 ms  ✓ Accessors
   2309.9 ms  ✓ BitTwiddlingConvenienceFunctions
   2398.7 ms  ✓ FiniteDiff
   1790.7 ms  ✓ Accessors → LinearAlgebraExt
  14086.1 ms  ✓ SparseArrays
   5011.0 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   3811.0 ms  ✓ CPUSummary
   4385.9 ms  ✓ MKL_jll
   2305.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   2506.5 ms  ✓ Adapt → AdaptSparseArraysExt
   2594.5 ms  ✓ Statistics → SparseArraysExt
   2704.2 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2780.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2701.8 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   6306.5 ms  ✓ StaticArrayInterface
   3193.1 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   2688.9 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
  10197.2 ms  ✓ SpecialFunctions
   4902.7 ms  ✓ SymbolicIndexingInterface
   2295.7 ms  ✓ PolyesterWeave
   2407.0 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   2091.7 ms  ✓ CloseOpenIntervals
   2293.9 ms  ✓ LayoutPointers
   5911.7 ms  ✓ SciMLOperators
   1786.6 ms  ✓ DiffRules
   4917.9 ms  ✓ SparseMatrixColorings
   1406.5 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   1978.0 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   2717.5 ms  ✓ StrideArraysCore
   1510.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
   4478.2 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   1273.1 ms  ✓ Polyester
   4805.8 ms  ✓ RecursiveArrayTools
   1115.2 ms  ✓ FastBroadcast
   1593.6 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
  22434.2 ms  ✓ StaticArrays
   2698.6 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   2798.2 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   2809.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   2902.4 ms  ✓ Adapt → AdaptStaticArraysExt
   2911.1 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   3167.9 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   3130.8 ms  ✓ Accessors → StaticArraysExt
   3183.1 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   3235.6 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
   3805.4 ms  ✓ ArnoldiMethod
   9195.1 ms  ✓ ForwardDiff
  17498.8 ms  ✓ Krylov
   2104.5 ms  ✓ PreallocationTools
   5993.0 ms  ✓ FastGaussQuadrature
   2302.5 ms  ✓ FastPower → FastPowerForwardDiffExt
   2597.0 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   2609.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   2612.7 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
  23859.6 ms  ✓ Moshi
   1303.3 ms  ✓ NLSolversBase
  36939.2 ms  ✓ ArrayLayouts
    594.6 ms  ✓ ArrayLayouts → ArrayLayoutsSparseArraysExt
   1487.1 ms  ✓ LineSearches
   5844.4 ms  ✓ Graphs
    649.3 ms  ✓ VertexSafeGraphs
   1659.5 ms  ✓ LazyArrays
    854.1 ms  ✓ LazyArrays → LazyArraysStaticArraysExt
   1592.9 ms  ✓ SparseDiffTools
   1000.9 ms  ✓ SparseDiffTools → SparseDiffToolsPolyesterExt
   5809.0 ms  ✓ SciMLBase
    674.6 ms  ✓ SciMLBase → SciMLBaseChainRulesCoreExt
   1758.5 ms  ✓ DiffEqBase
   2146.1 ms  ✓ SciMLJacobianOperators
   1480.0 ms  ✓ DiffEqBase → DiffEqBaseChainRulesCoreExt
   1680.0 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   2184.5 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   3660.7 ms  ✓ OrdinaryDiffEqCore
   3748.8 ms  ✓ LineSearch
    970.9 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreEnzymeCoreExt
   3129.4 ms  ✓ LineSearch → LineSearchLineSearchesExt
   7338.4 ms  ✓ OrdinaryDiffEqFunctionMap
  12595.8 ms  ✓ NonlinearSolveBase
   9503.3 ms  ✓ OrdinaryDiffEqPRK
  10335.0 ms  ✓ OrdinaryDiffEqSymplecticRK
  10627.2 ms  ✓ OrdinaryDiffEqExplicitRK
  11448.2 ms  ✓ OrdinaryDiffEqHighOrderRK
  11994.7 ms  ✓ OrdinaryDiffEqFeagin
  12334.6 ms  ✓ OrdinaryDiffEqStabilizedRK
   9804.7 ms  ✓ OrdinaryDiffEqQPRK
  12413.5 ms  ✓ OrdinaryDiffEqRKN
  13640.9 ms  ✓ OrdinaryDiffEqSSPRK
   5707.5 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
   3538.0 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   4090.2 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   5121.8 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   3325.6 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseDiffEqBaseExt
  14935.8 ms  ✓ OrdinaryDiffEqLowOrderRK
   9823.1 ms  ✓ OrdinaryDiffEqLowStorageRK
  20350.1 ms  ✓ OrdinaryDiffEqTsit5
   6302.6 ms  ✓ OrdinaryDiffEqAdamsBashforthMoulton
  10414.7 ms  ✓ BracketingNonlinearSolve
  29904.6 ms  ✓ LinearSolve
   3906.4 ms  ✓ OrdinaryDiffEqNordsieck
   2006.0 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   2863.9 ms  ✓ LinearSolve → LinearSolveEnzymeExt
   2898.9 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
  13383.1 ms  ✓ NonlinearSolveSpectralMethods
   1168.7 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
   5707.6 ms  ✓ LinearSolve → LinearSolveSparseArraysExt
   4449.2 ms  ✓ OrdinaryDiffEqDifferentiation
  18717.0 ms  ✓ SimpleNonlinearSolve
  74127.0 ms  ✓ ExponentialUtilities
   2461.7 ms  ✓ SimpleNonlinearSolve → SimpleNonlinearSolveChainRulesCoreExt
   2773.9 ms  ✓ SimpleNonlinearSolve → SimpleNonlinearSolveDiffEqBaseExt
   1687.3 ms  ✓ ExponentialUtilities → ExponentialUtilitiesStaticArraysExt
  13547.5 ms  ✓ OrdinaryDiffEqExtrapolation
  25073.8 ms  ✓ NonlinearSolveQuasiNewton
   4310.0 ms  ✓ NonlinearSolveQuasiNewton → NonlinearSolveQuasiNewtonForwardDiffExt
  63120.7 ms  ✓ OrdinaryDiffEqVerner
  36072.4 ms  ✓ NonlinearSolveFirstOrder
   4790.6 ms  ✓ OrdinaryDiffEqLinear
  34210.5 ms  ✓ OrdinaryDiffEqRosenbrock
   8809.5 ms  ✓ NonlinearSolve
   3290.7 ms  ✓ OrdinaryDiffEqNonlinearSolve
   3678.9 ms  ✓ OrdinaryDiffEqStabilizedIRK
   3682.5 ms  ✓ OrdinaryDiffEqIMEXMultistep
   4055.8 ms  ✓ OrdinaryDiffEqPDIRK
   4964.9 ms  ✓ OrdinaryDiffEqSDIRK
   3294.8 ms  ✓ OrdinaryDiffEqExponentialRK
  15631.5 ms  ✓ OrdinaryDiffEqFIRK
  10867.3 ms  ✓ OrdinaryDiffEqBDF
  17546.2 ms  ✓ OrdinaryDiffEqDefault
   3430.0 ms  ✓ OrdinaryDiffEq
  221 dependencies successfully precompiled in 172 seconds. 23 already precompiled.
	Command being timed: "julia +1.11.4 --project=O/OrdinaryDiffEq/Solve-The-Lorenz-Equation -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 697.81
	System time (seconds): 54.14
	Percent of CPU this job got: 348%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 3:35.99
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2033896
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 906
	Minor (reclaiming a frame) page faults: 13243695
	Voluntary context switches: 299209
	Involuntary context switches: 146115
	Swaps: 0
	File system inputs: 0
	File system outputs: 1625152
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
