nice: cannot set niceness: Permission denied
Precompiling packages...
   1591.1 ms  ✓ nghttp2_jll
   2311.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
   2520.4 ms  ✓ Accessors → LinearAlgebraExt
   3094.6 ms  ✓ DiffRules
   8966.3 ms  ✓ NLSolversBase
  21841.5 ms  ✓ Static
   6303.4 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   8499.4 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   7375.6 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   1781.2 ms  ✓ BitTwiddlingConvenienceFunctions
   3793.3 ms  ✓ CPUSummary
   8169.3 ms  ✓ SymbolicIndexingInterface
   6248.5 ms  ✓ LineSearches
   2017.5 ms  ✓ PolyesterWeave
   9112.4 ms  ✓ SciMLOperators
   2066.4 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   2830.0 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
  33575.1 ms  ✓ StaticArrays
   4224.8 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   4400.7 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
  17099.0 ms  ✓ ForwardDiff
   4517.7 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   4696.2 ms  ✓ FillArrays → FillArraysStaticArraysExt
   4706.2 ms  ✓ Adapt → AdaptStaticArraysExt
  24220.5 ms  ✓ SparseMatrixColorings
   5304.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   5486.8 ms  ✓ Accessors → StaticArraysExt
   2089.7 ms  ✓ FastPower → FastPowerForwardDiffExt
   2406.6 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   2287.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
   7593.8 ms  ✓ FastGaussQuadrature
  27163.3 ms  ✓ Krylov
   3395.1 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
   8125.0 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   5187.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
  34686.7 ms  ✓ Moshi
  15956.3 ms  ✓ RecursiveArrayTools
    523.1 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
    576.1 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
    695.0 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
  31447.3 ms  ✓ StaticArrayInterface
    501.4 ms  ✓ CloseOpenIntervals
    605.3 ms  ✓ LayoutPointers
    632.2 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
   1546.7 ms  ✓ StrideArraysCore
   1588.5 ms  ✓ Polyester
    875.4 ms  ✓ FastBroadcast
    664.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
  41920.8 ms  ✓ ExponentialUtilities
  16000.3 ms  ✓ SciMLBase
   1637.9 ms  ✓ ExponentialUtilities → ExponentialUtilitiesStaticArraysExt
    895.1 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
    920.8 ms  ✓ SciMLBase → SciMLBaseChainRulesCoreExt
   1898.6 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   3062.7 ms  ✓ SciMLJacobianOperators
   3741.4 ms  ✓ LineSearch
   8086.3 ms  ✓ LinearSolve
   1596.2 ms  ✓ LineSearch → LineSearchLineSearchesExt
   6785.5 ms  ✓ NonlinearSolveBase
   2388.5 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseChainRulesCoreExt
   2571.9 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   4338.5 ms  ✓ LinearSolve → LinearSolveForwardDiffExt
   2819.2 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   2910.9 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   3010.5 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
   5659.1 ms  ✓ LinearSolve → LinearSolveSparseArraysExt
   4362.7 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
   5639.2 ms  ✓ BracketingNonlinearSolve
   1974.3 ms  ✓ LinearSolve → LinearSolveEnzymeExt
   1167.5 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   1407.9 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveChainRulesCoreExt
   3160.5 ms  ✓ DiffEqBase
   2768.6 ms  ✓ DiffEqBase → DiffEqBaseChainRulesCoreExt
   2970.1 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   3072.5 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   9884.1 ms  ✓ NonlinearSolveSpectralMethods
   1250.9 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
   6057.9 ms  ✓ OrdinaryDiffEqCore
   1922.4 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreEnzymeCoreExt
   4096.2 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreSparseArraysExt
  12341.7 ms  ✓ SimpleNonlinearSolve
  10800.1 ms  ✓ OrdinaryDiffEqFunctionMap
  13983.8 ms  ✓ OrdinaryDiffEqSymplecticRK
  11980.9 ms  ✓ OrdinaryDiffEqQPRK
  14679.2 ms  ✓ OrdinaryDiffEqPRK
  14876.8 ms  ✓ OrdinaryDiffEqExplicitRK
  15475.1 ms  ✓ OrdinaryDiffEqHighOrderRK
  15635.0 ms  ✓ OrdinaryDiffEqStabilizedRK
  15605.7 ms  ✓ OrdinaryDiffEqFeagin
  15898.3 ms  ✓ OrdinaryDiffEqRKN
  16904.4 ms  ✓ OrdinaryDiffEqSSPRK
   5453.9 ms  ✓ SimpleNonlinearSolve → SimpleNonlinearSolveChainRulesCoreExt
  32222.8 ms  ✓ NonlinearSolveQuasiNewton
  19805.9 ms  ✓ OrdinaryDiffEqLowOrderRK
  17723.2 ms  ✓ OrdinaryDiffEqLowStorageRK
  10477.0 ms  ✓ OrdinaryDiffEqLinear
   3405.3 ms  ✓ NonlinearSolveQuasiNewton → NonlinearSolveQuasiNewtonForwardDiffExt
  23495.6 ms  ✓ OrdinaryDiffEqTsit5
   4123.7 ms  ✓ OrdinaryDiffEqAdamsBashforthMoulton
  10515.1 ms  ✓ OrdinaryDiffEqDifferentiation
   1737.4 ms  ✓ OrdinaryDiffEqNordsieck
   1933.9 ms  ✓ OrdinaryDiffEqDifferentiation → OrdinaryDiffEqDifferentiationSparseArraysExt
  44489.0 ms  ✓ NonlinearSolveFirstOrder
   7888.7 ms  ✓ OrdinaryDiffEqExponentialRK
   8165.6 ms  ✓ OrdinaryDiffEqExtrapolation
  46012.4 ms  ✓ OrdinaryDiffEqVerner
  14302.3 ms  ✓ NonlinearSolve
   5000.1 ms  ✓ OrdinaryDiffEqNonlinearSolve
  25010.1 ms  ✓ OrdinaryDiffEqRosenbrock
   3546.8 ms  ✓ OrdinaryDiffEqIMEXMultistep
   3576.6 ms  ✓ OrdinaryDiffEqStabilizedIRK
   4043.8 ms  ✓ OrdinaryDiffEqPDIRK
   4721.5 ms  ✓ OrdinaryDiffEqSDIRK
   9721.9 ms  ✓ OrdinaryDiffEqBDF
  17291.2 ms  ✓ OrdinaryDiffEqFIRK
  20125.6 ms  ✓ OrdinaryDiffEqDefault
   3500.5 ms  ✓ OrdinaryDiffEq
  212 dependencies successfully precompiled in 198 seconds. 26 already precompiled.
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +1.12.4 --project=O/OrdinaryDiffEq/Solve-The-Lorenz-Equation -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 844.30
	System time (seconds): 57.70
	Percent of CPU this job got: 346%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 4:20.09
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2146208
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 897
	Minor (reclaiming a frame) page faults: 15507483
	Voluntary context switches: 36557
	Involuntary context switches: 59802
	Swaps: 0
	File system inputs: 104
	File system outputs: 1554008
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
