nice: cannot set niceness: Permission denied
Precompiling packages...
   2043.9 ms  ✓ ConcreteStructs
   4806.5 ms  ✓ StaticArrays → StaticArraysStatisticsExt
  10686.3 ms  ✓ RecursiveArrayTools
  17120.8 ms  ✓ SparseMatrixColorings
   5308.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   3013.4 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
  10186.1 ms  ✓ ForwardDiff
   2472.6 ms  ✓ LineSearches
  22426.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
   2397.9 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   1921.4 ms  ✓ FastPower → FastPowerForwardDiffExt
   2487.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
   2211.0 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   2692.6 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
   2216.3 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   2299.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   6308.7 ms  ✓ FastGaussQuadrature
  21134.8 ms  ✓ Krylov
   3682.6 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
  22962.8 ms  ✓ Moshi
StaticArraysExt Waiting for background task / IO / timer.
[pid 2971725] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x21eb0600->0x782f0a875cc0
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
RecursiveArrayToolsStatisticsExt Waiting for background task / IO / timer.
[pid 2971917] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x3b2a3040->0x79d1b5b71de0
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
  31168.0 ms  ✓ ExponentialUtilities
    952.2 ms  ✓ ExponentialUtilities → ExponentialUtilitiesStaticArraysExt
  24786.8 ms  ✓ Accessors → StaticArraysExt
  22379.7 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
   7095.6 ms  ✓ SciMLBase
    873.4 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
    946.6 ms  ✓ SciMLBase → SciMLBaseChainRulesCoreExt
   1068.8 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   1803.2 ms  ✓ SciMLJacobianOperators
   3033.8 ms  ✓ LineSearch
    888.7 ms  ✓ LineSearch → LineSearchLineSearchesExt
   4204.1 ms  ✓ NonlinearSolveBase
   2942.6 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   9401.3 ms  ✓ LinearSolve
   2374.7 ms  ✓ LinearSolve → LinearSolveSparseArraysExt
   2955.1 ms  ✓ BracketingNonlinearSolve
   1044.3 ms  ✓ LinearSolve → LinearSolveEnzymeExt
   1959.9 ms  ✓ DiffEqBase
    945.6 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   2819.4 ms  ✓ OrdinaryDiffEqCore
NonlinearSolveBaseChainRulesCoreExt Waiting for background task / IO / timer.
[pid 2972515] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x1a113ae0->0x727d1a09c520
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
NonlinearSolveBaseLineSearchExt Waiting for background task / IO / timer.
[pid 2972513] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x14b4c70->0x7771ea810d30
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
   1040.1 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreSparseArraysExt
NonlinearSolveBaseSparseMatrixColoringsExt Waiting for background task / IO / timer.
[pid 2972508] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x2da50bc0->0x769c77cb5000
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
NonlinearSolveBaseForwardDiffExt Waiting for background task / IO / timer.
[pid 2972509] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x1ff40ae0->0x717e04c633d0
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
   2676.9 ms  ✓ OrdinaryDiffEqFunctionMap
LinearSolveForwardDiffExt Waiting for background task / IO / timer.
[pid 2972570] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x24a06240->0x7824f098dae0
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
   3401.0 ms  ✓ OrdinaryDiffEqSymplecticRK
   3705.8 ms  ✓ OrdinaryDiffEqHighOrderRK
   3793.6 ms  ✓ OrdinaryDiffEqExplicitRK
   4274.9 ms  ✓ OrdinaryDiffEqStabilizedRK
   4651.2 ms  ✓ OrdinaryDiffEqSSPRK
   5384.7 ms  ✓ OrdinaryDiffEqLowOrderRK
   3284.6 ms  ✓ OrdinaryDiffEqLinear
   3110.5 ms  ✓ OrdinaryDiffEqPRK
   3574.5 ms  ✓ OrdinaryDiffEqRKN
   3238.8 ms  ✓ OrdinaryDiffEqFeagin
   2708.0 ms  ✓ OrdinaryDiffEqQPRK
   2321.3 ms  ✓ OrdinaryDiffEqAdamsBashforthMoulton
   3912.4 ms  ✓ OrdinaryDiffEqLowStorageRK
  22757.3 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseChainRulesCoreExt
  22846.8 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   6834.8 ms  ✓ OrdinaryDiffEqTsit5
  23103.3 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
  23224.8 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   1552.3 ms  ✓ OrdinaryDiffEqNordsieck
NonlinearSolveBaseLinearSolveExt Waiting for background task / IO / timer.
[pid 2972573] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x394d77d0->0x70af70095000
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
  21067.4 ms  ✓ LinearSolve → LinearSolveForwardDiffExt
BracketingNonlinearSolveForwardDiffExt Waiting for background task / IO / timer.
[pid 2972629] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x2a624500->0x7aa4b50b2fb0
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
   5050.6 ms  ✓ NonlinearSolveSpectralMethods
DiffEqBaseChainRulesCoreExt Waiting for background task / IO / timer.
[pid 2972673] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x27bacbb0->0x7a96ff80b100
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
   1039.5 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
  31670.1 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
  31636.0 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
  31876.2 ms  ✓ DiffEqBase → DiffEqBaseChainRulesCoreExt
   3721.3 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveChainRulesCoreExt
DiffEqBaseForwardDiffExt Waiting for background task / IO / timer.
[pid 2972674] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0xbacdea0->0x710f92eea1a0
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
  30256.8 ms  ✓ OrdinaryDiffEqVerner
  12023.1 ms  ✓ SimpleNonlinearSolve
  42595.6 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   2682.0 ms  ✓ SimpleNonlinearSolve → SimpleNonlinearSolveChainRulesCoreExt
  17521.2 ms  ✓ NonlinearSolveQuasiNewton
   1178.2 ms  ✓ NonlinearSolveQuasiNewton → NonlinearSolveQuasiNewtonForwardDiffExt
   3855.4 ms  ✓ OrdinaryDiffEqDifferentiation
   1553.2 ms  ✓ OrdinaryDiffEqDifferentiation → OrdinaryDiffEqDifferentiationSparseArraysExt
   3978.9 ms  ✓ OrdinaryDiffEqExponentialRK
   5297.5 ms  ✓ OrdinaryDiffEqExtrapolation
  28254.3 ms  ✓ NonlinearSolveFirstOrder
   7390.4 ms  ✓ NonlinearSolve
   5279.0 ms  ✓ OrdinaryDiffEqNonlinearSolve
  22279.5 ms  ✓ OrdinaryDiffEqRosenbrock
   3485.5 ms  ✓ OrdinaryDiffEqIMEXMultistep
   3513.4 ms  ✓ OrdinaryDiffEqStabilizedIRK
   3804.5 ms  ✓ OrdinaryDiffEqPDIRK
   4605.4 ms  ✓ OrdinaryDiffEqSDIRK
  10337.9 ms  ✓ OrdinaryDiffEqBDF
  14943.0 ms  ✓ OrdinaryDiffEqFIRK
  18505.1 ms  ✓ OrdinaryDiffEqDefault
   2840.1 ms  ✓ OrdinaryDiffEq
  208 dependencies successfully precompiled in 186 seconds
  13 dependencies had output during precompilation:
┌ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
│  [pid 2972508] waiting for IO to finish:
│   Handle type        uv_handle_t->data
│   timer              0x2da50bc0->0x769c77cb5000
│  This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
└  
┌ DiffEqBase → DiffEqBaseForwardDiffExt
│  [pid 2972674] waiting for IO to finish:
│   Handle type        uv_handle_t->data
│   timer              0xbacdea0->0x710f92eea1a0
│  This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
└  
┌ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
│  [pid 2972513] waiting for IO to finish:
│   Handle type        uv_handle_t->data
│   timer              0x14b4c70->0x7771ea810d30
│  This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
└  
┌ ADTypes → ADTypesConstructionBaseExt
│  [pid 2970123] waiting for IO to finish:
│   Handle type        uv_handle_t->data
│   timer              0x10c6b9b0->0x728ddddd1510
│  This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
└  
┌ NonlinearSolveBase → NonlinearSolveBaseChainRulesCoreExt
│  [pid 2972515] waiting for IO to finish:
│   Handle type        uv_handle_t->data
│   timer              0x1a113ae0->0x727d1a09c520
│  This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
└  
┌ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
│  [pid 2970756] waiting for IO to finish:
│   Handle type        uv_handle_t->data
│   timer              0x17287600->0x743471634f10
│  This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
└  
┌ Accessors → StaticArraysExt
│  [pid 2971725] waiting for IO to finish:
│   Handle type        uv_handle_t->data
│   timer              0x21eb0600->0x782f0a875cc0
│  This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
└  
┌ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
│  [pid 2972573] waiting for IO to finish:
│   Handle type        uv_handle_t->data
│   timer              0x394d77d0->0x70af70095000
│  This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
└  
┌ LinearSolve → LinearSolveForwardDiffExt
│  [pid 2972570] waiting for IO to finish:
│   Handle type        uv_handle_t->data
│   timer              0x24a06240->0x7824f098dae0
│  This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
└  
┌ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
│  [pid 2971917] waiting for IO to finish:
│   Handle type        uv_handle_t->data
│   timer              0x3b2a3040->0x79d1b5b71de0
│  This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
└  
┌ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
│  [pid 2972629] waiting for IO to finish:
│   Handle type        uv_handle_t->data
│   timer              0x2a624500->0x7aa4b50b2fb0
│  This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
└  
┌ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
│  [pid 2972509] waiting for IO to finish:
│   Handle type        uv_handle_t->data
│   timer              0x1ff40ae0->0x717e04c633d0
│  This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
└  
┌ DiffEqBase → DiffEqBaseChainRulesCoreExt
│  [pid 2972673] waiting for IO to finish:
│   Handle type        uv_handle_t->data
│   timer              0x27bacbb0->0x7a96ff80b100
│  This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
└  
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +lts --project=O/OrdinaryDiffEq/Solve-The-Lorenz-Equation -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 550.53
	System time (seconds): 46.06
	Percent of CPU this job got: 319%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 3:06.89
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 1433536
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 748
	Minor (reclaiming a frame) page faults: 11995511
	Voluntary context switches: 271866
	Involuntary context switches: 88948
	Swaps: 0
	File system inputs: 0
	File system outputs: 1394168
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
