nice: cannot set niceness: Permission denied
Precompiling packages...
   1938.0 ms  ✓ ConcreteStructs
   3011.8 ms  ✓ IntelOpenMP_jll
   3693.4 ms  ✓ Static
   3215.9 ms  ✓ OpenSpecFun_jll
   2904.5 ms  ✓ CommonSubexpressions
   9207.6 ms  ✓ TimerOutputs
   7626.5 ms  ✓ Jieko
   2393.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2291.9 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   2516.2 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   6703.0 ms  ✓ RecipesBase
   9308.9 ms  ✓ DataStructures
   2300.7 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   3011.1 ms  ✓ SciMLStructures
   5197.7 ms  ✓ Setfield
   3446.2 ms  ✓ MaybeInplace
   5797.8 ms  ✓ ChainRulesCore
   1826.6 ms  ✓ BitTwiddlingConvenienceFunctions
   2584.0 ms  ✓ MKL_jll
  15798.4 ms  ✓ SparseArrays
   1800.1 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   1888.5 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   1894.7 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
   5011.1 ms  ✓ PreallocationTools
   2502.3 ms  ✓ FiniteDiff
   3905.6 ms  ✓ CPUSummary
   3023.8 ms  ✓ Adapt → AdaptSparseArraysExt
   3281.8 ms  ✓ FillArrays → FillArraysSparseArraysExt
   4985.2 ms  ✓ StaticArrayInterface
   3594.6 ms  ✓ Statistics
   2705.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2708.9 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   2482.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
   2393.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   2306.9 ms  ✓ PolyesterWeave
   9702.5 ms  ✓ Accessors
   5308.9 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   1612.1 ms  ✓ CloseOpenIntervals
   2205.8 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   1999.7 ms  ✓ LayoutPointers
   1988.0 ms  ✓ FillArrays → FillArraysStatisticsExt
   1492.5 ms  ✓ Accessors → LinearAlgebraExt
   1903.0 ms  ✓ NLSolversBase
   1587.8 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   1595.7 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   8765.3 ms  ✓ SpecialFunctions
   2025.5 ms  ✓ StrideArraysCore
   1597.8 ms  ✓ LineSearches
   1392.8 ms  ✓ Polyester
   1442.2 ms  ✓ DiffRules
   2914.2 ms  ✓ SymbolicIndexingInterface
   3721.0 ms  ✓ SciMLOperators
   1507.7 ms  ✓ FastBroadcast
   3243.2 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   1373.5 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   1390.6 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
  20704.1 ms  ✓ StaticArrays
   3091.3 ms  ✓ FillArrays → FillArraysStaticArraysExt
   3585.3 ms  ✓ Adapt → AdaptStaticArraysExt
  15393.5 ms  ✓ SparseMatrixColorings
   3615.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   3895.9 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   3912.8 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   3914.6 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   2310.9 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
   2209.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
   2504.5 ms  ✓ Accessors → StaticArraysExt
   2588.4 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   6616.7 ms  ✓ FastGaussQuadrature
  10983.6 ms  ✓ ForwardDiff
  20476.5 ms  ✓ Krylov
  12087.2 ms  ✓ RecursiveArrayTools
  22191.3 ms  ✓ Moshi
   1396.6 ms  ✓ FastPower → FastPowerForwardDiffExt
   1599.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   1634.1 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
    788.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
    802.0 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   1923.4 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
    860.6 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
    502.2 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
   7456.9 ms  ✓ SciMLBase
    893.1 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
    920.7 ms  ✓ SciMLBase → SciMLBaseChainRulesCoreExt
   1119.6 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   3699.6 ms  ✓ SciMLJacobianOperators
  32286.5 ms  ✓ ExponentialUtilities
   4123.2 ms  ✓ LineSearch
   1114.3 ms  ✓ ExponentialUtilities → ExponentialUtilitiesStaticArraysExt
    883.8 ms  ✓ LineSearch → LineSearchLineSearchesExt
   5397.2 ms  ✓ NonlinearSolveBase
  10549.4 ms  ✓ LinearSolve
   1519.7 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   1286.5 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   1335.2 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseChainRulesCoreExt
   1352.9 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
   1512.2 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   2771.7 ms  ✓ LinearSolve → LinearSolveSparseArraysExt
   3459.2 ms  ✓ BracketingNonlinearSolve
   1327.3 ms  ✓ LinearSolve → LinearSolveEnzymeExt
   1223.2 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   2141.3 ms  ✓ LinearSolve → LinearSolveForwardDiffExt
   1300.3 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
   1314.7 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveChainRulesCoreExt
   2673.2 ms  ✓ DiffEqBase
   1750.1 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   6775.2 ms  ✓ NonlinearSolveSpectralMethods
   1775.1 ms  ✓ DiffEqBase → DiffEqBaseChainRulesCoreExt
   1949.5 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   1810.8 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
   3968.6 ms  ✓ OrdinaryDiffEqCore
   2400.9 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreSparseArraysExt
  11071.5 ms  ✓ SimpleNonlinearSolve
   9504.8 ms  ✓ OrdinaryDiffEqFunctionMap
  10985.7 ms  ✓ OrdinaryDiffEqLinear
  11563.4 ms  ✓ OrdinaryDiffEqPRK
  11390.0 ms  ✓ OrdinaryDiffEqQPRK
  13192.6 ms  ✓ OrdinaryDiffEqFeagin
  13294.7 ms  ✓ OrdinaryDiffEqSymplecticRK
  14093.1 ms  ✓ OrdinaryDiffEqExplicitRK
  14106.4 ms  ✓ OrdinaryDiffEqHighOrderRK
  14410.0 ms  ✓ OrdinaryDiffEqStabilizedRK
  15782.0 ms  ✓ OrdinaryDiffEqRKN
  16398.2 ms  ✓ OrdinaryDiffEqSSPRK
  17211.8 ms  ✓ OrdinaryDiffEqLowOrderRK
   5902.8 ms  ✓ SimpleNonlinearSolve → SimpleNonlinearSolveChainRulesCoreExt
  26937.0 ms  ✓ NonlinearSolveQuasiNewton
  11005.1 ms  ✓ OrdinaryDiffEqLowStorageRK
  20689.1 ms  ✓ OrdinaryDiffEqTsit5
   9782.8 ms  ✓ OrdinaryDiffEqDifferentiation
   3075.5 ms  ✓ NonlinearSolveQuasiNewton → NonlinearSolveQuasiNewtonForwardDiffExt
   4144.6 ms  ✓ OrdinaryDiffEqAdamsBashforthMoulton
   1645.7 ms  ✓ OrdinaryDiffEqDifferentiation → OrdinaryDiffEqDifferentiationSparseArraysExt
   1798.3 ms  ✓ OrdinaryDiffEqNordsieck
   3140.5 ms  ✓ OrdinaryDiffEqExponentialRK
   3858.3 ms  ✓ OrdinaryDiffEqExtrapolation
  42782.4 ms  ✓ NonlinearSolveFirstOrder
  18541.9 ms  ✓ NonlinearSolve
  30414.6 ms  ✓ OrdinaryDiffEqRosenbrock
  53236.2 ms  ✓ OrdinaryDiffEqVerner
   2660.5 ms  ✓ OrdinaryDiffEqNonlinearSolve
   2813.5 ms  ✓ OrdinaryDiffEqStabilizedIRK
   2829.5 ms  ✓ OrdinaryDiffEqIMEXMultistep
   3154.9 ms  ✓ OrdinaryDiffEqPDIRK
   4000.8 ms  ✓ OrdinaryDiffEqSDIRK
  14228.6 ms  ✓ OrdinaryDiffEqFIRK
  10508.1 ms  ✓ OrdinaryDiffEqBDF
  18767.9 ms  ✓ OrdinaryDiffEqDefault
   2844.5 ms  ✓ OrdinaryDiffEq
  208 dependencies successfully precompiled in 166 seconds
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +lts --project=O/OrdinaryDiffEq/Solve-The-Lorenz-Equation -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 586.59
	System time (seconds): 47.03
	Percent of CPU this job got: 380%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 2:46.59
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 1390008
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 823
	Minor (reclaiming a frame) page faults: 11904033
	Voluntary context switches: 266561
	Involuntary context switches: 114257
	Swaps: 0
	File system inputs: 0
	File system outputs: 1365312
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
