nice: cannot set niceness: Permission denied
Precompiling packages...
   1416.5 ms  ✓ nghttp2_jll
   2765.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2715.2 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   2809.6 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   7701.9 ms  ✓ SpecialFunctions
   3101.1 ms  ✓ AMD
  10540.2 ms  ✓ Accessors
    906.3 ms  ✓ DiffRules
    656.1 ms  ✓ Accessors → LinearAlgebraExt
   3205.5 ms  ✓ SymbolicIndexingInterface
   4304.1 ms  ✓ SciMLOperators
   1203.9 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   1613.4 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
  12971.5 ms  ✓ SparseMatrixColorings
   9397.4 ms  ✓ ForwardDiff
   2273.0 ms  ✓ FastPower → FastPowerForwardDiffExt
   3339.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
  16458.1 ms  ✓ SparseColumnPivotedQR
   3463.2 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
  16796.4 ms  ✓ Krylov
    649.1 ms  ✓ SparseColumnPivotedQR → SparseColumnPivotedQRAMDExt
   4098.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
  11604.9 ms  ✓ RecursiveArrayTools
    545.5 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
    544.2 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
    600.5 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
    693.6 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
  31416.9 ms  ✓ PureKLU
  12762.5 ms  ✓ SciMLBase
    789.7 ms  ✓ PureKLU → PureKLUForwardDiffExt
    705.1 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   1818.5 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   3168.3 ms  ✓ SciMLJacobianOperators
   5598.3 ms  ✓ LineSearch
   9559.9 ms  ✓ LinearSolve
   7914.5 ms  ✓ NonlinearSolveBase
   3150.4 ms  ✓ LinearSolve → LinearSolveForwardDiffExt
   1832.2 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   2223.3 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
   2234.0 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   5693.6 ms  ✓ LinearSolve → LinearSolveSparseArraysExt
   4085.6 ms  ✓ BracketingNonlinearSolve
   4091.6 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
   1560.3 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   2506.3 ms  ✓ LinearSolve → LinearSolveEnzymeExt
   7237.7 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   4464.5 ms  ✓ DiffEqBase
   1834.4 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
  10950.6 ms  ✓ NonlinearSolveSpectralMethods
   2024.9 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
   6490.7 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   7253.3 ms  ✓ OrdinaryDiffEqCore
   1964.8 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreSparseArraysExt
  11849.0 ms  ✓ SimpleNonlinearSolve
   9067.5 ms  ✓ OrdinaryDiffEqTsit5
   8415.8 ms  ✓ OrdinaryDiffEqDifferentiation
  22660.5 ms  ✓ NonlinearSolveQuasiNewton
   2032.5 ms  ✓ OrdinaryDiffEqDifferentiation → OrdinaryDiffEqDifferentiationSparseArraysExt
   1968.1 ms  ✓ NonlinearSolveQuasiNewton → NonlinearSolveQuasiNewtonForwardDiffExt
  40569.2 ms  ✓ NonlinearSolveFirstOrder
  32471.2 ms  ✓ OrdinaryDiffEqVerner
  23056.3 ms  ✓ OrdinaryDiffEqRosenbrock
  31507.9 ms  ✓ NonlinearSolve
   4288.8 ms  ✓ OrdinaryDiffEqNonlinearSolve
  28469.9 ms  ✓ OrdinaryDiffEqSDIRK
   7746.8 ms  ✓ OrdinaryDiffEqBDF
  22309.3 ms  ✓ OrdinaryDiffEqDefault
   2874.0 ms  ✓ OrdinaryDiffEq
  144 dependencies successfully precompiled in 217 seconds. 26 already precompiled.
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +1.12.6 --project=O/OrdinaryDiffEq/Solve-The-Lorenz-Equation -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 762.07
	System time (seconds): 42.52
	Percent of CPU this job got: 286%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 4:40.40
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2171848
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 789
	Minor (reclaiming a frame) page faults: 12259252
	Voluntary context switches: 31346
	Involuntary context switches: 42955
	Swaps: 0
	File system inputs: 0
	File system outputs: 1517064
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
