nice: cannot set niceness: Permission denied
Precompiling packages...
   1882.2 ms  ✓ ConcreteStructs
   1311.6 ms  ✓ NLSolversBase
    737.3 ms  ✓ LineSearches
   5823.5 ms  ✓ SciMLBase
   1014.8 ms  ✓ SciMLBase → SciMLBaseChainRulesCoreExt
   1046.4 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   1283.7 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   1933.4 ms  ✓ DiffEqBase
  14134.2 ms  ✓ ArrayLayouts
    758.7 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
    979.3 ms  ✓ ArrayLayouts → ArrayLayoutsSparseArraysExt
   1888.0 ms  ✓ SciMLJacobianOperators
   1421.1 ms  ✓ DiffEqBase → DiffEqBaseChainRulesCoreExt
   1538.2 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   3204.5 ms  ✓ LazyArrays
   4828.0 ms  ✓ OrdinaryDiffEqCore
   4685.5 ms  ✓ LineSearch
   2903.9 ms  ✓ LazyArrays → LazyArraysStaticArraysExt
   2012.9 ms  ✓ LineSearch → LineSearchLineSearchesExt
   2288.3 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreEnzymeCoreExt
  14778.9 ms  ✓ NonlinearSolveBase
   8299.2 ms  ✓ OrdinaryDiffEqFunctionMap
  11292.8 ms  ✓ OrdinaryDiffEqPRK
  11412.3 ms  ✓ OrdinaryDiffEqHighOrderRK
  11651.3 ms  ✓ OrdinaryDiffEqRKN
  11805.6 ms  ✓ OrdinaryDiffEqSymplecticRK
  11994.1 ms  ✓ OrdinaryDiffEqExplicitRK
  11999.9 ms  ✓ OrdinaryDiffEqStabilizedRK
   4264.0 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
  12973.0 ms  ✓ OrdinaryDiffEqQPRK
  13401.9 ms  ✓ OrdinaryDiffEqSSPRK
  46022.3 ms  ✓ ExponentialUtilities
  14133.8 ms  ✓ OrdinaryDiffEqFeagin
  15100.8 ms  ✓ OrdinaryDiffEqLowOrderRK
   3526.7 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   3625.8 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseChainRulesCoreExt
   3703.2 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
   4229.0 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   3793.7 ms  ✓ ExponentialUtilities → ExponentialUtilitiesStaticArraysExt
  10475.0 ms  ✓ OrdinaryDiffEqLowStorageRK
   4756.5 ms  ✓ OrdinaryDiffEqLinear
   4198.4 ms  ✓ OrdinaryDiffEqAdamsBashforthMoulton
  20724.2 ms  ✓ OrdinaryDiffEqTsit5
   8228.8 ms  ✓ BracketingNonlinearSolve
   1022.1 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   1668.5 ms  ✓ OrdinaryDiffEqNordsieck
   1473.5 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveChainRulesCoreExt
  27201.6 ms  ✓ LinearSolve
  10691.2 ms  ✓ NonlinearSolveSpectralMethods
    891.7 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
   2928.8 ms  ✓ LinearSolve → LinearSolveSparseArraysExt
   9927.3 ms  ✓ SimpleNonlinearSolve
   2579.8 ms  ✓ LinearSolve → LinearSolveEnzymeExt
    957.8 ms  ✓ SimpleNonlinearSolve → SimpleNonlinearSolveChainRulesCoreExt
   3438.5 ms  ✓ LinearSolve → LinearSolveForwardDiffExt
   1426.9 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
   6228.9 ms  ✓ OrdinaryDiffEqDifferentiation
   5515.9 ms  ✓ OrdinaryDiffEqDifferentiation → OrdinaryDiffEqDifferentiationSparseArraysExt
   6288.9 ms  ✓ OrdinaryDiffEqExponentialRK
   6937.4 ms  ✓ OrdinaryDiffEqExtrapolation
  51689.2 ms  ✓ OrdinaryDiffEqVerner
  20393.2 ms  ✓ NonlinearSolveQuasiNewton
   1581.4 ms  ✓ NonlinearSolveQuasiNewton → NonlinearSolveQuasiNewtonForwardDiffExt
  29469.2 ms  ✓ NonlinearSolveFirstOrder
  24360.3 ms  ✓ OrdinaryDiffEqRosenbrock
  10081.8 ms  ✓ NonlinearSolve
   2706.5 ms  ✓ OrdinaryDiffEqNonlinearSolve
   2933.4 ms  ✓ OrdinaryDiffEqIMEXMultistep
   2976.9 ms  ✓ OrdinaryDiffEqStabilizedIRK
   3287.4 ms  ✓ OrdinaryDiffEqPDIRK
   4072.0 ms  ✓ OrdinaryDiffEqSDIRK
  10136.7 ms  ✓ OrdinaryDiffEqBDF
  14476.1 ms  ✓ OrdinaryDiffEqFIRK
  19456.5 ms  ✓ OrdinaryDiffEqDefault
   2998.9 ms  ✓ OrdinaryDiffEq
  209 dependencies successfully precompiled in 168 seconds
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +lts --project=O/OrdinaryDiffEq/Solve-The-Lorenz-Equation -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 588.61
	System time (seconds): 48.24
	Percent of CPU this job got: 376%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 2:49.15
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 1408892
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 672
	Minor (reclaiming a frame) page faults: 11997840
	Voluntary context switches: 267813
	Involuntary context switches: 121219
	Swaps: 0
	File system inputs: 0
	File system outputs: 1365080
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
