Precompiling Pkg...
    963.6 ms  ✓ Unicode
   3909.8 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   3098.0 ms  ✓ PolyesterWeave
   3117.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
  13491.6 ms  ✓ SpecialFunctions
   2717.7 ms  ✓ CloseOpenIntervals
   3001.7 ms  ✓ LayoutPointers
   2698.1 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   5487.8 ms  ✓ SparseMatrixColorings
   2723.1 ms  ✓ Accessors → AccessorsTestExt
   2488.1 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   2497.7 ms  ✓ DiffRules
   2896.3 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   4289.8 ms  ✓ Sparspak
   2327.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
   3000.1 ms  ✓ StrideArraysCore
   5209.9 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   7112.9 ms  ✓ RecursiveArrayTools
   1498.6 ms  ✓ Polyester
   1586.2 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
   1409.5 ms  ✓ FastBroadcast
  27397.0 ms  ✓ StaticArrays
   2883.9 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   3082.4 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   3100.9 ms  ✓ Adapt → AdaptStaticArraysExt
   3108.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   3192.6 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   3207.4 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   3300.7 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
   3388.8 ms  ✓ Accessors → AccessorsStaticArraysExt
   3395.1 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   9704.0 ms  ✓ ForwardDiff
   4310.1 ms  ✓ ArnoldiMethod
  21312.1 ms  ✓ Krylov
   1805.4 ms  ✓ FastPower → FastPowerForwardDiffExt
   2188.5 ms  ✓ PreallocationTools
   2311.4 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   2304.3 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   2315.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   4851.0 ms  ✓ FastGaussQuadrature
   2524.5 ms  ✓ NLSolversBase
  44402.4 ms  ✓ ArrayLayouts
   4454.0 ms  ✓ LineSearches
   2627.6 ms  ✓ ArrayLayouts → ArrayLayoutsSparseArraysExt
  53010.1 ms  ✓ MLStyle
  20532.3 ms  ✓ VectorizationBase
   9892.1 ms  ✓ Graphs
    874.3 ms  ✓ SLEEFPirates
    756.4 ms  ✓ VertexSafeGraphs
   1839.4 ms  ✓ LazyArrays
    948.5 ms  ✓ LazyArrays → LazyArraysStaticArraysExt
   1669.3 ms  ✓ SparseDiffTools
   4164.4 ms  ✓ Expronicon
   1017.4 ms  ✓ SparseDiffTools → SparseDiffToolsPolyesterExt
   7431.7 ms  ✓ SciMLBase
    804.8 ms  ✓ SciMLBase → SciMLBaseChainRulesCoreExt
   2198.4 ms  ✓ SciMLJacobianOperators
   7903.0 ms  ✓ DiffEqBase
   3425.0 ms  ✓ DiffEqBase → DiffEqBaseChainRulesCoreExt
  22291.8 ms  ✓ LoopVectorization
   3618.9 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   9403.1 ms  ✓ LineSearch
   1195.8 ms  ✓ LoopVectorization → SpecialFunctionsExt
   1293.0 ms  ✓ TriangularSolve
   1439.5 ms  ✓ LoopVectorization → ForwardDiffExt
   1432.9 ms  ✓ LineSearch → LineSearchLineSearchesExt
  11849.2 ms  ✓ NonlinearSolveBase
   6110.4 ms  ✓ OrdinaryDiffEqCore
   1662.9 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   2142.6 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   2282.4 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseDiffEqBaseExt
   2361.6 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
   2373.5 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   2344.2 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreEnzymeCoreExt
   9210.7 ms  ✓ OrdinaryDiffEqFunctionMap
  12494.8 ms  ✓ OrdinaryDiffEqPRK
  12847.6 ms  ✓ OrdinaryDiffEqExplicitRK
  12996.7 ms  ✓ OrdinaryDiffEqFeagin
  13256.6 ms  ✓ OrdinaryDiffEqSymplecticRK
  13906.5 ms  ✓ OrdinaryDiffEqRKN
  14251.2 ms  ✓ OrdinaryDiffEqStabilizedRK
  14858.4 ms  ✓ OrdinaryDiffEqHighOrderRK
  16744.8 ms  ✓ OrdinaryDiffEqSSPRK
  21033.2 ms  ✓ BracketingNonlinearSolve
  10919.4 ms  ✓ OrdinaryDiffEqQPRK
  20361.9 ms  ✓ OrdinaryDiffEqLowOrderRK
   4304.5 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
  27194.0 ms  ✓ RecursiveFactorization
  14420.1 ms  ✓ OrdinaryDiffEqLowStorageRK
  26953.0 ms  ✓ OrdinaryDiffEqTsit5
   6685.2 ms  ✓ OrdinaryDiffEqAdamsBashforthMoulton
  78501.3 ms  ✓ ExponentialUtilities
  28751.2 ms  ✓ NonlinearSolveSpectralMethods
   2296.7 ms  ✓ ExponentialUtilities → ExponentialUtilitiesStaticArraysExt
   2748.7 ms  ✓ OrdinaryDiffEqNordsieck
   1313.5 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
  12475.4 ms  ✓ SimpleNonlinearSolve
    994.5 ms  ✓ SimpleNonlinearSolve → SimpleNonlinearSolveChainRulesCoreExt
   1048.1 ms  ✓ SimpleNonlinearSolve → SimpleNonlinearSolveDiffEqBaseExt
  30892.2 ms  ✓ LinearSolve
   2363.6 ms  ✓ LinearSolve → LinearSolveRecursiveArrayToolsExt
   2413.7 ms  ✓ LinearSolve → LinearSolveEnzymeExt
   2428.6 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
  58489.2 ms  ✓ OrdinaryDiffEqVerner
   3183.9 ms  ✓ OrdinaryDiffEqDifferentiation
   1716.7 ms  ✓ OrdinaryDiffEqLinear
   5072.4 ms  ✓ OrdinaryDiffEqExtrapolation
  10568.4 ms  ✓ NonlinearSolveQuasiNewton
   2608.0 ms  ✓ NonlinearSolveQuasiNewton → NonlinearSolveQuasiNewtonForwardDiffExt
  16865.3 ms  ✓ NonlinearSolveFirstOrder
  17850.1 ms  ✓ OrdinaryDiffEqRosenbrock
   9655.6 ms  ✓ NonlinearSolve
   3780.2 ms  ✓ OrdinaryDiffEqNonlinearSolve
   4290.0 ms  ✓ OrdinaryDiffEqIMEXMultistep
   4374.8 ms  ✓ OrdinaryDiffEqStabilizedIRK
   4688.7 ms  ✓ OrdinaryDiffEqPDIRK
   5584.1 ms  ✓ OrdinaryDiffEqSDIRK
   3850.1 ms  ✓ OrdinaryDiffEqExponentialRK
  14893.4 ms  ✓ OrdinaryDiffEqFIRK
  11044.7 ms  ✓ OrdinaryDiffEqBDF
  17397.4 ms  ✓ OrdinaryDiffEqDefault
   4082.3 ms  ✓ OrdinaryDiffEq
  235 dependencies successfully precompiled in 210 seconds. 23 already precompiled.
	Command being timed: "julia +1.11.2 --project=O/OrdinaryDiffEq/Solve-The-Lorenz-Equation -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 818.81
	System time (seconds): 60.99
	Percent of CPU this job got: 344%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 4:15.19
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2030240
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 938
	Minor (reclaiming a frame) page faults: 14784208
	Voluntary context switches: 319800
	Involuntary context switches: 140925
	Swaps: 0
	File system inputs: 0
	File system outputs: 2272312
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
